Samp,Signal,I,Q,R,Phi
1513,-1276,-270.74,252.22,370.02,2.39
1514,-516,-270.26,252.16,369.63,2.39
1515,-9,-270.08,252,369.39,2.39
1516,43,-269.93,251.86,369.18,2.39
1517,-318,-269.76,251.5,368.82,2.39
1518,-1000,-269.96,250.84,368.51,2.39
1519,-1738,-270.83,250.34,368.81,2.4
1520,-2238,-272,250.62,369.85,2.4
1521,-2319,-272.68,251.64,371.05,2.4
1522,-1956,-272.51,252.71,371.65,2.39
1523,-1277,-271.87,253.2,371.51,2.39
1524,-516,-271.39,253.14,371.12,2.39
1525,-8,-271.21,252.98,370.89,2.39
1526,43,-271.06,252.85,370.68,2.39
1527,-320,-270.89,252.49,370.31,2.39
1528,-1001,-271.09,251.82,370,2.39
1529,-1737,-271.96,251.32,370.3,2.4
1530,-2238,-273.12,251.6,371.35,2.4
1531,-2321,-273.81,252.62,372.54,2.4
1532,-1955,-273.63,253.69,373.14,2.39
1533,-1275,-272.99,254.18,373,2.39
1534,-515,-272.51,254.12,372.61,2.39
1535,-7,-272.34,253.96,372.37,2.39
1536,44,-272.18,253.82,372.17,2.39
1537,-319,-272.01,253.46,371.8,2.39
1538,-1001,-272.21,252.79,371.49,2.39
1539,-1738,-273.08,252.3,371.79,2.4
1540,-2237,-274.24,252.57,372.83,2.4
1541,-2322,-274.93,253.59,374.03,2.4
1542,-1958,-274.75,254.67,374.63,2.39
1543,-1287,-274.11,255.16,374.49,2.39
1544,-545,-273.61,255.1,374.09,2.39
1545,-38,-273.41,254.94,373.83,2.39
1546,18,-273.25,254.79,373.61,2.39
1547,-340,-273.08,254.41,373.23,2.39
1548,-1014,-273.28,253.74,372.91,2.39
1549,-1734,-274.15,253.24,373.21,2.4
1550,-2236,-275.31,253.52,374.25,2.4
1551,-2320,-275.99,254.54,375.45,2.4
1552,-1955,-275.82,255.6,376.04,2.39
1553,-1274,-275.18,256.09,375.9,2.39
1554,-516,-274.69,256.03,375.51,2.39
1555,-7,-274.52,255.87,375.27,2.39
1556,42,-274.36,255.73,375.06,2.39
1557,-320,-274.19,255.37,374.69,2.39
1558,-1000,-274.39,254.7,374.38,2.39
1559,-1738,-275.25,254.2,374.68,2.4
1560,-2242,-276.42,254.48,375.72,2.4
1561,-2319,-277.1,255.5,376.91,2.4
1562,-1957,-276.93,256.56,377.51,2.39
1563,-1278,-276.28,257.05,377.37,2.39
1564,-517,-275.8,256.99,376.97,2.39
1565,-8,-275.62,256.83,376.73,2.39
1566,43,-275.46,256.69,376.52,2.39
1567,-320,-275.29,256.33,376.15,2.39
1568,-1000,-275.49,255.66,375.84,2.39
1569,-1738,-276.35,255.16,376.13,2.4
1570,-2239,-277.51,255.43,377.18,2.4
1571,-2321,-278.2,256.45,378.37,2.4
1572,-1957,-278.02,257.52,378.96,2.39
1573,-1277,-277.38,258.01,378.82,2.39
1574,-509,-276.9,257.95,378.43,2.39
1575,-9,-276.72,257.78,378.19,2.39
1576,43,-276.56,257.64,377.98,2.39
1577,-321,-276.39,257.28,377.6,2.39
1578,-1001,-276.58,256.61,377.29,2.39
1579,-1740,-277.45,256.11,377.58,2.4
1580,-2233,-278.61,256.38,378.62,2.4
1581,-2322,-279.29,257.4,379.81,2.4
1582,-1950,-279.12,258.46,380.41,2.39
1583,-1270,-278.47,258.95,380.26,2.39
1584,-520,-277.99,258.88,379.87,2.39
1585,-7,-277.81,258.72,379.62,2.39
1586,43,-277.65,258.58,379.41,2.39
1587,-320,-277.47,258.22,379.04,2.39
1588,-1002,-277.67,257.55,378.72,2.39
1589,-1738,-278.53,257.05,379.02,2.4
1590,-2238,-279.7,257.32,380.06,2.4
1591,-2320,-280.38,258.34,381.25,2.4
1592,-1955,-280.2,259.4,381.84,2.39
1593,-1274,-279.55,259.89,381.7,2.39
1594,-516,-279.07,259.82,381.3,2.39
1595,-7,-278.89,259.66,381.05,2.39
1596,43,-278.73,259.52,380.84,2.39
1597,-320,-278.56,259.15,380.47,2.39
1598,-1000,-278.75,258.48,380.15,2.39
1599,-1738,-279.61,257.98,380.45,2.4
1600,-2239,-280.78,258.26,381.49,2.4
1601,-2319,-281.46,259.27,382.67,2.4
1602,-1956,-281.28,260.34,383.27,2.39
1603,-1275,-280.63,260.82,383.12,2.39
1604,-516,-280.15,260.76,382.72,2.39
1605,-7,-279.97,260.59,382.48,2.39
1606,44,-279.81,260.45,382.27,2.39
1607,-320,-279.63,260.09,381.89,2.39
1608,-1002,-279.83,259.42,381.57,2.39
1609,-1737,-280.69,258.91,381.87,2.4
1610,-2238,-281.85,259.19,382.9,2.4
1611,-2321,-282.53,260.2,384.09,2.4
1612,-1956,-282.35,261.27,384.69,2.39
1613,-1275,-281.7,261.75,384.54,2.39
1614,-515,-281.22,261.69,384.14,2.39
1615,-7,-281.04,261.52,383.9,2.39
1616,44,-280.88,261.38,383.68,2.39
1617,-319,-280.7,261.02,383.3,2.39
1618,-1000,-280.89,260.34,382.99,2.39
1619,-1739,-281.76,259.84,383.28,2.4
1620,-2239,-282.92,260.11,384.32,2.4
1621,-2320,-283.59,261.13,385.51,2.4
1622,-1955,-283.42,262.19,386.1,2.4
1623,-1274,-282.77,262.68,385.95,2.39
1624,-516,-282.28,262.61,385.55,2.39
1625,-8,-282.1,262.44,385.3,2.39
1626,43,-281.94,262.3,385.09,2.39
1627,-321,-281.76,261.94,384.71,2.39
1628,-1001,-281.95,261.26,384.39,2.39
1629,-1738,-282.82,260.76,384.68,2.4
1630,-2240,-283.98,261.03,385.72,2.4
1631,-2320,-284.65,262.05,386.91,2.4
1632,-1957,-284.48,263.11,387.5,2.4
1633,-1275,-283.83,263.59,387.35,2.39
1634,-513,-283.34,263.53,386.95,2.39
1635,-7,-283.16,263.36,386.7,2.39
1636,45,-283,263.22,386.49,2.39
1637,-321,-282.82,262.85,386.11,2.39
1638,-1001,-283.01,262.18,385.79,2.39
1639,-1737,-283.87,261.68,386.08,2.4
1640,-2238,-285.03,261.95,387.12,2.4
1641,-2320,-285.71,262.96,388.3,2.4
1642,-1954,-285.53,264.02,388.89,2.4
1643,-1274,-284.88,264.5,388.74,2.39
1644,-515,-284.39,264.44,388.34,2.39
1645,-7,-284.21,264.27,388.09,2.39
1646,43,-284.05,264.13,387.87,2.39
1647,-318,-283.87,263.76,387.49,2.39
1648,-1002,-284.06,263.09,387.17,2.39
1649,-1737,-284.92,262.58,387.46,2.4
1650,-2239,-286.08,262.85,388.5,2.4
1651,-2320,-286.75,263.87,389.68,2.4
1652,-1955,-286.57,264.93,390.27,2.4
1653,-1274,-285.92,265.41,390.12,2.39
1654,-515,-285.44,265.34,389.72,2.39
1655,-8,-285.25,265.18,389.47,2.39
1656,43,-285.09,265.03,389.25,2.39
1657,-320,-284.91,264.66,388.87,2.39
1658,-1001,-285.1,263.99,388.55,2.39
1659,-1738,-285.96,263.49,388.84,2.4
1660,-2240,-287.12,263.75,389.88,2.4
1661,-2323,-287.8,264.77,391.06,2.4
1662,-1957,-287.61,265.83,391.65,2.4
1663,-1273,-286.96,266.31,391.5,2.39
1664,-516,-286.48,266.25,391.09,2.39
1665,-8,-286.29,266.08,390.84,2.39
1666,44,-286.13,265.93,390.63,2.39
1667,-321,-285.95,265.56,390.24,2.39
1668,-1002,-286.14,264.89,389.92,2.39
1669,-1739,-287,264.38,390.21,2.4
1670,-2239,-288.15,264.65,391.25,2.4
1671,-2319,-288.83,265.66,392.43,2.4
1672,-1958,-288.65,266.73,393.02,2.4
1673,-1274,-288,267.21,392.86,2.39
1674,-515,-287.51,267.14,392.46,2.39
1675,-7,-287.32,266.97,392.21,2.39
1676,43,-287.16,266.82,391.99,2.39
1677,-321,-286.98,266.45,391.61,2.39
1678,-1003,-287.17,265.78,391.28,2.39
1679,-1737,-288.03,265.27,391.57,2.4
1680,-2242,-289.18,265.54,392.61,2.4
1681,-2322,-289.86,266.56,393.79,2.4
1682,-1956,-289.68,267.62,394.37,2.4
1683,-1275,-289.02,268.1,394.22,2.39
1684,-515,-288.54,268.03,393.82,2.39
1685,-7,-288.35,267.86,393.57,2.39
1686,43,-288.18,267.71,393.34,2.39
1687,-322,-288,267.34,392.96,2.39
1688,-1000,-288.19,266.67,392.64,2.39
1689,-1738,-289.05,266.16,392.93,2.4
1690,-2239,-290.21,266.43,393.96,2.4
1691,-2321,-290.88,267.44,395.14,2.4
1692,-1956,-290.7,268.5,395.72,2.4
1693,-1277,-290.04,268.98,395.57,2.39
1694,-515,-289.55,268.91,395.16,2.39
1695,-6,-289.37,268.74,394.91,2.39
1696,41,-289.2,268.59,394.69,2.39
1697,-322,-289.02,268.22,394.3,2.39
1698,-1003,-289.21,267.54,393.98,2.4
1699,-1738,-290.06,267.04,394.27,2.4
1700,-2240,-291.22,267.31,395.3,2.4
1701,-2322,-291.9,268.32,396.48,2.4
1702,-1956,-291.71,269.38,397.06,2.4
1703,-1275,-291.06,269.86,396.91,2.39
1704,-515,-290.57,269.79,396.5,2.39
1705,-7,-290.38,269.62,396.25,2.39
1706,42,-290.21,269.47,396.03,2.39
1707,-321,-290.03,269.1,395.64,2.39
1708,-1002,-290.22,268.42,395.32,2.4
1709,-1738,-291.08,267.91,395.6,2.4
1710,-2241,-292.23,268.18,396.64,2.4
1711,-2320,-292.9,269.19,397.81,2.4
1712,-1956,-292.72,270.25,398.4,2.4
1713,-1275,-292.07,270.73,398.24,2.39
1714,-515,-291.57,270.66,397.83,2.39
1715,-8,-291.39,270.49,397.58,2.39
1716,45,-291.22,270.34,397.36,2.39
1717,-323,-291.04,269.97,396.97,2.39
1718,-1003,-291.22,269.29,396.65,2.4
1719,-1736,-292.08,268.78,396.93,2.4
1720,-2241,-293.23,269.05,397.96,2.4
1721,-2322,-293.91,270.06,399.14,2.4
1722,-1958,-293.72,271.12,399.72,2.4
1723,-1273,-293.07,271.6,399.57,2.39
1724,-516,-292.58,271.53,399.16,2.39
1725,-7,-292.39,271.35,398.9,2.39
1726,44,-292.22,271.21,398.68,2.39
1727,-322,-292.04,270.83,398.29,2.39
1728,-1002,-292.22,270.15,397.97,2.4
1729,-1738,-293.08,269.65,398.25,2.4
1730,-2241,-294.23,269.91,399.28,2.4
1731,-2322,-294.9,270.92,400.46,2.4
1732,-1956,-294.72,271.98,401.04,2.4
1733,-1276,-294.06,272.46,400.88,2.39
1734,-516,-293.57,272.39,400.47,2.39
1735,-7,-293.38,272.22,400.22,2.39
1736,43,-293.21,272.07,399.99,2.39
1737,-321,-293.03,271.69,399.6,2.39
1738,-1003,-293.22,271.01,399.28,2.4
1739,-1738,-294.07,270.51,399.56,2.4
1740,-2240,-295.22,270.77,400.59,2.4
1741,-2322,-295.89,271.78,401.77,2.4
1742,-1957,-295.71,272.84,402.35,2.4
1743,-1274,-295.05,273.32,402.19,2.39
1744,-516,-294.56,273.24,401.78,2.39
1745,-7,-294.37,273.07,401.52,2.39
1746,43,-294.2,272.92,401.3,2.39
1747,-321,-294.02,272.55,400.91,2.39
1748,-1001,-294.2,271.87,400.58,2.4
1749,-1739,-295.06,271.36,400.87,2.4
1750,-2240,-296.21,271.62,401.89,2.4
1751,-2321,-296.88,272.63,403.07,2.4
1752,-1956,-296.69,273.69,403.65,2.4
1753,-1273,-296.04,274.17,403.49,2.39
1754,-517,-295.54,274.09,403.08,2.39
1755,-6,-295.35,273.92,402.82,2.39
1756,43,-295.18,273.77,402.59,2.39
1757,-324,-295,273.39,402.2,2.39
1758,-1004,-295.18,272.71,401.88,2.4
1759,-1739,-296.04,272.2,402.16,2.4
1760,-2240,-297.19,272.47,403.19,2.4
1761,-2322,-297.86,273.48,404.36,2.4
1762,-1957,-297.67,274.53,404.94,2.4
1763,-1275,-297.01,275.01,404.78,2.39
1764,-514,-296.52,274.94,404.37,2.39
1765,-7,-296.33,274.76,404.11,2.39
1766,43,-296.16,274.61,403.88,2.39
1767,-321,-295.97,274.24,403.49,2.39
1768,-1002,-296.16,273.56,403.17,2.4
1769,-1738,-297.01,273.05,403.45,2.4
1770,-2240,-298.16,273.31,404.47,2.4
1771,-2323,-298.83,274.32,405.65,2.4
1772,-1955,-298.64,275.37,406.23,2.4
1773,-1275,-297.99,275.85,406.06,2.39
1774,-516,-297.49,275.78,405.65,2.39
1775,-7,-297.3,275.6,405.39,2.39
1776,43,-297.13,275.45,405.16,2.39
1777,-322,-296.94,275.08,404.77,2.39
1778,-1002,-297.12,274.39,404.44,2.4
1779,-1739,-297.98,273.88,404.73,2.4
1780,-2238,-299.13,274.15,405.75,2.4
1781,-2320,-299.8,275.15,406.92,2.4
1782,-1956,-299.61,276.21,407.5,2.4
1783,-1275,-298.95,276.68,407.34,2.39
1784,-516,-298.45,276.61,406.92,2.39
1785,-7,-298.26,276.43,406.66,2.39
1786,44,-298.09,276.28,406.44,2.39
1787,-322,-297.9,275.91,406.04,2.39
1788,-1001,-298.08,275.23,405.71,2.4
1789,-1737,-298.94,274.72,405.99,2.4
1790,-2239,-300.08,274.98,407.02,2.4
1791,-2320,-300.75,275.98,408.19,2.4
1792,-1956,-300.56,277.04,408.77,2.4
1793,-1275,-299.9,277.51,408.6,2.39
1794,-514,-299.41,277.44,408.19,2.39
1795,-6,-299.22,277.26,407.93,2.39
1796,43,-299.05,277.11,407.7,2.39
1797,-321,-298.86,276.73,407.31,2.39
1798,-1004,-299.04,276.05,406.98,2.4
1799,-1738,-299.89,275.54,407.26,2.4
1800,-2241,-301.04,275.8,408.28,2.4
1801,-2321,-301.71,276.81,409.45,2.4
1802,-1956,-301.52,277.86,410.03,2.4
1803,-1277,-300.86,278.34,409.86,2.4
1804,-514,-300.36,278.26,409.45,2.39
1805,-7,-300.17,278.09,409.19,2.39
1806,43,-300,277.93,408.96,2.39
1807,-323,-299.81,277.56,408.56,2.39
1808,-1003,-299.99,276.87,408.23,2.4
1809,-1738,-300.84,276.36,408.51,2.4
1810,-2240,-301.99,276.62,409.53,2.4
1811,-2322,-302.66,277.63,410.7,2.4
1812,-1956,-302.47,278.68,411.28,2.4
1813,-1275,-301.81,279.16,411.11,2.4
1814,-515,-301.31,279.08,410.7,2.39
1815,-6,-301.12,278.9,410.44,2.39
1816,43,-300.94,278.75,410.2,2.39
1817,-321,-300.75,278.37,409.81,2.39
1818,-1002,-300.93,277.69,409.48,2.4
1819,-1740,-301.79,277.18,409.76,2.4
1820,-2241,-302.93,277.44,410.78,2.4
1821,-2320,-303.6,278.44,411.95,2.4
1822,-1957,-303.41,279.5,412.52,2.4
1823,-1275,-302.75,279.97,412.36,2.4
1824,-514,-302.25,279.89,411.94,2.39
1825,-6,-302.06,279.72,411.68,2.39
1826,44,-301.88,279.56,411.45,2.39
1827,-323,-301.69,279.18,411.05,2.39
1828,-1002,-301.88,278.5,410.72,2.4
1829,-1737,-302.72,277.99,411,2.4
1830,-2241,-303.87,278.25,412.02,2.4
1831,-2322,-304.54,279.25,413.19,2.4
1832,-1957,-304.35,280.31,413.76,2.4
1833,-1274,-303.69,280.78,413.6,2.4
1834,-513,-303.19,280.7,413.18,2.39
1835,-6,-302.99,280.52,412.92,2.39
1836,42,-302.82,280.37,412.68,2.39
1837,-322,-302.63,279.99,412.29,2.4
1838,-1001,-302.81,279.31,411.95,2.4
1839,-1738,-303.66,278.79,412.23,2.4
1840,-2240,-304.8,279.05,413.25,2.4
1841,-2321,-305.47,280.06,414.42,2.4
1842,-1956,-305.28,281.11,414.99,2.4
1843,-1277,-304.61,281.58,414.82,2.4
1844,-514,-304.12,281.51,414.41,2.39
1845,-7,-303.92,281.33,414.14,2.39
1846,44,-303.75,281.17,413.91,2.39
1847,-320,-303.56,280.8,413.51,2.4
1848,-1003,-303.73,280.11,413.18,2.4
1849,-1738,-304.58,279.6,413.45,2.4
1850,-2241,-305.73,279.86,414.48,2.4
1851,-2322,-306.4,280.86,415.64,2.4
1852,-1956,-306.2,281.91,416.21,2.4
1853,-1275,-305.54,282.38,416.05,2.4
1854,-513,-305.04,282.3,415.63,2.39
1855,-4,-304.85,282.13,415.36,2.39
1856,44,-304.67,281.97,415.13,2.39
1857,-320,-304.48,281.59,414.73,2.4
1858,-1002,-304.66,280.91,414.4,2.4
1859,-1740,-305.51,280.39,414.67,2.4
1860,-2240,-306.65,280.65,415.69,2.4
1861,-2320,-307.32,281.66,416.86,2.4
1862,-1956,-307.12,282.71,417.43,2.4
1863,-1286,-306.46,283.18,417.26,2.4
1864,-545,-305.94,283.11,416.83,2.39
1865,-39,-305.72,282.93,416.55,2.39
1866,18,-305.54,282.76,416.3,2.39
1867,-340,-305.35,282.37,415.89,2.4
1868,-1017,-305.53,281.67,415.56,2.4
1869,-1737,-306.38,281.16,415.83,2.4
1870,-2237,-307.52,281.41,416.85,2.4
1871,-2319,-308.18,282.42,418.01,2.4
1872,-1958,-307.99,283.47,418.58,2.4
1873,-1272,-307.33,283.94,418.41,2.4
1874,-514,-306.83,283.86,417.99,2.4
1875,-6,-306.63,283.68,417.73,2.4
1876,44,-306.45,283.52,417.49,2.4
1877,-323,-306.26,283.14,417.09,2.4
1878,-1003,-306.44,282.46,416.76,2.4
1879,-1739,-307.28,281.94,417.03,2.4
1880,-2241,-308.43,282.2,418.05,2.4
1881,-2321,-309.09,283.2,419.21,2.4
1882,-1955,-308.9,284.25,419.78,2.4
1883,-1274,-308.23,284.72,419.61,2.4
1884,-515,-307.73,284.64,419.19,2.4
1885,-6,-307.54,284.46,418.92,2.4
1886,43,-307.36,284.3,418.69,2.4
1887,-324,-307.17,283.92,418.29,2.4
1888,-1004,-307.34,283.23,417.95,2.4
1889,-1740,-308.19,282.72,418.22,2.4
1890,-2239,-309.33,282.97,419.24,2.4
1891,-2322,-310,283.98,420.41,2.4
1892,-1956,-309.8,285.03,420.97,2.4
1893,-1274,-309.14,285.5,420.8,2.4
1894,-514,-308.64,285.42,420.38,2.4
1895,-6,-308.44,285.24,420.11,2.4
1896,43,-308.26,285.08,419.87,2.4
1897,-323,-308.07,284.7,419.47,2.4
1898,-1003,-308.24,284.01,419.14,2.4
1899,-1739,-309.09,283.49,419.41,2.4
1900,-2241,-310.23,283.75,420.43,2.4
1901,-2321,-310.9,284.75,421.59,2.4
1902,-1956,-310.7,285.8,422.16,2.4
1903,-1273,-310.04,286.27,421.98,2.4
1904,-516,-309.53,286.19,421.56,2.4
1905,-7,-309.33,286.01,421.29,2.4
1906,44,-309.16,285.85,421.05,2.4
1907,-321,-308.96,285.47,420.65,2.4
1908,-1004,-309.14,284.78,420.32,2.4
1909,-1740,-309.98,284.26,420.59,2.4
1910,-2240,-311.13,284.52,421.6,2.4
1911,-2320,-311.79,285.52,422.77,2.4
1912,-1954,-311.59,286.57,423.33,2.4
1913,-1274,-310.93,287.03,423.16,2.4
1914,-514,-310.42,286.95,422.73,2.4
1915,-6,-310.23,286.77,422.47,2.4
1916,43,-310.05,286.61,422.23,2.4
1917,-324,-309.85,286.23,421.82,2.4
1918,-1005,-310.03,285.54,421.49,2.4
1919,-1724,-310.86,285.03,421.75,2.4
1920,-2232,-312,285.28,422.76,2.4
1921,-2314,-312.66,286.28,423.92,2.4
1922,-1949,-312.46,287.32,424.48,2.4
1923,-1273,-311.8,287.79,424.31,2.4
1924,-514,-311.29,287.71,423.89,2.4
1925,-7,-311.09,287.52,423.61,2.4
1926,45,-310.92,287.37,423.38,2.4
1927,-322,-310.72,286.98,422.97,2.4
1928,-1003,-310.9,286.29,422.63,2.4
1929,-1738,-311.74,285.78,422.91,2.4
1930,-2240,-312.88,286.03,423.92,2.4
1931,-2321,-313.54,287.03,425.08,2.4
1932,-1955,-313.34,288.08,425.65,2.4
1933,-1273,-312.68,288.55,425.47,2.4
1934,-513,-312.17,288.46,425.05,2.4
1935,-6,-311.97,288.28,424.78,2.4
1936,43,-311.79,288.12,424.53,2.4
1937,-323,-311.6,287.74,424.13,2.4
1938,-1003,-311.77,287.05,423.79,2.4
1939,-1738,-312.62,286.53,424.06,2.4
1940,-2240,-313.76,286.78,425.08,2.4
1941,-2321,-314.42,287.78,426.24,2.4
1942,-1955,-314.22,288.83,426.8,2.4
1943,-1273,-313.55,289.3,426.62,2.4
1944,-515,-313.05,289.22,426.2,2.4
1945,-5,-312.85,289.03,425.93,2.4
1946,43,-312.67,288.87,425.69,2.4
1947,-323,-312.47,288.49,425.28,2.4
1948,-1003,-312.64,287.8,424.94,2.4
1949,-1740,-313.49,287.28,425.21,2.4
1950,-2239,-314.63,287.53,426.22,2.4
1951,-2319,-315.29,288.53,427.38,2.4
1952,-1956,-315.09,289.58,427.94,2.4
1953,-1274,-314.42,290.04,427.77,2.4
1954,-513,-313.92,289.96,427.34,2.4
1955,-5,-313.72,289.78,427.07,2.4
1956,44,-313.54,289.62,426.83,2.4
1957,-322,-313.34,289.23,426.42,2.4
1958,-1002,-313.51,288.54,426.08,2.4
1959,-1738,-314.35,288.03,426.35,2.4
1960,-2239,-315.49,288.28,427.36,2.4
1961,-2322,-316.15,289.28,428.53,2.4
1962,-1954,-315.95,290.32,429.09,2.4
1963,-1274,-315.29,290.79,428.91,2.4
1964,-513,-314.78,290.71,428.48,2.4
1965,-5,-314.58,290.52,428.21,2.4
1966,44,-314.4,290.36,427.97,2.4
1967,-322,-314.2,289.98,427.56,2.4
1968,-1003,-314.37,289.29,427.22,2.4
1969,-1739,-315.22,288.77,427.49,2.4
1970,-2239,-316.35,289.02,428.5,2.4
1971,-2320,-317.01,290.02,429.66,2.4
1972,-1953,-316.81,291.06,430.22,2.4
1973,-1271,-316.15,291.52,430.04,2.4
1974,-513,-315.64,291.44,429.61,2.4
1975,-4,-315.44,291.26,429.34,2.4
1976,44,-315.26,291.1,429.1,2.4
1977,-321,-315.06,290.71,428.69,2.4
1978,-1003,-315.23,290.02,428.35,2.4
1979,-1739,-316.07,289.5,428.62,2.4
1980,-2239,-317.21,289.75,429.63,2.4
1981,-2321,-317.87,290.75,430.79,2.4
1982,-1943,-317.67,291.79,431.34,2.4
1983,-1274,-317,292.25,431.16,2.4
1984,-512,-316.49,292.17,430.73,2.4
1985,-7,-316.29,291.98,430.46,2.4
1986,43,-316.11,291.82,430.21,2.4
1987,-320,-315.91,291.44,429.81,2.4
1988,-1004,-316.08,290.74,429.47,2.4
1989,-1741,-316.92,290.22,429.73,2.4
1990,-2234,-318.06,290.47,430.74,2.4
1991,-2324,-318.72,291.47,431.9,2.4
1992,-1948,-318.52,292.51,432.46,2.4
1993,-1275,-317.85,292.98,432.28,2.4
1994,-515,-317.34,292.89,431.85,2.4
1995,-6,-317.14,292.71,431.57,2.4
1996,48,-316.96,292.55,431.33,2.4
1997,-324,-316.76,292.16,430.92,2.4
1998,-1003,-316.93,291.47,430.58,2.4
1999,-1739,-317.77,290.95,430.84,2.4
2000,-2239,-318.91,291.2,431.85,2.4
2001,-2320,-319.56,292.2,433.01,2.4
2002,-1954,-319.36,293.24,433.57,2.4
2003,-1271,-318.69,293.7,433.39,2.4
2004,-511,-318.19,293.62,432.96,2.4
2005,-4,-317.98,293.43,432.68,2.4
2006,45,-317.8,293.27,432.44,2.4
2007,-321,-317.6,292.88,432.03,2.4
2008,-1004,-317.77,292.19,431.69,2.4
2009,-1738,-318.61,291.67,431.95,2.4
2010,-2240,-319.75,291.92,432.96,2.4
2011,-2321,-320.4,292.92,434.12,2.4
2012,-1955,-320.2,293.96,434.68,2.4
2013,-1273,-319.53,294.42,434.49,2.4
2014,-513,-319.02,294.34,434.06,2.4
2015,-4,-318.82,294.15,433.79,2.4
2016,46,-318.64,293.99,433.54,2.4
2017,-322,-318.44,293.6,433.14,2.4
2018,-1003,-318.61,292.91,432.79,2.4
2019,-1737,-319.45,292.39,433.06,2.4
2020,-2240,-320.58,292.64,434.06,2.4
2021,-2320,-321.24,293.63,435.22,2.4
2022,-1954,-321.04,294.68,435.77,2.4
2023,-1271,-320.37,295.14,435.59,2.4
2024,-513,-319.86,295.05,435.16,2.4
2025,-4,-319.66,294.87,434.89,2.4
2026,44,-319.47,294.7,434.64,2.4
2027,-323,-319.27,294.32,434.23,2.4
2028,-1002,-319.44,293.62,433.88,2.4
2029,-1738,-320.28,293.1,434.15,2.4
2030,-2240,-321.41,293.35,435.16,2.4
2031,-2320,-322.07,294.35,436.31,2.4
2032,-1954,-321.87,295.39,436.87,2.4
2033,-1271,-321.19,295.85,436.68,2.4
2034,-511,-320.69,295.76,436.25,2.4
2035,-4,-320.48,295.57,435.98,2.4
2036,44,-320.3,295.41,435.73,2.4
2037,-322,-320.1,295.02,435.32,2.4
2038,-1003,-320.27,294.33,434.97,2.4
2039,-1738,-321.1,293.81,435.24,2.4
2040,-2240,-322.24,294.06,436.24,2.4
2041,-2321,-322.9,295.05,437.4,2.4
2042,-1955,-322.69,296.09,437.95,2.4
2043,-1273,-322.02,296.56,437.77,2.4
2044,-511,-321.51,296.47,437.34,2.4
2045,-4,-321.31,296.28,437.06,2.4
2046,45,-321.12,296.12,436.81,2.4
2047,-321,-320.92,295.73,436.4,2.4
2048,-1003,-321.09,295.03,436.05,2.4
2049,-1738,-321.93,294.51,436.32,2.4
2050,-2240,-323.06,294.76,437.33,2.4
2051,-2322,-323.72,295.76,438.48,2.4
2052,-1953,-323.51,296.8,439.03,2.4
2053,-1271,-322.84,297.26,438.85,2.4
2054,-512,-322.33,297.17,438.41,2.4
2055,-4,-322.13,296.98,438.14,2.4
2056,45,-321.94,296.82,437.89,2.4
2057,-321,-321.74,296.43,437.48,2.4
2058,-1002,-321.91,295.74,437.13,2.4
2059,-1740,-322.74,295.21,437.39,2.4
2060,-2238,-323.88,295.46,438.4,2.4
2061,-2320,-324.53,296.45,439.55,2.4
2062,-1953,-324.33,297.49,440.1,2.4
2063,-1270,-323.65,297.95,439.92,2.4
2064,-511,-323.15,297.87,439.49,2.4
2065,-3,-322.94,297.68,439.21,2.4
2066,44,-322.75,297.51,438.96,2.4
2067,-322,-322.55,297.12,438.55,2.4
2068,-1002,-322.72,296.43,438.2,2.4
2069,-1737,-323.55,295.9,438.46,2.4
2070,-2239,-324.69,296.15,439.47,2.4
2071,-2319,-325.34,297.15,440.62,2.4
2072,-1954,-325.14,298.19,441.17,2.4
2073,-1269,-324.46,298.64,440.98,2.4
2074,-509,-323.96,298.56,440.55,2.4
2075,-3,-323.75,298.37,440.27,2.4
2076,46,-323.56,298.2,440.02,2.4
2077,-322,-323.36,297.81,439.61,2.4
2078,-1002,-323.53,297.12,439.26,2.4
2079,-1739,-324.36,296.59,439.52,2.4
2080,-2240,-325.5,296.84,440.53,2.4
2081,-2318,-326.15,297.83,441.68,2.4
2082,-1954,-325.94,298.87,442.23,2.4
2083,-1272,-325.27,299.33,442.04,2.4
2084,-511,-324.76,299.24,441.61,2.4
2085,-3,-324.55,299.05,441.33,2.4
2086,44,-324.37,298.89,441.08,2.4
2087,-322,-324.16,298.5,440.66,2.4
2088,-1003,-324.33,297.8,440.31,2.4
2089,-1739,-325.17,297.28,440.57,2.4
2090,-2240,-326.3,297.53,441.58,2.4
2091,-2320,-326.95,298.52,442.73,2.4
2092,-1953,-326.75,299.56,443.28,2.4
2093,-1270,-326.07,300.01,443.09,2.4
2094,-511,-325.56,299.92,442.66,2.4
2095,-3,-325.35,299.74,442.38,2.4
2096,44,-325.17,299.57,442.13,2.4
2097,-322,-324.96,299.18,441.71,2.4
2098,-1002,-325.13,298.48,441.36,2.4
2099,-1739,-325.96,297.96,441.62,2.4
2100,-2238,-327.09,298.2,442.63,2.4
2101,-2319,-327.75,299.2,443.77,2.4
2102,-1954,-327.54,300.24,444.32,2.4
2103,-1271,-326.86,300.69,444.14,2.4
2104,-511,-326.35,300.6,443.7,2.4
2105,-4,-326.15,300.41,443.42,2.4
2106,44,-325.96,300.25,443.17,2.4
2107,-322,-325.75,299.86,442.75,2.4
2108,-1002,-325.92,299.16,442.4,2.4
