Samp,Signal,I,Q,R,Phi
368,-1007,-88.89,84.09,122.36,2.38
369,-1734,-89.87,83.7,122.81,2.39
370,-2234,-91.14,84.09,124.01,2.4
371,-2320,-91.94,85.21,125.36,2.39
372,-1960,-91.89,86.39,126.12,2.39
373,-1295,-91.35,86.99,126.15,2.38
374,-549,-90.96,87.04,125.9,2.38
375,-33,-90.89,86.98,125.8,2.38
376,22,-90.84,86.94,125.74,2.38
377,-330,-90.78,86.68,125.52,2.38
378,-1006,-91.1,86.11,125.36,2.38
379,-1730,-92.07,85.72,125.8,2.39
380,-2223,-93.34,86.1,126.99,2.4
381,-2321,-94.14,87.23,128.34,2.39
382,-1962,-94.08,88.4,129.1,2.39
383,-1290,-93.55,89,129.12,2.38
384,-540,-93.16,89.05,128.88,2.38
385,-31,-93.09,88.99,128.78,2.38
386,30,-93.04,88.95,128.72,2.38
387,-321,-92.98,88.69,128.5,2.38
388,-998,-93.29,88.13,128.34,2.38
389,-1738,-94.27,87.74,128.78,2.39
390,-2230,-95.54,88.11,129.97,2.4
391,-2324,-96.34,89.24,131.32,2.39
392,-1961,-96.28,90.42,132.08,2.39
393,-1284,-95.75,91.01,132.1,2.38
394,-526,-95.37,91.06,131.86,2.38
395,-14,-95.3,91,131.77,2.38
396,39,-95.26,90.96,131.71,2.38
397,-314,-95.2,90.7,131.49,2.38
398,-992,-95.51,90.14,131.33,2.39
399,-1736,-96.48,89.75,131.77,2.39
400,-2230,-97.75,90.13,132.96,2.4
401,-2319,-98.55,91.25,134.31,2.39
402,-1960,-98.49,92.42,135.06,2.39
403,-1278,-97.95,93.01,135.08,2.38
404,-516,-97.58,93.06,134.84,2.38
405,-4,-97.52,93,134.75,2.38
406,48,-97.48,92.96,134.7,2.38
407,-309,-97.42,92.71,134.48,2.38
408,-989,-97.72,92.15,134.32,2.39
409,-1734,-98.69,91.75,134.76,2.39
410,-2227,-99.96,92.13,135.94,2.4
411,-2320,-100.76,93.25,137.29,2.39
412,-1955,-100.69,94.42,138.04,2.39
413,-1279,-100.16,95.01,138.05,2.38
414,-519,-99.78,95.05,137.81,2.38
415,-4,-99.72,94.99,137.72,2.38
416,46,-99.67,94.95,137.66,2.38
417,-310,-99.61,94.7,137.44,2.38
418,-990,-99.91,94.14,137.28,2.39
419,-1736,-100.89,93.74,137.72,2.39
420,-2227,-102.16,94.11,138.9,2.4
421,-2314,-102.95,95.23,140.24,2.4
422,-1956,-102.88,96.4,140.99,2.39
423,-1277,-102.34,96.99,141,2.38
424,-515,-101.97,97.03,140.76,2.38
425,-1,-101.91,96.97,140.67,2.38
426,48,-101.86,96.93,140.61,2.38
427,-310,-101.8,96.67,140.39,2.38
428,-988,-102.1,96.11,140.22,2.39
429,-1738,-103.07,95.71,140.66,2.39
430,-2232,-104.34,96.09,141.84,2.4
431,-2319,-105.13,97.21,143.18,2.4
432,-1959,-105.07,98.37,143.93,2.39
433,-1278,-104.53,98.96,143.94,2.38
434,-517,-104.15,99,143.7,2.38
435,-4,-104.09,98.94,143.61,2.38
436,47,-104.04,98.9,143.54,2.38
437,-309,-103.97,98.64,143.32,2.38
438,-988,-104.27,98.08,143.15,2.39
439,-1737,-105.24,97.68,143.59,2.39
440,-2229,-106.51,98.05,144.77,2.4
441,-2318,-107.3,99.17,146.11,2.4
442,-1958,-107.23,100.34,146.85,2.39
443,-1278,-106.69,100.92,146.86,2.38
444,-515,-106.32,100.96,146.62,2.38
445,-4,-106.25,100.89,146.52,2.38
446,48,-106.2,100.86,146.46,2.38
447,-308,-106.13,100.6,146.23,2.38
448,-988,-106.43,100.03,146.06,2.39
449,-1737,-107.4,99.63,146.5,2.39
450,-2230,-108.67,100,147.68,2.4
451,-2317,-109.45,101.12,149.01,2.4
452,-1956,-109.38,102.28,149.76,2.39
453,-1277,-108.84,102.87,149.76,2.38
454,-518,-108.47,102.9,149.51,2.38
455,-3,-108.4,102.84,149.42,2.38
456,48,-108.35,102.8,149.35,2.38
457,-308,-108.28,102.54,149.13,2.38
458,-988,-108.57,101.97,148.95,2.39
459,-1738,-109.54,101.57,149.39,2.39
460,-2281,-110.84,101.95,150.6,2.4
461,-2300,-111.62,103.06,151.92,2.4
462,-1945,-111.55,104.21,152.65,2.39
463,-1272,-111.01,104.79,152.66,2.38
464,-516,-110.63,104.83,152.41,2.38
465,-3,-110.56,104.76,152.31,2.38
466,47,-110.51,104.72,152.24,2.38
467,-310,-110.44,104.46,152.01,2.38
468,-988,-110.73,103.89,151.84,2.39
469,-1738,-111.7,103.49,152.27,2.39
470,-2336,-113.03,103.88,153.51,2.4
471,-2287,-113.8,104.97,154.82,2.4
472,-1934,-113.73,106.12,155.55,2.39
473,-1266,-113.19,106.7,155.55,2.39
474,-513,-112.81,106.73,155.3,2.38
475,-1,-112.74,106.67,155.2,2.38
476,50,-112.69,106.62,155.14,2.38
477,-308,-112.62,106.36,154.91,2.38
478,-988,-112.91,105.79,154.73,2.39
479,-1737,-113.88,105.39,155.16,2.39
480,-2355,-115.21,105.78,156.41,2.4
481,-2286,-115.99,106.88,157.72,2.4
482,-1936,-115.91,108.03,158.45,2.39
483,-1267,-115.37,108.6,158.45,2.39
484,-512,-114.99,108.63,158.19,2.38
485,-2,-114.92,108.56,158.09,2.38
486,50,-114.87,108.52,158.02,2.38
487,-350,-114.79,108.23,157.77,2.39
488,-1016,-115.1,107.65,157.59,2.39
489,-1698,-116.04,107.25,158.01,2.4
490,-2328,-117.36,107.64,159.24,2.4
491,-2307,-118.14,108.74,160.56,2.4
492,-1946,-118.06,109.9,161.29,2.39
493,-1278,-117.52,110.48,161.29,2.39
494,-533,-117.12,110.51,161.03,2.39
495,-29,-117.03,110.44,160.91,2.39
496,26,-116.97,110.38,160.83,2.39
497,-325,-116.89,110.11,160.59,2.39
498,-1057,-117.21,109.5,160.4,2.39
499,-1672,-118.14,109.11,160.81,2.4
500,-2255,-119.41,109.47,162,2.4
501,-2368,-120.21,110.61,163.35,2.4
502,-1991,-120.13,111.79,164.1,2.39
503,-1314,-119.57,112.39,164.1,2.39
504,-571,-119.16,112.43,163.82,2.39
505,-67,-119.04,112.34,163.68,2.39
506,-6,-118.96,112.27,163.58,2.39
507,-343,-118.89,111.99,163.33,2.39
508,-1012,-119.19,111.4,163.14,2.39
509,-1637,-120.09,111.01,163.54,2.4
510,-2167,-121.31,111.36,164.68,2.4
511,-2383,-122.11,112.5,166.04,2.4
512,-2012,-122.04,113.7,166.79,2.39
513,-1319,-121.47,114.3,166.79,2.39
514,-584,-121.05,114.34,166.51,2.38
515,-78,-120.93,114.25,166.36,2.38
516,-18,-120.84,114.17,166.25,2.38
517,-359,-120.77,113.87,165.99,2.39
518,-1030,-121.07,113.28,165.8,2.39
519,-1634,-121.97,112.89,166.2,2.39
520,-2167,-123.19,113.24,167.33,2.4
521,-2388,-123.99,114.38,168.69,2.4
522,-2013,-123.92,115.57,169.45,2.39
523,-1325,-123.35,116.18,169.45,2.39
524,-587,-122.92,116.22,169.16,2.38
525,-81,-122.8,116.13,169.01,2.38
526,-20,-122.71,116.04,168.89,2.38
527,-364,-122.63,115.74,168.63,2.39
528,-1038,-122.94,115.14,168.44,2.39
529,-1635,-123.84,114.75,168.83,2.39
530,-2155,-125.05,115.1,169.96,2.4
531,-2389,-125.85,116.24,171.32,2.4
532,-1965,-125.77,117.4,172.05,2.39
533,-1302,-125.21,117.99,172.05,2.39
534,-565,-124.8,118.03,171.77,2.38
535,-54,-124.69,117.94,171.63,2.38
536,-1,-124.61,117.87,171.52,2.38
537,-349,-124.53,117.57,171.26,2.38
538,-1027,-124.83,116.98,171.07,2.39
539,-1682,-125.76,116.58,171.48,2.39
540,-2185,-126.98,116.93,172.62,2.4
541,-2365,-127.78,118.06,173.97,2.4
542,-1998,-127.7,119.24,174.71,2.39
543,-1268,-127.15,119.81,174.7,2.39
544,-527,-126.75,119.83,174.43,2.38
545,-16,-126.67,119.76,174.31,2.38
546,35,-126.6,119.7,174.23,2.38
547,-329,-126.52,119.42,173.98,2.39
548,-1013,-126.81,118.83,173.79,2.39
549,-1725,-127.76,118.42,174.2,2.39
550,-2269,-129.04,118.78,175.39,2.4
551,-2313,-129.81,119.88,176.7,2.4
552,-1962,-129.73,121.04,177.43,2.39
553,-1290,-129.17,121.62,177.42,2.39
554,-535,-128.77,121.65,177.15,2.38
555,-6,-128.69,121.57,177.03,2.38
556,43,-128.62,121.52,176.95,2.38
557,-315,-128.54,121.24,176.7,2.39
558,-994,-128.83,120.66,176.51,2.39
559,-1739,-129.79,120.25,176.93,2.39
560,-2338,-131.1,120.63,178.15,2.4
561,-2289,-131.86,121.71,179.45,2.4
562,-1938,-131.78,122.85,180.16,2.39
563,-1271,-131.23,123.42,180.15,2.39
564,-517,-130.84,123.45,179.88,2.39
565,-7,-130.75,123.37,179.76,2.39
566,45,-130.69,123.31,179.68,2.39
567,-308,-130.6,123.04,179.43,2.39
568,-989,-130.89,122.46,179.24,2.39
569,-1739,-131.84,122.05,179.66,2.39
570,-2354,-133.17,122.43,180.89,2.4
571,-2285,-133.93,123.51,182.19,2.4
572,-1934,-133.84,124.65,182.9,2.39
573,-1266,-133.29,125.21,182.88,2.39
574,-513,-132.9,125.23,182.61,2.39
575,-4,-132.82,125.15,182.49,2.39
576,45,-132.75,125.1,182.41,2.39
577,-351,-132.67,124.8,182.14,2.39
578,-1015,-132.96,124.21,181.95,2.39
579,-1700,-133.89,123.8,182.35,2.4
580,-2212,-135.13,124.15,183.5,2.4
581,-2304,-135.89,125.24,184.8,2.4
582,-1948,-135.81,126.39,185.52,2.39
583,-1277,-135.25,126.96,185.5,2.39
584,-527,-134.85,126.98,185.22,2.39
585,-13,-134.76,126.9,185.1,2.39
586,41,-134.69,126.84,185.01,2.39
587,-316,-134.6,126.56,184.76,2.39
588,-995,-134.89,125.97,184.56,2.39
589,-1733,-135.84,125.56,184.98,2.4
590,-2303,-137.13,125.93,186.18,2.4
591,-2398,-137.93,127.07,187.54,2.4
592,-2014,-137.84,128.25,188.28,2.39
593,-1317,-137.27,128.84,188.26,2.39
594,-572,-136.84,128.87,187.97,2.39
595,-68,-136.71,128.78,187.81,2.39
596,-7,-136.62,128.69,187.69,2.39
597,-341,-136.54,128.4,187.43,2.39
598,-1009,-136.82,127.8,187.23,2.39
599,-1635,-137.72,127.41,187.61,2.4
600,-2173,-138.93,127.75,188.73,2.4
601,-2383,-139.72,128.88,190.08,2.4
602,-2009,-139.63,130.06,190.82,2.39
603,-1332,-139.05,130.66,190.8,2.39
604,-588,-138.61,130.69,190.51,2.39
605,-80,-138.48,130.59,190.34,2.39
606,-18,-138.39,130.5,190.21,2.39
607,-360,-138.3,130.19,189.94,2.39
608,-1031,-138.59,129.58,189.74,2.39
609,-1636,-139.48,129.19,190.12,2.39
610,-2172,-140.69,129.53,191.24,2.4
611,-2390,-141.49,130.66,192.59,2.4
612,-2016,-141.4,131.84,193.33,2.39
613,-1327,-140.82,132.43,193.31,2.39
614,-588,-140.38,132.47,193.01,2.39
615,-81,-140.24,132.37,192.84,2.39
616,-21,-140.15,132.27,192.71,2.39
617,-367,-140.06,131.96,192.43,2.39
618,-1038,-140.35,131.35,192.23,2.39
619,-1636,-141.24,130.95,192.61,2.39
620,-2157,-142.44,131.29,193.72,2.4
621,-2390,-143.24,132.42,195.07,2.4
