Samp,Signal,I,Q,R,Phi
2298,-1384,20.43,-108.3,110.21,-1.38
2299,-1227,19.69,-108.47,110.24,-1.39
2300,-1057,19.05,-108.19,109.86,-1.4
2301,-925,18.69,-107.65,109.26,-1.4
2302,-910,18.68,-107.01,108.63,-1.4
2303,-997,19.04,-106.44,108.13,-1.39
2304,-1157,19.72,-106.15,107.96,-1.39
2305,-1310,20.49,-106.34,108.29,-1.38
2306,-1453,21.01,-107.01,109.05,-1.38
2307,-1477,21,-107.87,109.89,-1.38
2308,-1393,20.47,-108.51,110.42,-1.38
2309,-1231,19.72,-108.68,110.45,-1.39
2310,-1062,19.07,-108.41,110.07,-1.4
2311,-928,18.72,-107.87,109.48,-1.4
2312,-913,18.71,-107.22,108.84,-1.4
2313,-1000,19.06,-106.65,108.34,-1.39
2314,-1159,19.75,-106.36,108.17,-1.39
2315,-1240,20.47,-106.53,108.48,-1.38
2316,-1481,21.01,-107.22,109.26,-1.38
2317,-1498,20.99,-108.09,110.11,-1.38
2318,-1410,20.46,-108.74,110.65,-1.38
2319,-1244,19.7,-108.91,110.68,-1.39
2320,-1071,19.05,-108.64,110.29,-1.4
2321,-938,18.69,-108.09,109.7,-1.4
2322,-917,18.68,-107.45,109.06,-1.4
2323,-1005,19.04,-106.87,108.55,-1.39
2324,-1149,19.72,-106.58,108.39,-1.39
2325,-1203,20.42,-106.75,108.68,-1.38
2326,-1477,20.95,-107.43,109.45,-1.38
2327,-1494,20.94,-108.3,110.31,-1.38
2328,-1406,20.41,-108.95,110.84,-1.39
2329,-1243,19.65,-109.12,110.87,-1.39
2330,-1069,19,-108.84,110.49,-1.4
2331,-935,18.65,-108.3,109.89,-1.4
2332,-927,18.63,-107.65,109.25,-1.4
2333,-1012,19,-107.07,108.74,-1.4
2334,-1155,19.67,-106.78,108.57,-1.39
2335,-1218,20.39,-106.95,108.87,-1.38
2336,-1487,20.93,-107.63,109.65,-1.38
2337,-1515,20.91,-108.52,110.51,-1.38
2338,-1417,20.38,-109.17,111.05,-1.39
2339,-1194,19.65,-109.33,111.08,-1.39
2340,-1107,18.98,-109.05,110.69,-1.4
2341,-974,18.6,-108.49,110.07,-1.4
2342,-888,18.59,-107.86,109.45,-1.4
2343,-1055,18.97,-107.26,108.92,-1.4
2344,-1199,19.68,-106.96,108.75,-1.39
2345,-1248,20.41,-107.13,109.06,-1.38
2346,-1513,20.95,-107.83,109.85,-1.38
2347,-1452,20.94,-108.68,110.68,-1.38
2348,-1381,20.42,-109.31,111.2,-1.39
2349,-1231,19.67,-109.48,111.23,-1.39
2350,-1014,19.05,-109.21,110.86,-1.4
2351,-937,18.69,-108.67,110.27,-1.4
2352,-923,18.68,-108.02,109.63,-1.4
2353,-1014,19.04,-107.44,109.11,-1.4
2354,-1163,19.73,-107.15,108.95,-1.39
2355,-1285,20.48,-107.33,109.27,-1.38
2356,-1460,21.01,-108,110.03,-1.38
2357,-1491,21,-108.87,110.88,-1.38
2358,-1359,20.48,-109.49,111.39,-1.39
2359,-1202,19.75,-109.66,111.42,-1.39
2360,-1029,19.12,-109.39,111.05,-1.4
2361,-899,18.78,-108.86,110.47,-1.4
2362,-880,18.77,-108.24,109.86,-1.4
2363,-964,19.11,-107.68,109.37,-1.4
2364,-1133,19.78,-107.4,109.2,-1.39
2365,-1302,20.54,-107.58,109.53,-1.38
2366,-1418,21.05,-108.24,110.26,-1.38
2367,-1450,21.04,-109.08,111.09,-1.38
2368,-1369,20.52,-109.71,111.61,-1.39
2369,-1209,19.78,-109.87,111.64,-1.39
2370,-1028,19.16,-109.6,111.26,-1.4
2371,-895,18.82,-109.08,110.69,-1.4
2372,-876,18.8,-108.46,110.08,-1.4
2373,-965,19.15,-107.9,109.59,-1.4
2374,-1125,19.81,-107.62,109.42,-1.39
2375,-1303,20.57,-107.8,109.75,-1.38
2376,-1416,21.08,-108.45,110.48,-1.38
2377,-1446,21.07,-109.29,111.31,-1.38
2378,-1365,20.55,-109.92,111.82,-1.39
2379,-1200,19.82,-110.08,111.85,-1.39
2380,-1027,19.2,-109.81,111.48,-1.4
2381,-894,18.86,-109.29,110.9,-1.4
2382,-875,18.84,-108.67,110.29,-1.4
2383,-961,19.19,-108.12,109.8,-1.4
2384,-1124,19.85,-107.83,109.64,-1.39
2385,-1306,20.61,-108.01,109.96,-1.38
2386,-1414,21.12,-108.67,110.7,-1.38
2387,-1445,21.11,-109.51,111.52,-1.38
2388,-1361,20.59,-110.13,112.04,-1.39
2389,-1200,19.86,-110.29,112.07,-1.39
2390,-1026,19.24,-110.02,111.69,-1.4
2391,-892,18.9,-109.5,111.12,-1.4
2392,-872,18.89,-108.88,110.51,-1.4
2393,-951,19.23,-108.33,110.03,-1.4
2394,-1118,19.88,-108.05,109.86,-1.39
2395,-1390,20.7,-108.25,110.21,-1.38
2396,-1385,21.2,-108.89,110.93,-1.38
2397,-1422,21.18,-109.71,111.74,-1.38
2398,-1349,20.67,-110.33,112.25,-1.39
2399,-1190,19.95,-110.49,112.27,-1.39
2400,-1019,19.33,-110.22,111.9,-1.4
2401,-889,18.99,-109.7,111.33,-1.4
2402,-872,18.97,-109.08,110.72,-1.4
2403,-963,19.32,-108.53,110.23,-1.39
2404,-1126,19.98,-108.24,110.07,-1.39
2405,-1396,20.8,-108.44,110.42,-1.38
2406,-1393,21.3,-109.08,111.14,-1.38
2407,-1425,21.29,-109.91,111.95,-1.38
2408,-1351,20.78,-110.53,112.46,-1.38
2409,-1194,20.05,-110.69,112.49,-1.39
2410,-1022,19.43,-110.42,112.12,-1.4
2411,-895,19.08,-109.9,111.54,-1.4
2412,-873,19.07,-109.28,110.93,-1.4
2413,-963,19.42,-108.72,110.44,-1.39
2414,-1129,20.08,-108.43,110.28,-1.39
2415,-1430,20.92,-108.64,110.64,-1.38
2416,-1390,21.42,-109.28,111.36,-1.38
2417,-1427,21.41,-110.11,112.17,-1.38
2418,-1352,20.89,-110.73,112.68,-1.38
2419,-1199,20.16,-110.89,112.71,-1.39
2420,-1017,19.54,-110.62,112.34,-1.4
2421,-887,19.2,-110.1,111.76,-1.4
2422,-876,19.19,-109.48,111.15,-1.4
2423,-956,19.53,-108.93,110.67,-1.39
2424,-1121,20.19,-108.64,110.5,-1.39
2425,-1309,20.96,-108.83,110.83,-1.38
2426,-1421,21.47,-109.48,111.57,-1.38
2427,-1452,21.46,-110.33,112.39,-1.38
2428,-1370,20.94,-110.95,112.91,-1.38
2429,-1212,20.2,-111.12,112.94,-1.39
2430,-1042,19.57,-110.85,112.56,-1.4
2431,-910,19.22,-110.31,111.97,-1.4
2432,-891,19.21,-109.68,111.35,-1.4
2433,-978,19.55,-109.12,110.86,-1.39
2434,-1141,20.22,-108.83,110.69,-1.39
2435,-1438,21.07,-109.04,111.06,-1.38
2436,-1389,21.57,-109.68,111.78,-1.38
2437,-1418,21.56,-110.5,112.58,-1.38
2438,-1402,21.03,-111.14,113.11,-1.38
2439,-1217,20.28,-111.31,113.14,-1.39
2440,-1037,19.65,-111.04,112.76,-1.4
2441,-901,19.31,-110.51,112.18,-1.4
2442,-880,19.3,-109.89,111.57,-1.4
2443,-1008,19.66,-109.31,111.06,-1.39
2444,-1096,20.3,-109.02,110.9,-1.39
2445,-1337,21.08,-109.22,111.23,-1.38
2446,-1435,21.6,-109.88,111.98,-1.38
2447,-1409,21.59,-110.69,112.78,-1.38
2448,-1330,21.08,-111.3,113.28,-1.38
2449,-1161,20.38,-111.45,113.3,-1.39
2450,-1052,19.73,-111.18,112.92,-1.4
2451,-924,19.38,-110.64,112.32,-1.4
2452,-907,19.37,-110,111.69,-1.4
2453,-995,19.72,-109.43,111.19,-1.39
2454,-1165,20.41,-109.13,111.02,-1.39
2455,-1340,21.2,-109.32,111.36,-1.38
2456,-1436,21.71,-109.98,112.11,-1.38
2457,-1463,21.7,-110.83,112.94,-1.38
2458,-1381,21.17,-111.47,113.46,-1.38
2459,-1232,20.43,-111.64,113.49,-1.39
2460,-1055,19.78,-111.36,113.1,-1.39
2461,-932,19.43,-110.82,112.51,-1.4
2462,-915,19.41,-110.17,111.87,-1.4
2463,-1006,19.77,-109.59,111.36,-1.39
2464,-1152,20.45,-109.3,111.2,-1.39
2465,-1338,21.24,-109.49,111.53,-1.38
2466,-1435,21.75,-110.15,112.28,-1.38
2467,-1467,21.74,-111,113.11,-1.38
2468,-1381,21.21,-111.64,113.63,-1.38
2469,-1225,20.47,-111.8,113.66,-1.39
2470,-1059,19.82,-111.53,113.28,-1.39
2471,-927,19.47,-110.99,112.68,-1.4
2472,-913,19.46,-110.34,112.05,-1.4
2473,-998,19.81,-109.77,111.54,-1.39
2474,-1158,20.49,-109.47,111.37,-1.39
2475,-1345,21.28,-109.67,111.71,-1.38
2476,-1437,21.8,-110.33,112.46,-1.38
2477,-1464,21.79,-111.18,113.29,-1.38
2478,-1394,21.26,-111.82,113.82,-1.38
2479,-1226,20.51,-111.98,113.85,-1.39
2480,-1055,19.87,-111.71,113.46,-1.39
2481,-923,19.52,-111.17,112.87,-1.4
2482,-908,19.5,-110.53,112.24,-1.4
2483,-1009,19.86,-109.95,111.73,-1.39
2484,-1157,20.54,-109.65,111.56,-1.39
2485,-1331,21.32,-109.84,111.89,-1.38
2486,-1441,21.84,-110.51,112.64,-1.38
2487,-1468,21.83,-111.36,113.48,-1.38
2488,-1390,21.3,-111.99,114,-1.38
2489,-1231,20.55,-112.16,114.03,-1.39
2490,-1063,19.91,-111.89,113.64,-1.39
2491,-936,19.55,-111.34,113.04,-1.4
2492,-918,19.54,-110.69,112.4,-1.4
2493,-1006,19.89,-110.11,111.9,-1.39
2494,-1153,20.57,-109.82,111.73,-1.39
2495,-1327,21.35,-110.01,112.06,-1.38
2496,-1438,21.87,-110.67,112.81,-1.38
2497,-1465,21.85,-111.52,113.64,-1.38
2498,-1382,21.33,-112.15,114.16,-1.38
2499,-1224,20.59,-112.32,114.19,-1.39
2500,-1056,19.94,-112.04,113.81,-1.39
2501,-925,19.59,-111.5,113.21,-1.4
2502,-908,19.58,-110.86,112.58,-1.4
2503,-999,19.93,-110.29,112.07,-1.39
2504,-1159,20.61,-109.99,111.91,-1.39
2505,-1332,21.4,-110.18,112.24,-1.38
2506,-1437,21.91,-110.84,112.99,-1.38
2507,-1467,21.9,-111.69,113.82,-1.38
2508,-1384,21.37,-112.33,114.34,-1.38
2509,-1226,20.63,-112.5,114.37,-1.39
2510,-1059,19.98,-112.22,113.98,-1.39
2511,-926,19.63,-111.68,113.39,-1.4
2512,-911,19.62,-111.04,112.76,-1.4
2513,-997,19.97,-110.46,112.25,-1.39
2514,-1158,20.65,-110.17,112.08,-1.39
2515,-1335,21.44,-110.36,112.42,-1.38
2516,-1442,21.95,-111.02,113.17,-1.38
2517,-1467,21.94,-111.87,114,-1.38
2518,-1387,21.41,-112.5,114.52,-1.38
2519,-1229,20.67,-112.67,114.55,-1.39
2520,-1060,20.02,-112.4,114.17,-1.39
2521,-929,19.66,-111.85,113.57,-1.4
2522,-913,19.65,-111.21,112.93,-1.4
2523,-1000,20.01,-110.63,112.43,-1.39
2524,-1162,20.69,-110.34,112.26,-1.39
2525,-1332,21.47,-110.53,112.59,-1.38
2526,-1441,21.99,-111.19,113.34,-1.38
2527,-1470,21.98,-112.04,114.18,-1.38
2528,-1389,21.45,-112.68,114.7,-1.38
2529,-1228,20.7,-112.85,114.73,-1.39
2530,-1057,20.06,-112.57,114.34,-1.39
2531,-930,19.7,-112.03,113.75,-1.4
2532,-912,19.69,-111.38,113.11,-1.4
2533,-1000,20.05,-110.8,112.6,-1.39
2534,-1163,20.73,-110.51,112.44,-1.39
2535,-1311,21.5,-110.69,112.76,-1.38
2536,-1460,22.03,-111.37,113.52,-1.38
2537,-1482,22.01,-112.23,114.37,-1.38
2538,-1396,21.48,-112.87,114.89,-1.38
2539,-1238,20.73,-113.04,114.92,-1.39
2540,-1068,20.08,-112.76,114.53,-1.39
2541,-935,19.72,-112.21,113.93,-1.4
2542,-917,19.71,-111.57,113.29,-1.4
2543,-1004,20.07,-110.99,112.78,-1.39
2544,-1165,20.75,-110.69,112.62,-1.39
2545,-1240,21.48,-110.86,112.92,-1.38
2546,-1487,22.01,-111.55,113.7,-1.38
2547,-1504,22,-112.42,114.55,-1.38
2548,-1413,21.46,-113.07,115.09,-1.38
2549,-1251,20.7,-113.24,115.12,-1.39
2550,-1075,20.05,-112.96,114.73,-1.4
2551,-940,19.69,-112.41,114.12,-1.4
2552,-923,19.68,-111.76,113.48,-1.4
2553,-1009,20.04,-111.18,112.97,-1.39
2554,-1153,20.71,-110.88,112.8,-1.39
2555,-1190,21.41,-111.05,113.09,-1.38
2556,-1483,21.95,-111.73,113.86,-1.38
2557,-1500,21.93,-112.6,114.72,-1.38
2558,-1412,21.4,-113.25,115.25,-1.38
2559,-1260,20.63,-113.42,115.28,-1.39
2560,-1070,19.98,-113.14,114.89,-1.4
2561,-937,19.62,-112.6,114.29,-1.4
2562,-919,19.61,-111.95,113.65,-1.4
2563,-1008,19.97,-111.37,113.14,-1.39
2564,-1166,20.65,-111.07,112.97,-1.39
2565,-1210,21.36,-111.23,113.27,-1.38
2566,-1417,21.87,-111.88,114,-1.38
2567,-1538,21.86,-112.78,114.88,-1.38
2568,-1441,21.31,-113.44,115.43,-1.39
2569,-1283,20.53,-113.62,115.46,-1.39
2570,-1098,19.86,-113.34,115.06,-1.4
2571,-888,19.52,-112.81,114.49,-1.4
2572,-969,19.51,-112.13,113.82,-1.4
2573,-1057,19.89,-111.53,113.29,-1.39
2574,-1122,20.55,-111.24,113.12,-1.39
2575,-1246,21.28,-111.41,113.42,-1.38
2576,-1449,21.8,-112.08,114.18,-1.38
2577,-1481,21.78,-112.94,115.02,-1.38
2578,-1402,21.25,-113.58,115.55,-1.39
2579,-1191,20.53,-113.74,115.58,-1.39
2580,-1079,19.87,-113.46,115.18,-1.4
2581,-945,19.51,-112.9,114.58,-1.4
2582,-875,19.5,-112.28,113.96,-1.4
2583,-1021,19.86,-111.7,113.45,-1.39
2584,-1170,20.55,-111.4,113.28,-1.39
2585,-1286,21.3,-111.58,113.59,-1.38
2586,-1409,21.81,-112.22,114.32,-1.38
2587,-1444,21.8,-113.06,115.14,-1.38
2588,-1365,21.28,-113.68,115.66,-1.39
2589,-1208,20.54,-113.85,115.68,-1.39
2590,-1032,19.92,-113.57,115.31,-1.4
2591,-900,19.57,-113.05,114.73,-1.4
2592,-886,19.56,-112.42,114.11,-1.4
2593,-976,19.91,-111.85,113.61,-1.39
2594,-1139,20.57,-111.56,113.44,-1.39
2595,-1314,21.35,-111.74,113.77,-1.38
2596,-1429,21.86,-112.4,114.51,-1.38
2597,-1454,21.85,-113.24,115.33,-1.38
2598,-1373,21.33,-113.87,115.85,-1.39
2599,-1209,20.59,-114.03,115.88,-1.39
2600,-1034,19.96,-113.76,115.5,-1.4
2601,-901,19.61,-113.23,114.92,-1.4
2602,-882,19.6,-112.61,114.3,-1.4
2603,-964,19.95,-112.05,113.81,-1.39
2604,-1133,20.61,-111.76,113.64,-1.39
2605,-1310,21.38,-111.94,113.96,-1.38
2606,-1415,21.89,-112.59,114.7,-1.38
2607,-1449,21.87,-113.43,115.52,-1.38
2608,-1362,21.36,-114.05,116.03,-1.39
2609,-1199,20.63,-114.21,116.06,-1.39
2610,-1025,20,-113.94,115.68,-1.4
2611,-895,19.66,-113.41,115.1,-1.4
2612,-873,19.65,-112.79,114.49,-1.4
2613,-963,19.99,-112.23,114,-1.39
2614,-1128,20.65,-111.94,113.83,-1.39
2615,-1309,21.42,-112.13,114.16,-1.38
2616,-1414,21.93,-112.78,114.89,-1.38
2617,-1444,21.92,-113.61,115.71,-1.38
2618,-1357,21.4,-114.23,116.22,-1.39
2619,-1202,20.67,-114.39,116.24,-1.39
2620,-1022,20.05,-114.12,115.87,-1.4
2621,-895,19.7,-113.59,115.29,-1.4
2622,-871,19.69,-112.98,114.68,-1.4
2623,-961,20.03,-112.42,114.19,-1.39
2624,-1122,20.69,-112.13,114.02,-1.39
2625,-1315,21.46,-112.31,114.35,-1.38
2626,-1419,21.97,-112.96,115.08,-1.38
2627,-1448,21.96,-113.8,115.9,-1.38
2628,-1364,21.44,-114.42,116.42,-1.39
2629,-1204,20.71,-114.59,116.44,-1.39
2630,-1020,20.09,-114.32,116.07,-1.4
2631,-896,19.74,-113.79,115.49,-1.4
2632,-873,19.73,-113.17,114.88,-1.4
2633,-966,20.08,-112.61,114.38,-1.39
2634,-1128,20.74,-112.32,114.22,-1.39
2635,-1312,21.51,-112.5,114.54,-1.38
2636,-1415,22.02,-113.15,115.27,-1.38
2637,-1444,22,-113.99,116.09,-1.38
2638,-1357,21.49,-114.6,116.6,-1.39
2639,-1188,20.77,-114.76,116.63,-1.39
2640,-1018,20.14,-114.49,116.25,-1.4
2641,-889,19.8,-113.97,115.68,-1.4
2642,-862,19.79,-113.36,115.07,-1.4
2643,-941,20.13,-112.81,114.59,-1.39
2644,-1110,20.78,-112.52,114.42,-1.39
2645,-1301,21.54,-112.7,114.74,-1.38
2646,-1415,22.05,-113.35,115.47,-1.38
2647,-1427,22.04,-114.18,116.28,-1.38
2648,-1348,21.52,-114.79,116.79,-1.39
2649,-1180,20.81,-114.95,116.81,-1.39
2650,-1009,20.19,-114.68,116.44,-1.4
2651,-891,19.85,-114.15,115.87,-1.4
2652,-860,19.84,-113.54,115.26,-1.4
2653,-941,20.17,-112.99,114.78,-1.39
2654,-1121,20.83,-112.7,114.61,-1.39
2655,-1300,21.59,-112.88,114.93,-1.38
2656,-1413,22.1,-113.53,115.66,-1.38
2657,-1444,22.09,-114.37,116.48,-1.38
2658,-1365,21.57,-114.99,116.99,-1.39
2659,-1205,20.83,-115.15,117.02,-1.39
2660,-1029,20.21,-114.88,116.64,-1.4
2661,-897,19.86,-114.35,116.06,-1.4
2662,-880,19.85,-113.73,115.45,-1.4
2663,-969,20.2,-113.16,114.95,-1.39
2664,-1131,20.86,-112.87,114.78,-1.39
2665,-1311,21.63,-113.06,115.11,-1.38
2666,-1421,22.14,-113.71,115.84,-1.38
2667,-1452,22.13,-114.55,116.66,-1.38
2668,-1366,21.61,-115.17,117.18,-1.39
2669,-1205,20.87,-115.33,117.2,-1.39
2670,-1033,20.24,-115.06,116.82,-1.4
2671,-897,19.9,-114.53,116.25,-1.4
2672,-880,19.89,-113.9,115.63,-1.4
2673,-967,20.23,-113.34,115.13,-1.39
2674,-1132,20.89,-113.05,114.97,-1.39
2675,-1311,21.67,-113.23,115.29,-1.38
2676,-1420,22.18,-113.89,116.02,-1.38
2677,-1450,22.16,-114.72,116.85,-1.38
2678,-1368,21.64,-115.35,117.36,-1.39
2679,-1206,20.91,-115.51,117.39,-1.39
2680,-1031,20.28,-115.24,117.01,-1.4
2681,-898,19.94,-114.71,116.43,-1.4
2682,-881,19.92,-114.08,115.81,-1.4
2683,-968,20.27,-113.52,115.31,-1.39
2684,-1131,20.93,-113.23,115.15,-1.39
2685,-1308,21.7,-113.41,115.47,-1.38
2686,-1421,22.21,-114.06,116.2,-1.38
2687,-1449,22.2,-114.9,117.02,-1.38
2688,-1367,21.68,-115.52,117.54,-1.39
2689,-1205,20.94,-115.68,117.56,-1.39
2690,-1030,20.32,-115.41,117.19,-1.4
2691,-899,19.97,-114.88,116.6,-1.4
2692,-880,19.96,-114.26,115.99,-1.4
2693,-969,20.3,-113.69,115.49,-1.39
2694,-1133,20.97,-113.4,115.32,-1.39
2695,-1310,21.74,-113.58,115.65,-1.38
2696,-1420,22.25,-114.23,116.38,-1.38
2697,-1448,22.23,-115.07,117.2,-1.38
2698,-1365,21.72,-115.69,117.71,-1.39
2699,-1206,20.98,-115.86,117.74,-1.39
2700,-1031,20.35,-115.58,117.36,-1.4
2701,-897,20.01,-115.05,116.78,-1.4
2702,-880,20,-114.43,116.16,-1.4
2703,-968,20.34,-113.87,115.67,-1.39
2704,-1132,21,-113.57,115.5,-1.39
2705,-1310,21.77,-113.76,115.82,-1.38
2706,-1421,22.28,-114.41,116.56,-1.38
2707,-1450,22.27,-115.25,117.38,-1.38
2708,-1367,21.75,-115.87,117.89,-1.39
2709,-1205,21.02,-116.03,117.92,-1.39
2710,-1032,20.39,-115.76,117.54,-1.4
2711,-898,20.04,-115.23,116.96,-1.4
2712,-881,20.03,-114.6,116.34,-1.4
2713,-969,20.38,-114.04,115.84,-1.39
2714,-1131,21.04,-113.75,115.68,-1.39
2715,-1311,21.81,-113.93,116,-1.38
2716,-1419,22.32,-114.58,116.73,-1.38
2717,-1447,22.31,-115.42,117.55,-1.38
2718,-1365,21.79,-116.04,118.06,-1.39
2719,-1205,21.05,-116.2,118.09,-1.39
2720,-1030,20.43,-115.92,117.71,-1.4
2721,-897,20.08,-115.4,117.13,-1.4
2722,-879,20.07,-114.77,116.51,-1.4
2723,-969,20.41,-114.21,116.02,-1.39
2724,-1131,21.08,-113.92,115.85,-1.39
2725,-1309,21.85,-114.1,116.17,-1.38
2726,-1421,22.36,-114.75,116.91,-1.38
2727,-1448,22.34,-115.59,117.73,-1.38
2728,-1366,21.82,-116.21,118.24,-1.39
2729,-1205,21.09,-116.37,118.26,-1.39
2730,-1029,20.46,-116.1,117.89,-1.4
2731,-898,20.12,-115.57,117.3,-1.4
2732,-879,20.11,-114.94,116.69,-1.4
2733,-968,20.45,-114.38,116.19,-1.39
2734,-1131,21.11,-114.09,116.02,-1.39
2735,-1308,21.88,-114.27,116.34,-1.38
2736,-1420,22.39,-114.92,117.08,-1.38
2737,-1447,22.38,-115.76,117.9,-1.38
2738,-1365,21.86,-116.38,118.41,-1.39
2739,-1205,21.13,-116.54,118.44,-1.39
2740,-1030,20.5,-116.26,118.06,-1.4
2741,-896,20.15,-115.74,117.48,-1.4
2742,-880,20.14,-115.11,116.86,-1.4
2743,-968,20.49,-114.55,116.36,-1.39
2744,-1131,21.15,-114.25,116.2,-1.39
2745,-1309,21.92,-114.44,116.52,-1.38
2746,-1422,22.43,-115.09,117.25,-1.38
2747,-1452,22.41,-115.93,118.07,-1.38
2748,-1368,21.9,-116.55,118.59,-1.39
2749,-1206,21.16,-116.71,118.61,-1.39
2750,-1031,20.53,-116.44,118.23,-1.4
2751,-898,20.19,-115.91,117.65,-1.4
2752,-880,20.17,-115.28,117.03,-1.4
2753,-965,20.52,-114.72,116.54,-1.39
2754,-1129,21.18,-114.43,116.37,-1.39
2755,-1306,21.95,-114.61,116.69,-1.38
2756,-1418,22.46,-115.26,117.43,-1.38
2757,-1447,22.44,-116.09,118.24,-1.38
2758,-1367,21.92,-116.72,118.76,-1.39
2759,-1206,21.19,-116.88,118.78,-1.39
2760,-1031,20.56,-116.6,118.4,-1.4
2761,-899,20.22,-116.07,117.82,-1.4
2762,-880,20.2,-115.45,117.2,-1.4
2763,-969,20.55,-114.88,116.71,-1.39
2764,-1132,21.21,-114.59,116.54,-1.39
2765,-1309,21.98,-114.77,116.86,-1.38
2766,-1420,22.49,-115.42,117.59,-1.38
2767,-1448,22.48,-116.26,118.41,-1.38
2768,-1367,21.96,-116.88,118.93,-1.39
2769,-1205,21.22,-117.04,118.95,-1.39
2770,-1030,20.59,-116.77,118.57,-1.4
2771,-899,20.25,-116.24,117.99,-1.4
2772,-880,20.24,-115.61,117.37,-1.4
2773,-967,20.58,-115.05,116.87,-1.39
2774,-1131,21.24,-114.76,116.71,-1.39
2775,-1309,22.01,-114.94,117.03,-1.38
2776,-1421,22.52,-115.59,117.76,-1.38
2777,-1449,22.51,-116.43,118.58,-1.38
2778,-1366,21.99,-117.05,119.1,-1.39
2779,-1206,21.26,-117.21,119.12,-1.39
2780,-1031,20.63,-116.93,118.74,-1.4
2781,-896,20.28,-116.41,118.16,-1.4
2782,-881,20.27,-115.78,117.54,-1.4
2783,-968,20.62,-115.21,117.04,-1.39
2784,-1130,21.28,-114.92,116.88,-1.39
2785,-1308,22.05,-115.1,117.2,-1.38
2786,-1419,22.56,-115.75,117.93,-1.38
2787,-1448,22.54,-116.59,118.75,-1.38
2788,-1366,22.02,-117.21,119.26,-1.39
2789,-1205,21.29,-117.37,119.29,-1.39
2790,-1031,20.66,-117.1,118.91,-1.4
2791,-897,20.32,-116.57,118.32,-1.4
2792,-882,20.3,-115.94,117.7,-1.4
2793,-967,20.65,-115.38,117.21,-1.39
2794,-1131,21.31,-115.08,117.04,-1.39
2795,-1309,22.08,-115.27,117.36,-1.38
2796,-1421,22.59,-115.92,118.1,-1.38
2797,-1448,22.58,-116.75,118.92,-1.38
2798,-1367,22.06,-117.37,119.43,-1.39
2799,-1205,21.32,-117.53,119.45,-1.39
2800,-1031,20.69,-117.26,119.07,-1.4
2801,-897,20.35,-116.73,118.49,-1.4
2802,-879,20.34,-116.11,117.87,-1.4
2803,-970,20.68,-115.54,117.38,-1.39
2804,-1131,21.34,-115.25,117.21,-1.39
2805,-1310,22.11,-115.43,117.53,-1.38
2806,-1420,22.62,-116.08,118.26,-1.38
2807,-1448,22.61,-116.91,119.08,-1.38
2808,-1367,22.09,-117.54,119.59,-1.39
2809,-1206,21.36,-117.7,119.62,-1.39
2810,-1030,20.73,-117.42,119.24,-1.4
2811,-898,20.38,-116.89,118.66,-1.4
2812,-882,20.37,-116.26,118.04,-1.4
2813,-969,20.72,-115.7,117.54,-1.39
2814,-1133,21.38,-115.41,117.37,-1.39
2815,-1308,22.15,-115.59,117.69,-1.38
2816,-1420,22.66,-116.24,118.42,-1.38
2817,-1449,22.64,-117.07,119.24,-1.38
2818,-1365,22.13,-117.69,119.76,-1.38
2819,-1205,21.39,-117.85,119.78,-1.39
2820,-1031,20.76,-117.58,119.4,-1.4
2821,-898,20.42,-117.05,118.82,-1.4
2822,-880,20.4,-116.42,118.2,-1.4
2823,-968,20.75,-115.86,117.7,-1.39
2824,-1133,21.41,-115.57,117.53,-1.39
2825,-1310,22.18,-115.75,117.85,-1.38
2826,-1419,22.69,-116.4,118.59,-1.38
2827,-1448,22.68,-117.23,119.41,-1.38
2828,-1367,22.16,-117.85,119.92,-1.38
2829,-1206,21.42,-118.01,119.94,-1.39
2830,-1031,20.8,-117.74,119.56,-1.4
2831,-898,20.45,-117.21,118.98,-1.4
2832,-881,20.44,-116.58,118.36,-1.4
2833,-970,20.78,-116.02,117.86,-1.39
2834,-1132,21.45,-115.72,117.69,-1.39
2835,-1309,22.21,-115.9,118.01,-1.38
2836,-1419,22.72,-116.55,118.75,-1.38
2837,-1449,22.71,-117.39,119.57,-1.38
2838,-1366,22.19,-118.01,120.08,-1.38
2839,-1204,21.46,-118.17,120.1,-1.39
2840,-1030,20.83,-117.9,119.72,-1.4
2841,-899,20.48,-117.36,119.14,-1.4
2842,-881,20.47,-116.74,118.52,-1.4
2843,-970,20.82,-116.17,118.02,-1.39
2844,-1133,21.48,-115.88,117.85,-1.39
2845,-1309,22.25,-116.06,118.17,-1.38
2846,-1420,22.76,-116.71,118.91,-1.38
2847,-1448,22.75,-117.54,119.73,-1.38
2848,-1365,22.23,-118.16,120.24,-1.38
2849,-1205,21.49,-118.32,120.26,-1.39
2850,-1030,20.86,-118.05,119.88,-1.4
2851,-898,20.52,-117.52,119.3,-1.4
2852,-881,20.51,-116.89,118.68,-1.4
2853,-970,20.85,-116.33,118.18,-1.39
2854,-1131,21.51,-116.03,118.01,-1.39
2855,-1308,22.28,-116.21,118.33,-1.38
2856,-1420,22.79,-116.86,119.07,-1.38
2857,-1450,22.78,-117.7,119.88,-1.38
2858,-1367,22.26,-118.32,120.4,-1.38
2859,-1207,21.52,-118.48,120.42,-1.39
2860,-1031,20.9,-118.21,120.04,-1.4
2861,-899,20.55,-117.68,119.46,-1.4
2862,-882,20.54,-117.05,118.84,-1.4
2863,-968,20.88,-116.48,118.34,-1.39
