Samp,Signal,I,Q,R,Phi,,,,
2146,-884,-217.86,-36.68,220.92,-2.97,,,,
2147,-1260,-217.72,-37.45,220.92,-2.97,,,,
2148,-1577,-218.16,-38.23,221.49,-2.97,,,,
2149,-1740,-219.07,-38.54,222.43,-2.97,,,,
2150,-1677,-219.93,-38.19,223.22,-2.97,,,,
2151,-1416,-220.32,-37.45,223.47,-2.97,,,,
2152,-1050,-220.18,-36.76,223.22,-2.98,,,,
2153,-711,-219.78,-36.38,222.77,-2.98,,,,
2154,-554,-219.31,-36.25,222.28,-2.98,,,,
2155,-617,-218.8,-36.35,221.8,-2.98,,,,
2156,-885,-218.34,-36.77,221.41,-2.97,,,,
2157,-1259,-218.2,-37.54,221.4,-2.97,,,,
2158,-1574,-218.64,-38.32,221.98,-2.97,,,,
2159,-1740,-219.55,-38.63,222.92,-2.97,,,,
2160,-1677,-220.41,-38.28,223.71,-2.97,,,,
2161,-1414,-220.79,-37.54,223.96,-2.97,,,,
2162,-1050,-220.65,-36.85,223.71,-2.98,,,,
2163,-712,-220.25,-36.47,223.25,-2.98,,,,
2164,-556,-219.78,-36.34,222.77,-2.98,,,,
2165,-617,-219.28,-36.44,222.28,-2.98,,,,
2166,-883,-218.81,-36.86,221.9,-2.97,,,,
2167,-1259,-218.67,-37.63,221.89,-2.97,,,,
2168,-1575,-219.12,-38.41,222.46,-2.97,,,,
2169,-1741,-220.02,-38.72,223.4,-2.97,,,,
2170,-1679,-220.89,-38.37,224.19,-2.97,,,,
2171,-1414,-221.27,-37.63,224.45,-2.97,,,,
2172,-1052,-221.13,-36.94,224.19,-2.98,,,,
2173,-713,-220.73,-36.56,223.73,-2.98,,,,
2174,-554,-220.26,-36.43,223.25,-2.98,,,,
2175,-617,-219.75,-36.52,222.77,-2.98,,,,
2176,-886,-219.29,-36.95,222.38,-2.97,,,,
2177,-1260,-219.15,-37.72,222.37,-2.97,,,,
2178,-1575,-219.59,-38.5,222.94,-2.97,,,,
2179,-1741,-220.49,-38.81,223.88,-2.97,,,,
2180,-1678,-221.36,-38.46,224.67,-2.97,,,,
2181,-1415,-221.74,-37.72,224.93,-2.97,,,,
2182,-1050,-221.6,-37.03,224.68,-2.98,,,,
2183,-714,-221.2,-36.65,224.21,-2.98,,,,
2184,-554,-220.73,-36.52,223.73,-2.98,,,,
2185,-617,-220.22,-36.61,223.25,-2.98,,,,
2186,-884,-219.76,-37.04,222.86,-2.97,,,,
2187,-1258,-219.62,-37.81,222.85,-2.97,,,,
2188,-1576,-220.06,-38.58,223.42,-2.97,,,,
2189,-1741,-220.97,-38.9,224.36,-2.97,,,,
2190,-1678,-221.83,-38.55,225.15,-2.97,,,,
2191,-1414,-222.21,-37.8,225.4,-2.97,,,,
2192,-1050,-222.07,-37.12,225.15,-2.98,,,,
2193,-713,-221.67,-36.73,224.69,-2.98,,,,
2194,-555,-221.2,-36.6,224.21,-2.98,,,,
2195,-617,-220.69,-36.7,223.72,-2.98,,,,
2196,-885,-220.23,-37.13,223.33,-2.97,,,,
2197,-1259,-220.09,-37.89,223.33,-2.97,,,,
2198,-1575,-220.53,-38.67,223.9,-2.97,,,,
2199,-1740,-221.43,-38.98,224.84,-2.97,,,,
2200,-1678,-222.3,-38.63,225.63,-2.97,,,,
2201,-1415,-222.68,-37.89,225.88,-2.97,,,,
2202,-1050,-222.54,-37.21,225.63,-2.98,,,,
2203,-712,-222.14,-36.82,225.17,-2.98,,,,
2204,-555,-221.66,-36.69,224.68,-2.98,,,,
2205,-618,-221.16,-36.79,224.19,-2.98,,,,
2206,-882,-220.69,-37.21,223.81,-2.97,,,,
2207,-1258,-220.55,-37.98,223.8,-2.97,,,,
2208,-1574,-221,-38.76,224.37,-2.97,,,,
2209,-1740,-221.9,-39.07,225.31,-2.97,,,,
2210,-1676,-222.76,-38.72,226.1,-2.97,,,,
2211,-1413,-223.14,-37.98,226.35,-2.97,,,,
2212,-1052,-223,-37.29,226.1,-2.98,,,,
2213,-713,-222.6,-36.91,225.64,-2.98,,,,
2214,-553,-222.13,-36.78,225.15,-2.98,,,,
2215,-617,-221.62,-36.87,224.66,-2.98,,,,
2216,-884,-221.15,-37.3,224.28,-2.97,,,,
2217,-1260,-221.01,-38.07,224.27,-2.97,,,,
2218,-1575,-221.46,-38.84,224.84,-2.97,,,,
2219,-1739,-222.36,-39.16,225.78,-2.97,,,,
2220,-1677,-223.22,-38.81,226.57,-2.97,,,,
2221,-1415,-223.6,-38.06,226.82,-2.97,,,,
2222,-1049,-223.46,-37.38,226.56,-2.98,,,,
2223,-712,-223.06,-37,226.1,-2.98,,,,
2224,-554,-222.59,-36.86,225.62,-2.98,,,,
2225,-619,-222.08,-36.96,225.13,-2.98,,,,
2226,-883,-221.61,-37.39,224.74,-2.97,,,,
2227,-1258,-221.47,-38.15,224.73,-2.97,,,,
2228,-1575,-221.91,-38.93,225.3,-2.97,,,,
2229,-1742,-222.81,-39.24,226.24,-2.97,,,,
2230,-1677,-223.68,-38.89,227.03,-2.97,,,,
2231,-1414,-224.06,-38.15,227.28,-2.97,,,,
2232,-1049,-223.92,-37.47,227.03,-2.98,,,,
2233,-714,-223.51,-37.08,226.57,-2.98,,,,
2234,-554,-223.04,-36.95,226.08,-2.98,,,,
2235,-615,-222.53,-37.05,225.6,-2.98,,,,
2236,-884,-222.07,-37.47,225.21,-2.97,,,,
2237,-1258,-221.93,-38.24,225.2,-2.97,,,,
2238,-1574,-222.37,-39.02,225.77,-2.97,,,,
2239,-1740,-223.27,-39.33,226.71,-2.97,,,,
2240,-1676,-224.13,-38.98,227.5,-2.97,,,,
2241,-1415,-224.51,-38.23,227.75,-2.97,,,,
2242,-1051,-224.37,-37.55,227.49,-2.98,,,,
2243,-710,-223.97,-37.17,227.03,-2.98,,,,
2244,-555,-223.5,-37.04,226.54,-2.98,,,,
2245,-617,-222.99,-37.13,226.06,-2.98,,,,
2246,-884,-222.52,-37.56,225.67,-2.97,,,,
2247,-1260,-222.38,-38.33,225.66,-2.97,,,,
2248,-1574,-222.82,-39.1,226.23,-2.97,,,,
2249,-1742,-223.72,-39.41,227.17,-2.97,,,,
2250,-1678,-224.59,-39.06,227.96,-2.97,,,,
2251,-1414,-224.97,-38.32,228.21,-2.97,,,,
2252,-1050,-224.82,-37.64,227.95,-2.98,,,,
2253,-712,-224.42,-37.25,227.49,-2.98,,,,
2254,-554,-223.95,-37.12,227,-2.98,,,,
2255,-617,-223.44,-37.22,226.52,-2.98,,,,
2256,-882,-222.97,-37.64,226.13,-2.97,,,,
2257,-1259,-222.83,-38.41,226.12,-2.97,,,,
2258,-1574,-223.27,-39.19,226.69,-2.97,,,,
2259,-1739,-224.17,-39.5,227.63,-2.97,,,,
2260,-1676,-225.03,-39.15,228.41,-2.97,,,,
2261,-1415,-225.41,-38.4,228.66,-2.97,,,,
2262,-1050,-225.27,-37.72,228.41,-2.98,,,,
2263,-712,-224.87,-37.34,227.95,-2.98,,,,
2264,-554,-224.4,-37.2,227.46,-2.98,,,,
2265,-617,-223.89,-37.3,226.97,-2.98,,,,
2266,-886,-223.42,-37.73,226.58,-2.97,,,,
2267,-1257,-223.28,-38.49,226.57,-2.97,,,,
2268,-1575,-223.72,-39.27,227.14,-2.97,,,,
2269,-1740,-224.62,-39.58,228.08,-2.97,,,,
2270,-1676,-225.48,-39.23,228.87,-2.97,,,,
2271,-1414,-225.86,-38.49,229.12,-2.97,,,,
2272,-1048,-225.72,-37.81,228.86,-2.98,,,,
2273,-711,-225.31,-37.42,228.4,-2.98,,,,
2274,-555,-224.84,-37.29,227.91,-2.98,,,,
2275,-616,-224.33,-37.39,227.43,-2.98,,,,
2276,-884,-223.86,-37.81,227.04,-2.97,,,,
2277,-1259,-223.72,-38.58,227.03,-2.97,,,,
2278,-1575,-224.16,-39.36,227.59,-2.97,,,,
2279,-1741,-225.06,-39.67,228.53,-2.97,,,,
2280,-1672,-225.92,-39.32,229.32,-2.97,,,,
2281,-1416,-226.3,-38.57,229.57,-2.97,,,,
2282,-1043,-226.16,-37.9,229.31,-2.98,,,,
2283,-714,-225.75,-37.51,228.85,-2.98,,,,
2284,-543,-225.29,-37.38,228.37,-2.98,,,,
2285,-622,-224.78,-37.48,227.88,-2.98,,,,
2286,-880,-224.31,-37.9,227.49,-2.97,,,,
2287,-1264,-224.17,-38.67,227.48,-2.97,,,,
2288,-1577,-224.61,-39.45,228.05,-2.97,,,,
2289,-1742,-225.51,-39.76,228.99,-2.97,,,,
2290,-1671,-226.37,-39.41,229.77,-2.97,,,,
2291,-1417,-226.75,-38.67,230.02,-2.97,,,,
2292,-1044,-226.6,-37.99,229.77,-2.98,,,,
2293,-706,-226.2,-37.6,229.31,-2.98,,,,
2294,-548,-225.73,-37.47,228.82,-2.98,,,,
2295,-621,-225.22,-37.57,228.33,-2.98,,,,
2296,-886,-224.75,-38,227.94,-2.97,,,,
2297,-1260,-224.61,-38.77,227.93,-2.97,,,,
2298,-1576,-225.05,-39.54,228.5,-2.97,,,,
2299,-1742,-225.95,-39.86,229.44,-2.97,,,,
2300,-1680,-226.81,-39.5,230.23,-2.97,,,,
2301,-1414,-227.19,-38.76,230.47,-2.97,,,,
2302,-1049,-227.05,-38.08,230.22,-2.98,,,,
2303,-714,-226.64,-37.69,229.75,-2.98,,,,
2304,-554,-226.17,-37.56,229.27,-2.98,,,,
2305,-618,-225.66,-37.66,228.78,-2.98,,,,
2306,-885,-225.19,-38.08,228.39,-2.97,,,,
2307,-1259,-225.05,-38.85,228.38,-2.97,,,,
2308,-1574,-225.49,-39.62,228.94,-2.97,,,,
2309,-1739,-226.38,-39.94,229.88,-2.97,,,,
2310,-1677,-227.24,-39.59,230.67,-2.97,,,,
2311,-1414,-227.62,-38.84,230.91,-2.97,,,,
2312,-1049,-227.48,-38.16,230.66,-2.98,,,,
2313,-712,-227.07,-37.77,230.19,-2.98,,,,
2314,-555,-226.6,-37.64,229.71,-2.98,,,,
2315,-617,-226.09,-37.74,229.22,-2.98,,,,
2316,-884,-225.62,-38.16,228.83,-2.97,,,,
2317,-1258,-225.48,-38.93,228.82,-2.97,,,,
2318,-1573,-225.92,-39.71,229.38,-2.97,,,,
2319,-1741,-226.82,-40.02,230.32,-2.97,,,,
2320,-1677,-227.68,-39.67,231.11,-2.97,,,,
2321,-1415,-228.06,-38.92,231.35,-2.97,,,,
2322,-1049,-227.91,-38.24,231.1,-2.98,,,,
2323,-712,-227.51,-37.85,230.63,-2.98,,,,
2324,-555,-227.03,-37.72,230.14,-2.98,,,,
2325,-617,-226.52,-37.82,229.66,-2.98,,,,
2326,-884,-226.05,-38.24,229.26,-2.97,,,,
2327,-1260,-225.91,-39.01,229.25,-2.97,,,,
2328,-1574,-226.35,-39.79,229.82,-2.97,,,,
2329,-1741,-227.25,-40.1,230.76,-2.97,,,,
2330,-1677,-228.11,-39.75,231.54,-2.97,,,,
2331,-1415,-228.48,-39.01,231.79,-2.97,,,,
2332,-1050,-228.34,-38.32,231.53,-2.98,,,,
2333,-709,-227.94,-37.94,231.07,-2.98,,,,
2334,-554,-227.46,-37.81,230.58,-2.98,,,,
2335,-616,-226.95,-37.9,230.09,-2.98,,,,
2336,-884,-226.48,-38.33,229.7,-2.97,,,,
2337,-1258,-226.34,-39.09,229.69,-2.97,,,,
2338,-1574,-226.78,-39.87,230.26,-2.97,,,,
2339,-1740,-227.68,-40.18,231.19,-2.97,,,,
2340,-1678,-228.54,-39.83,231.98,-2.97,,,,
2341,-1414,-228.91,-39.09,232.23,-2.97,,,,
2342,-1049,-228.77,-38.4,231.97,-2.98,,,,
2343,-713,-228.36,-38.02,231.51,-2.98,,,,
2344,-553,-227.89,-37.89,231.02,-2.98,,,,
2345,-619,-227.38,-37.98,230.53,-2.98,,,,
2346,-884,-226.91,-38.41,230.13,-2.97,,,,
2347,-1259,-226.76,-39.17,230.12,-2.97,,,,
2348,-1576,-227.2,-39.95,230.69,-2.97,,,,
2349,-1740,-228.1,-40.26,231.63,-2.97,,,,
2350,-1677,-228.96,-39.91,232.41,-2.97,,,,
2351,-1416,-229.34,-39.17,232.66,-2.97,,,,
2352,-1049,-229.19,-38.48,232.4,-2.98,,,,
2353,-712,-228.79,-38.1,231.94,-2.98,,,,
2354,-554,-228.31,-37.97,231.45,-2.98,,,,
2355,-618,-227.8,-38.06,230.96,-2.98,,,,
2356,-884,-227.33,-38.49,230.57,-2.97,,,,
2357,-1257,-227.19,-39.25,230.55,-2.97,,,,
2358,-1573,-227.63,-40.03,231.12,-2.97,,,,
2359,-1740,-228.52,-40.34,232.06,-2.97,,,,
2360,-1677,-229.38,-39.99,232.84,-2.97,,,,
2361,-1413,-229.76,-39.25,233.09,-2.97,,,,
2362,-1049,-229.61,-38.56,232.83,-2.98,,,,
2363,-713,-229.21,-38.18,232.36,-2.98,,,,
2364,-556,-228.73,-38.04,231.87,-2.98,,,,
2365,-617,-228.22,-38.14,231.38,-2.98,,,,
2366,-883,-227.75,-38.56,230.99,-2.97,,,,
2367,-1260,-227.61,-39.33,230.98,-2.97,,,,
2368,-1575,-228.04,-40.11,231.54,-2.97,,,,
2369,-1742,-228.94,-40.42,232.48,-2.97,,,,
2370,-1678,-229.8,-40.07,233.27,-2.97,,,,
2371,-1416,-230.18,-39.32,233.51,-2.97,,,,
2372,-1051,-230.03,-38.64,233.26,-2.98,,,,
2373,-712,-229.63,-38.25,232.79,-2.98,,,,
2374,-555,-229.15,-38.12,232.3,-2.98,,,,
2375,-618,-228.64,-38.22,231.81,-2.98,,,,
2376,-885,-228.17,-38.64,231.42,-2.97,,,,
2377,-1258,-228.02,-39.41,231.4,-2.97,,,,
2378,-1574,-228.46,-40.18,231.97,-2.97,,,,
2379,-1738,-229.36,-40.5,232.9,-2.97,,,,
2380,-1679,-230.22,-40.15,233.69,-2.97,,,,
2381,-1414,-230.59,-39.4,233.94,-2.97,,,,
2382,-1047,-230.45,-38.72,233.68,-2.98,,,,
2383,-711,-230.04,-38.33,233.21,-2.98,,,,
2384,-555,-229.57,-38.2,232.72,-2.98,,,,
2385,-618,-229.05,-38.3,232.23,-2.98,,,,
2386,-884,-228.58,-38.72,231.84,-2.97,,,,
2387,-1258,-228.44,-39.49,231.83,-2.97,,,,
2388,-1576,-228.88,-40.26,232.39,-2.97,,,,
2389,-1741,-229.77,-40.58,233.33,-2.97,,,,
2390,-1676,-230.63,-40.23,234.11,-2.97,,,,
2391,-1415,-231.01,-39.48,234.36,-2.97,,,,
2392,-1050,-230.86,-38.8,234.1,-2.98,,,,
2393,-712,-230.45,-38.41,233.63,-2.98,,,,
2394,-555,-229.98,-38.28,233.14,-2.98,,,,
2395,-616,-229.47,-38.38,232.65,-2.98,,,,
2396,-885,-228.99,-38.8,232.26,-2.97,,,,
2397,-1257,-228.85,-39.57,232.25,-2.97,,,,
2398,-1574,-229.29,-40.34,232.81,-2.97,,,,
2399,-1741,-230.18,-40.65,233.75,-2.97,,,,
2400,-1678,-231.04,-40.3,234.53,-2.97,,,,
2401,-1414,-231.42,-39.56,234.78,-2.97,,,,
2402,-1049,-231.27,-38.87,234.52,-2.98,,,,
2403,-711,-230.87,-38.49,234.05,-2.98,,,,
2404,-556,-230.39,-38.36,233.56,-2.98,,,,
2405,-617,-229.88,-38.45,233.07,-2.98,,,,
2406,-884,-229.4,-38.88,232.68,-2.97,,,,
2407,-1259,-229.26,-39.64,232.66,-2.97,,,,
2408,-1574,-229.7,-40.42,233.23,-2.97,,,,
2409,-1739,-230.59,-40.73,234.16,-2.97,,,,
2410,-1677,-231.45,-40.38,234.95,-2.97,,,,
2411,-1413,-231.83,-39.64,235.19,-2.97,,,,
2412,-1049,-231.68,-38.95,234.93,-2.98,,,,
2413,-713,-231.27,-38.57,234.46,-2.98,,,,
2414,-555,-230.79,-38.43,233.97,-2.98,,,,
2415,-618,-230.28,-38.53,233.48,-2.98,,,,
2416,-886,-229.81,-38.96,233.09,-2.97,,,,
2417,-1261,-229.66,-39.72,233.07,-2.97,,,,
2418,-1575,-230.1,-40.5,233.64,-2.97,,,,
2419,-1741,-231,-40.81,234.57,-2.97,,,,
2420,-1678,-231.85,-40.46,235.36,-2.97,,,,
2421,-1414,-232.23,-39.72,235.6,-2.97,,,,
2422,-1048,-232.08,-39.03,235.34,-2.97,,,,
2423,-711,-231.68,-38.65,234.88,-2.98,,,,
2424,-554,-231.2,-38.52,234.39,-2.98,,,,
2425,-617,-230.69,-38.61,233.89,-2.98,,,,
2426,-884,-230.21,-39.04,233.5,-2.97,,,,
2427,-1257,-230.07,-39.8,233.49,-2.97,,,,
2428,-1574,-230.51,-40.58,234.05,-2.97,,,,
2429,-1741,-231.4,-40.89,234.99,-2.97,,,,
2430,-1676,-232.26,-40.54,235.77,-2.97,,,,
2431,-1414,-232.63,-39.79,236.01,-2.97,,,,
2432,-1049,-232.49,-39.11,235.75,-2.97,,,,
2433,-713,-232.08,-38.72,235.29,-2.98,,,,
2434,-554,-231.6,-38.59,234.79,-2.98,,,,
2435,-617,-231.09,-38.69,234.3,-2.98,,,,
2436,-885,-230.62,-39.11,233.91,-2.97,,,,
2437,-1260,-230.47,-39.88,233.9,-2.97,,,,
2438,-1575,-230.91,-40.65,234.46,-2.97,,,,
2439,-1741,-231.8,-40.97,235.39,-2.97,,,,
2440,-1677,-232.66,-40.61,236.18,-2.97,,,,
2441,-1414,-233.03,-39.87,236.42,-2.97,,,,
2442,-1049,-232.89,-39.19,236.16,-2.97,,,,
2443,-711,-232.48,-38.8,235.7,-2.98,,,,
2444,-553,-232,-38.67,235.2,-2.98,,,,
2445,-617,-231.49,-38.76,234.71,-2.98,,,,
2446,-885,-231.02,-39.19,234.32,-2.97,,,,
2447,-1260,-230.87,-39.96,234.3,-2.97,,,,
2448,-1575,-231.31,-40.73,234.87,-2.97,,,,
2449,-1741,-232.2,-41.04,235.8,-2.97,,,,
2450,-1677,-233.06,-40.69,236.58,-2.97,,,,
2451,-1413,-233.43,-39.95,236.83,-2.97,,,,
2452,-1050,-233.29,-39.26,236.57,-2.97,,,,
2453,-715,-232.88,-38.88,236.1,-2.98,,,,
2454,-555,-232.4,-38.74,235.61,-2.98,,,,
2455,-618,-231.88,-38.84,235.11,-2.98,,,,
2456,-884,-231.41,-39.26,234.72,-2.97,,,,
2457,-1261,-231.27,-40.03,234.71,-2.97,,,,
2458,-1575,-231.7,-40.81,235.27,-2.97,,,,
2459,-1739,-232.6,-41.12,236.2,-2.97,,,,
2460,-1676,-233.45,-40.77,236.98,-2.97,,,,
2461,-1414,-233.83,-40.02,237.23,-2.97,,,,
2462,-1049,-233.68,-39.34,236.97,-2.97,,,,
2463,-711,-233.27,-38.95,236.5,-2.98,,,,
2464,-552,-232.79,-38.82,236.01,-2.98,,,,
2465,-617,-232.28,-38.92,235.52,-2.98,,,,
2466,-885,-231.81,-39.34,235.12,-2.97,,,,
2467,-1257,-231.66,-40.11,235.11,-2.97,,,,
2468,-1576,-232.1,-40.88,235.67,-2.97,,,,
2469,-1740,-232.99,-41.2,236.61,-2.97,,,,
2470,-1675,-233.85,-40.84,237.39,-2.97,,,,
2471,-1415,-234.22,-40.1,237.63,-2.97,,,,
2472,-1049,-234.07,-39.42,237.37,-2.97,,,,
2473,-712,-233.66,-39.03,236.9,-2.98,,,,
2474,-556,-233.19,-38.9,236.41,-2.98,,,,
2475,-618,-232.67,-38.99,235.91,-2.98,,,,
2476,-886,-232.2,-39.42,235.52,-2.97,,,,
2477,-1258,-232.05,-40.18,235.5,-2.97,,,,
2478,-1575,-232.49,-40.96,236.07,-2.97,,,,
2479,-1740,-233.38,-41.27,237,-2.97,,,,
2480,-1675,-234.23,-40.92,237.78,-2.97,,,,
2481,-1415,-234.61,-40.17,238.02,-2.97,,,,
2482,-1050,-234.46,-39.49,237.76,-2.97,,,,
2483,-711,-234.05,-39.1,237.3,-2.98,,,,
2484,-555,-233.57,-38.97,236.8,-2.98,,,,
2485,-618,-233.06,-39.07,236.31,-2.98,,,,
2486,-885,-232.58,-39.49,235.91,-2.97,,,,
2487,-1260,-232.44,-40.26,235.9,-2.97,,,,
2488,-1574,-232.87,-41.03,236.46,-2.97,,,,
2489,-1740,-233.77,-41.35,237.39,-2.97,,,,
2490,-1678,-234.62,-40.99,238.18,-2.97,,,,
2491,-1414,-235,-40.25,238.42,-2.97,,,,
2492,-1049,-234.85,-39.57,238.16,-2.97,,,,
2493,-711,-234.44,-39.18,237.69,-2.98,,,,
2494,-554,-233.96,-39.05,237.2,-2.98,,,,
2495,-618,-233.44,-39.14,236.7,-2.98,,,,
2496,-884,-232.97,-39.57,236.31,-2.97,,,,
2497,-1258,-232.83,-40.33,236.29,-2.97,,,,
2498,-1575,-233.26,-41.11,236.86,-2.97,,,,
2499,-1738,-234.15,-41.42,237.79,-2.97,,,,
2500,-1678,-235.01,-41.07,238.57,-2.97,,,,
2501,-1413,-235.38,-40.32,238.81,-2.97,,,,
2502,-1049,-235.23,-39.64,238.55,-2.97,,,,
2503,-712,-234.82,-39.25,238.08,-2.98,,,,
2504,-552,-234.35,-39.12,237.59,-2.98,,,,
2505,-617,-233.83,-39.22,237.1,-2.98,,,,
2506,-886,-233.36,-39.64,236.7,-2.97,,,,
2507,-1260,-233.21,-40.41,236.68,-2.97,,,,
2508,-1575,-233.64,-41.18,237.25,-2.97,,,,
2509,-1742,-234.54,-41.49,238.18,-2.97,,,,
2510,-1677,-235.39,-41.14,238.96,-2.97,,,,
2511,-1416,-235.77,-40.4,239.2,-2.97,,,,
2512,-1048,-235.62,-39.71,238.94,-2.97,,,,
2513,-710,-235.21,-39.33,238.48,-2.98,,,,
2514,-555,-234.73,-39.2,237.98,-2.98,,,,
2515,-619,-234.21,-39.29,237.49,-2.98,,,,
2516,-885,-233.74,-39.72,237.09,-2.97,,,,
2517,-1258,-233.59,-40.48,237.07,-2.97,,,,
2518,-1574,-234.03,-41.26,237.64,-2.97,,,,
2519,-1741,-234.92,-41.57,238.57,-2.97,,,,
2520,-1677,-235.77,-41.22,239.35,-2.97,,,,
2521,-1414,-236.15,-40.47,239.59,-2.97,,,,
2522,-1051,-236,-39.79,239.33,-2.97,,,,
2523,-713,-235.59,-39.4,238.86,-2.98,,,,
2524,-555,-235.11,-39.27,238.37,-2.98,,,,
2525,-617,-234.59,-39.36,237.87,-2.98,,,,
2526,-885,-234.12,-39.79,237.48,-2.97,,,,
2527,-1260,-233.97,-40.55,237.46,-2.97,,,,
2528,-1575,-234.41,-41.33,238.02,-2.97,,,,
2529,-1739,-235.3,-41.64,238.95,-2.97,,,,
2530,-1678,-236.15,-41.29,239.73,-2.97,,,,
2531,-1415,-236.53,-40.54,239.98,-2.97,,,,
2532,-1050,-236.38,-39.86,239.71,-2.97,,,,
2533,-710,-235.97,-39.47,239.25,-2.98,,,,
2534,-554,-235.49,-39.34,238.75,-2.98,,,,
2535,-619,-234.97,-39.44,238.26,-2.98,,,,
2536,-885,-234.5,-39.86,237.86,-2.97,,,,
2537,-1257,-234.35,-40.62,237.84,-2.97,,,,
2538,-1575,-234.78,-41.4,238.41,-2.97,,,,
2539,-1740,-235.68,-41.71,239.34,-2.97,,,,
2540,-1677,-236.53,-41.36,240.12,-2.97,,,,
2541,-1411,-236.9,-40.62,240.36,-2.97,,,,
2542,-1048,-236.75,-39.93,240.1,-2.97,,,,
2543,-711,-236.34,-39.55,239.63,-2.98,,,,
2544,-555,-235.86,-39.41,239.13,-2.98,,,,
2545,-618,-235.34,-39.51,238.64,-2.98,,,,
2546,-884,-234.87,-39.93,238.24,-2.97,,,,
2547,-1259,-234.72,-40.7,238.22,-2.97,,,,
2548,-1575,-235.16,-41.47,238.79,-2.97,,,,
2549,-1739,-236.05,-41.79,239.72,-2.97,,,,
2550,-1675,-236.9,-41.43,240.5,-2.97,,,,
2551,-1413,-237.27,-40.69,240.74,-2.97,,,,
2552,-1049,-237.12,-40.01,240.47,-2.97,,,,
2553,-711,-236.71,-39.62,240,-2.98,,,,
2554,-553,-236.23,-39.49,239.51,-2.98,,,,
2555,-620,-235.71,-39.58,239.01,-2.98,,,,
2556,-886,-235.24,-40.01,238.62,-2.97,,,,
2557,-1259,-235.09,-40.77,238.6,-2.97,,,,
2558,-1575,-235.53,-41.55,239.16,-2.97,,,,
2559,-1742,-236.42,-41.86,240.1,-2.97,,,,
2560,-1678,-237.27,-41.51,240.88,-2.97,,,,
2561,-1413,-237.64,-40.76,241.12,-2.97,,,,
2562,-1048,-237.5,-40.08,240.85,-2.97,,,,
2563,-713,-237.08,-39.69,240.38,-2.98,,,,
2564,-554,-236.6,-39.56,239.89,-2.98,,,,
2565,-617,-236.09,-39.65,239.39,-2.98,,,,
2566,-885,-235.61,-40.08,239,-2.97,,,,
2567,-1260,-235.46,-40.85,238.98,-2.97,,,,
2568,-1576,-235.9,-41.62,239.54,-2.97,,,,
2569,-1741,-236.79,-41.93,240.47,-2.97,,,,
2570,-1677,-237.64,-41.58,241.25,-2.97,,,,
2571,-1413,-238.01,-40.84,241.49,-2.97,,,,
2572,-1050,-237.86,-40.15,241.23,-2.97,,,,
2573,-713,-237.45,-39.76,240.76,-2.98,,,,
2574,-554,-236.97,-39.63,240.26,-2.98,,,,
2575,-618,-236.45,-39.73,239.77,-2.98,,,,
2576,-884,-235.98,-40.15,239.37,-2.97,,,,
2577,-1260,-235.83,-40.92,239.35,-2.97,,,,
2578,-1575,-236.26,-41.69,239.91,-2.97,,,,
2579,-1741,-237.16,-42,240.85,-2.97,,,,
2580,-1677,-238.01,-41.65,241.63,-2.97,,,,
2581,-1413,-238.38,-40.91,241.87,-2.97,,,,
2582,-1048,-238.23,-40.22,241.6,-2.97,,,,
2583,-710,-237.82,-39.84,241.13,-2.98,,,,
2584,-554,-237.34,-39.7,240.64,-2.98,,,,
2585,-619,-236.82,-39.8,240.14,-2.98,,,,
2586,-884,-236.34,-40.22,239.74,-2.97,,,,
2587,-1259,-236.2,-40.99,239.73,-2.97,,,,
2588,-1577,-236.63,-41.77,240.29,-2.97,,,,
2589,-1740,-237.52,-42.08,241.22,-2.97,,,,
2590,-1677,-238.37,-41.72,242,-2.97,,,,
2591,-1414,-238.75,-40.98,242.24,-2.97,,,,
2592,-1048,-238.6,-40.3,241.97,-2.97,,,,
2593,-713,-238.18,-39.91,241.5,-2.98,,,,
2594,-554,-237.7,-39.78,241.01,-2.98,,,,
2595,-618,-237.18,-39.87,240.51,-2.98,,,,
2596,-884,-236.71,-40.3,240.11,-2.97,,,,
2597,-1259,-236.56,-41.06,240.1,-2.97,,,,
2598,-1574,-236.99,-41.83,240.66,-2.97,,,,
2599,-1741,-237.88,-42.15,241.59,-2.97,,,,
2600,-1676,-238.74,-41.79,242.37,-2.97,,,,
2601,-1413,-239.11,-41.05,242.61,-2.97,,,,
2602,-1048,-238.96,-40.37,242.34,-2.97,,,,
2603,-709,-238.55,-39.98,241.87,-2.98,,,,
2604,-555,-238.06,-39.85,241.38,-2.98,,,,
2605,-617,-237.55,-39.94,240.88,-2.98,,,,
2606,-884,-237.07,-40.37,240.48,-2.97,,,,
2607,-1260,-236.92,-41.13,240.47,-2.97,,,,
2608,-1576,-237.35,-41.91,241.03,-2.97,,,,
2609,-1741,-238.25,-42.22,241.96,-2.97,,,,
2610,-1676,-239.1,-41.87,242.73,-2.97,,,,
2611,-1414,-239.47,-41.12,242.97,-2.97,,,,
2612,-1049,-239.32,-40.44,242.71,-2.97,,,,
2613,-712,-238.9,-40.05,242.24,-2.98,,,,
2614,-554,-238.42,-39.92,241.74,-2.98,,,,
2615,-617,-237.91,-40.01,241.25,-2.97,,,,
2616,-885,-237.43,-40.44,240.85,-2.97,,,,
2617,-1259,-237.28,-41.2,240.83,-2.97,,,,
2618,-1576,-237.71,-41.98,241.39,-2.97,,,,
