Samp,Signal,I,Q,R,Phi,,,,
2115,-812,-176.96,-134.16,222.07,-2.49,,,,
2116,-1170,-176.42,-134.67,221.94,-2.49,,,,
2117,-1529,-176.31,-135.55,222.39,-2.49,,,,
2118,-1731,-176.83,-136.34,223.29,-2.48,,,,
2119,-1725,-177.75,-136.59,224.17,-2.49,,,,
2120,-1499,-178.54,-136.21,224.57,-2.49,,,,
2121,-1145,-178.85,-135.55,224.41,-2.49,,,,
2122,-784,-178.74,-134.97,223.97,-2.49,,,,
2123,-568,-178.41,-134.6,223.49,-2.5,,,,
2124,-581,-177.96,-134.4,223,-2.49,,,,
2125,-814,-177.36,-134.47,222.57,-2.49,,,,
2126,-1172,-176.81,-134.98,222.45,-2.49,,,,
2127,-1531,-176.7,-135.86,222.89,-2.49,,,,
2128,-1730,-177.23,-136.65,223.8,-2.48,,,,
2129,-1723,-178.15,-136.9,224.67,-2.49,,,,
2130,-1500,-178.93,-136.52,225.07,-2.49,,,,
2131,-1144,-179.24,-135.86,224.91,-2.49,,,,
2132,-783,-179.13,-135.28,224.47,-2.49,,,,
2133,-568,-178.81,-134.91,223.99,-2.5,,,,
2134,-582,-178.35,-134.71,223.5,-2.49,,,,
2135,-815,-177.75,-134.78,223.07,-2.49,,,,
2136,-1170,-177.2,-135.29,222.95,-2.49,,,,
2137,-1529,-177.09,-136.17,223.39,-2.49,,,,
2138,-1732,-177.62,-136.96,224.29,-2.48,,,,
2139,-1724,-178.54,-137.21,225.17,-2.49,,,,
2140,-1501,-179.32,-136.83,225.57,-2.49,,,,
2141,-1145,-179.63,-136.17,225.41,-2.49,,,,
2142,-784,-179.52,-135.59,224.97,-2.49,,,,
2143,-569,-179.2,-135.21,224.49,-2.5,,,,
2144,-580,-178.74,-135.02,224,-2.49,,,,
2145,-813,-178.14,-135.09,223.57,-2.49,,,,
2146,-1171,-177.6,-135.6,223.45,-2.49,,,,
2147,-1531,-177.49,-136.48,223.89,-2.49,,,,
2148,-1730,-178.01,-137.27,224.79,-2.48,,,,
2149,-1723,-178.93,-137.52,225.67,-2.49,,,,
2150,-1500,-179.71,-137.14,226.06,-2.49,,,,
2151,-1146,-180.02,-136.47,225.91,-2.49,,,,
2152,-783,-179.91,-135.89,225.47,-2.49,,,,
2153,-569,-179.59,-135.52,224.98,-2.5,,,,
2154,-582,-179.13,-135.32,224.5,-2.49,,,,
2155,-815,-178.53,-135.39,224.06,-2.49,,,,
2156,-1173,-177.98,-135.91,223.94,-2.49,,,,
2157,-1530,-177.87,-136.78,224.38,-2.49,,,,
2158,-1728,-178.4,-137.57,225.28,-2.48,,,,
2159,-1724,-179.32,-137.82,226.16,-2.49,,,,
2160,-1500,-180.1,-137.44,226.55,-2.49,,,,
2161,-1144,-180.41,-136.78,226.4,-2.49,,,,
2162,-782,-180.3,-136.2,225.96,-2.49,,,,
2163,-569,-179.97,-135.82,225.47,-2.5,,,,
2164,-583,-179.51,-135.63,224.99,-2.49,,,,
2165,-813,-178.91,-135.7,224.55,-2.49,,,,
2166,-1170,-178.37,-136.21,224.43,-2.49,,,,
2167,-1531,-178.26,-137.08,224.87,-2.49,,,,
2168,-1728,-178.78,-137.88,225.77,-2.48,,,,
2169,-1723,-179.7,-138.12,226.65,-2.49,,,,
2170,-1500,-180.48,-137.75,227.04,-2.49,,,,
2171,-1145,-180.79,-137.08,226.88,-2.49,,,,
2172,-784,-180.68,-136.5,226.44,-2.49,,,,
2173,-568,-180.35,-136.12,225.96,-2.5,,,,
2174,-581,-179.89,-135.93,225.47,-2.49,,,,
2175,-815,-179.29,-136,225.04,-2.49,,,,
2176,-1171,-178.75,-136.51,224.91,-2.49,,,,
2177,-1530,-178.64,-137.38,225.36,-2.49,,,,
2178,-1730,-179.16,-138.18,226.26,-2.48,,,,
2179,-1723,-180.08,-138.42,227.13,-2.49,,,,
2180,-1500,-180.86,-138.05,227.53,-2.49,,,,
2181,-1144,-181.17,-137.38,227.37,-2.49,,,,
2182,-782,-181.06,-136.8,226.93,-2.49,,,,
2183,-569,-180.73,-136.43,226.44,-2.5,,,,
2184,-583,-180.27,-136.23,225.96,-2.49,,,,
2185,-814,-179.67,-136.3,225.52,-2.49,,,,
2186,-1170,-179.13,-136.81,225.4,-2.49,,,,
2187,-1530,-179.02,-137.68,225.84,-2.49,,,,
2188,-1731,-179.54,-138.48,226.74,-2.48,,,,
2189,-1723,-180.46,-138.72,227.62,-2.49,,,,
2190,-1500,-181.24,-138.35,228.01,-2.49,,,,
2191,-1147,-181.55,-137.68,227.85,-2.49,,,,
2192,-782,-181.44,-137.1,227.41,-2.49,,,,
2193,-570,-181.11,-136.72,226.92,-2.49,,,,
2194,-582,-180.65,-136.52,226.44,-2.49,,,,
2195,-810,-180.05,-136.59,226,-2.49,,,,
2196,-1173,-179.51,-137.11,225.88,-2.49,,,,
2197,-1518,-179.4,-137.97,226.32,-2.49,,,,
2198,-1732,-179.92,-138.77,227.22,-2.48,,,,
2199,-1726,-180.84,-139.01,228.1,-2.49,,,,
2200,-1494,-181.62,-138.64,228.49,-2.49,,,,
2201,-1139,-181.93,-137.97,228.33,-2.49,,,,
2202,-784,-181.81,-137.39,227.89,-2.49,,,,
2203,-570,-181.49,-137.02,227.4,-2.49,,,,
2204,-585,-181.02,-136.82,226.91,-2.49,,,,
2205,-816,-180.42,-136.89,226.47,-2.49,,,,
2206,-1174,-179.88,-137.4,226.35,-2.49,,,,
2207,-1532,-179.76,-138.28,226.79,-2.49,,,,
2208,-1730,-180.29,-139.07,227.69,-2.48,,,,
2209,-1721,-181.2,-139.31,228.57,-2.49,,,,
2210,-1501,-181.99,-138.94,228.96,-2.49,,,,
2211,-1145,-182.29,-138.27,228.8,-2.49,,,,
2212,-785,-182.18,-137.69,228.36,-2.49,,,,
2213,-567,-181.86,-137.31,227.87,-2.49,,,,
2214,-581,-181.39,-137.11,227.38,-2.49,,,,
2215,-814,-180.79,-137.18,226.95,-2.49,,,,
2216,-1172,-180.25,-137.69,226.82,-2.49,,,,
2217,-1530,-180.14,-138.57,227.27,-2.49,,,,
2218,-1729,-180.66,-139.36,228.17,-2.48,,,,
2219,-1721,-181.57,-139.61,229.04,-2.49,,,,
2220,-1501,-182.36,-139.23,229.43,-2.49,,,,
2221,-1144,-182.67,-138.56,229.27,-2.49,,,,
2222,-782,-182.55,-137.98,228.83,-2.49,,,,
2223,-568,-182.23,-137.6,228.35,-2.49,,,,
2224,-582,-181.76,-137.41,227.86,-2.49,,,,
2225,-814,-181.16,-137.48,227.42,-2.49,,,,
2226,-1170,-180.62,-137.99,227.29,-2.49,,,,
2227,-1529,-180.5,-138.86,227.74,-2.49,,,,
2228,-1731,-181.03,-139.65,228.64,-2.48,,,,
2229,-1724,-181.95,-139.9,229.51,-2.49,,,,
2230,-1500,-182.73,-139.52,229.9,-2.49,,,,
2231,-1144,-183.04,-138.85,229.74,-2.49,,,,
2232,-783,-182.92,-138.27,229.3,-2.49,,,,
2233,-569,-182.6,-137.9,228.82,-2.49,,,,
2234,-581,-182.13,-137.7,228.33,-2.49,,,,
2235,-813,-181.53,-137.77,227.89,-2.49,,,,
2236,-1171,-180.99,-138.28,227.76,-2.49,,,,
2237,-1530,-180.87,-139.15,228.21,-2.49,,,,
2238,-1729,-181.4,-139.94,229.1,-2.48,,,,
2239,-1723,-182.31,-140.19,229.98,-2.49,,,,
2240,-1498,-183.09,-139.81,230.37,-2.49,,,,
2241,-1144,-183.4,-139.14,230.21,-2.49,,,,
2242,-784,-183.29,-138.56,229.77,-2.49,,,,
2243,-567,-182.96,-138.18,229.28,-2.49,,,,
2244,-582,-182.5,-137.98,228.79,-2.49,,,,
2245,-816,-181.9,-138.06,228.36,-2.49,,,,
2246,-1172,-181.35,-138.57,228.23,-2.49,,,,
2247,-1530,-181.24,-139.44,228.67,-2.49,,,,
2248,-1729,-181.76,-140.23,229.57,-2.48,,,,
2249,-1725,-182.68,-140.48,230.44,-2.49,,,,
2250,-1499,-183.46,-140.1,230.83,-2.49,,,,
2251,-1143,-183.76,-139.43,230.67,-2.49,,,,
2252,-783,-183.65,-138.85,230.23,-2.49,,,,
2253,-568,-183.32,-138.47,229.75,-2.49,,,,
2254,-581,-182.86,-138.27,229.26,-2.49,,,,
2255,-814,-182.26,-138.35,228.82,-2.49,,,,
2256,-1170,-181.71,-138.85,228.69,-2.49,,,,
2257,-1530,-181.6,-139.73,229.13,-2.49,,,,
2258,-1730,-182.13,-140.52,230.03,-2.48,,,,
2259,-1722,-183.04,-140.76,230.91,-2.49,,,,
2260,-1499,-183.82,-140.38,231.3,-2.49,,,,
2261,-1145,-184.13,-139.71,231.13,-2.49,,,,
2262,-783,-184.01,-139.14,230.69,-2.49,,,,
2263,-568,-183.69,-138.76,230.21,-2.49,,,,
2264,-581,-183.22,-138.56,229.72,-2.49,,,,
2265,-815,-182.62,-138.63,229.28,-2.49,,,,
2266,-1172,-182.07,-139.14,229.15,-2.49,,,,
2267,-1529,-181.96,-140.01,229.59,-2.49,,,,
2268,-1730,-182.48,-140.8,230.49,-2.48,,,,
2269,-1722,-183.4,-141.05,231.37,-2.49,,,,
2270,-1499,-184.18,-140.67,231.75,-2.49,,,,
2271,-1145,-184.49,-140,231.59,-2.49,,,,
2272,-783,-184.37,-139.42,231.15,-2.49,,,,
2273,-568,-184.04,-139.04,230.66,-2.49,,,,
2274,-580,-183.58,-138.84,230.17,-2.49,,,,
2275,-814,-182.98,-138.91,229.74,-2.49,,,,
2276,-1172,-182.43,-139.42,229.61,-2.49,,,,
2277,-1530,-182.32,-140.3,230.05,-2.49,,,,
2278,-1730,-182.84,-141.09,230.95,-2.48,,,,
2279,-1724,-183.76,-141.33,231.82,-2.49,,,,
2280,-1499,-184.54,-140.95,232.21,-2.49,,,,
2281,-1145,-184.84,-140.28,232.05,-2.49,,,,
2282,-783,-184.73,-139.7,231.61,-2.49,,,,
2283,-568,-184.4,-139.33,231.12,-2.49,,,,
2284,-582,-183.94,-139.13,230.63,-2.49,,,,
2285,-813,-183.34,-139.2,230.19,-2.49,,,,
2286,-1173,-182.79,-139.7,230.06,-2.49,,,,
2287,-1531,-182.68,-140.58,230.51,-2.49,,,,
2288,-1729,-183.2,-141.37,231.4,-2.48,,,,
2289,-1725,-184.11,-141.61,232.28,-2.49,,,,
2290,-1500,-184.89,-141.23,232.67,-2.49,,,,
2291,-1144,-185.2,-140.56,232.5,-2.49,,,,
2292,-783,-185.08,-139.98,232.06,-2.49,,,,
2293,-568,-184.76,-139.61,231.57,-2.49,,,,
2294,-582,-184.29,-139.41,231.08,-2.49,,,,
2295,-815,-183.69,-139.48,230.64,-2.49,,,,
2296,-1172,-183.14,-139.99,230.52,-2.49,,,,
2297,-1530,-183.03,-140.86,230.96,-2.49,,,,
2298,-1731,-183.55,-141.65,231.85,-2.48,,,,
2299,-1723,-184.47,-141.9,232.73,-2.49,,,,
2300,-1499,-185.25,-141.52,233.12,-2.49,,,,
2301,-1143,-185.55,-140.85,232.95,-2.49,,,,
2302,-783,-185.44,-140.27,232.51,-2.49,,,,
2303,-568,-185.11,-139.89,232.02,-2.49,,,,
2304,-581,-184.65,-139.69,231.53,-2.49,,,,
2305,-815,-184.04,-139.76,231.09,-2.49,,,,
2306,-1173,-183.49,-140.27,230.97,-2.49,,,,
2307,-1531,-183.38,-141.14,231.41,-2.49,,,,
2308,-1730,-183.9,-141.93,232.3,-2.48,,,,
2309,-1723,-184.82,-142.18,233.18,-2.49,,,,
2310,-1500,-185.6,-141.8,233.56,-2.49,,,,
2311,-1145,-185.9,-141.12,233.4,-2.49,,,,
2312,-782,-185.79,-140.54,232.96,-2.49,,,,
2313,-568,-185.46,-140.17,232.47,-2.49,,,,
2314,-582,-185,-139.97,231.98,-2.49,,,,
2315,-815,-184.39,-140.04,231.54,-2.49,,,,
2316,-1173,-183.84,-140.55,231.41,-2.49,,,,
2317,-1531,-183.73,-141.42,231.85,-2.49,,,,
2318,-1730,-184.25,-142.21,232.75,-2.48,,,,
2319,-1724,-185.17,-142.45,233.62,-2.49,,,,
2320,-1500,-185.95,-142.07,234.01,-2.49,,,,
2321,-1144,-186.25,-141.4,233.85,-2.49,,,,
2322,-782,-186.13,-140.82,233.4,-2.49,,,,
2323,-568,-185.81,-140.45,232.92,-2.49,,,,
2324,-582,-185.34,-140.24,232.42,-2.49,,,,
2325,-813,-184.74,-140.31,231.99,-2.49,,,,
2326,-1172,-184.19,-140.82,231.86,-2.49,,,,
2327,-1532,-184.08,-141.7,232.3,-2.49,,,,
2328,-1730,-184.6,-142.49,233.19,-2.48,,,,
2329,-1723,-185.51,-142.73,234.07,-2.49,,,,
2330,-1500,-186.29,-142.35,234.45,-2.49,,,,
2331,-1142,-186.6,-141.68,234.29,-2.49,,,,
2332,-784,-186.48,-141.1,233.85,-2.49,,,,
2333,-569,-186.15,-140.72,233.36,-2.49,,,,
2334,-580,-185.69,-140.52,232.87,-2.49,,,,
2335,-815,-185.09,-140.59,232.43,-2.49,,,,
2336,-1171,-184.54,-141.1,232.3,-2.49,,,,
2337,-1531,-184.42,-141.97,232.74,-2.49,,,,
2338,-1729,-184.94,-142.76,233.63,-2.48,,,,
2339,-1723,-185.86,-143,234.51,-2.49,,,,
2340,-1500,-186.64,-142.62,234.89,-2.49,,,,
2341,-1143,-186.94,-141.95,234.73,-2.49,,,,
2342,-782,-186.82,-141.37,234.28,-2.49,,,,
2343,-568,-186.5,-140.99,233.8,-2.49,,,,
2344,-581,-186.03,-140.79,233.3,-2.49,,,,
2345,-814,-185.43,-140.86,232.87,-2.49,,,,
2346,-1171,-184.88,-141.37,232.74,-2.49,,,,
2347,-1531,-184.76,-142.24,233.18,-2.49,,,,
2348,-1732,-185.29,-143.03,234.07,-2.48,,,,
2349,-1722,-186.2,-143.28,234.94,-2.49,,,,
2350,-1498,-186.98,-142.9,235.33,-2.49,,,,
2351,-1144,-187.28,-142.23,235.17,-2.49,,,,
2352,-782,-187.17,-141.65,234.72,-2.49,,,,
2353,-569,-186.84,-141.27,234.23,-2.49,,,,
2354,-581,-186.37,-141.07,233.74,-2.49,,,,
2355,-815,-185.77,-141.14,233.3,-2.49,,,,
2356,-1172,-185.22,-141.64,233.17,-2.49,,,,
2357,-1529,-185.1,-142.51,233.61,-2.49,,,,
2358,-1730,-185.63,-143.3,234.51,-2.48,,,,
2359,-1724,-186.54,-143.55,235.38,-2.49,,,,
2360,-1500,-187.32,-143.17,235.76,-2.49,,,,
2361,-1144,-187.62,-142.49,235.6,-2.49,,,,
2362,-783,-187.51,-141.91,235.15,-2.49,,,,
2363,-569,-187.18,-141.54,234.66,-2.49,,,,
2364,-583,-186.71,-141.33,234.17,-2.49,,,,
2365,-813,-186.11,-141.4,233.73,-2.49,,,,
2366,-1172,-185.56,-141.91,233.6,-2.49,,,,
2367,-1530,-185.44,-142.78,234.04,-2.49,,,,
2368,-1730,-185.96,-143.57,234.94,-2.48,,,,
2369,-1723,-186.88,-143.81,235.81,-2.49,,,,
2370,-1498,-187.65,-143.43,236.19,-2.49,,,,
2371,-1143,-187.96,-142.76,236.03,-2.49,,,,
2372,-784,-187.84,-142.18,235.58,-2.49,,,,
2373,-567,-187.51,-141.8,235.09,-2.49,,,,
2374,-580,-187.05,-141.6,234.6,-2.49,,,,
2375,-814,-186.45,-141.67,234.16,-2.49,,,,
2376,-1172,-185.9,-142.18,234.03,-2.49,,,,
2377,-1533,-185.78,-143.05,234.47,-2.49,,,,
2378,-1730,-186.3,-143.84,235.37,-2.48,,,,
2379,-1722,-187.21,-144.08,236.24,-2.49,,,,
2380,-1498,-187.99,-143.7,236.62,-2.49,,,,
2381,-1145,-188.29,-143.03,236.46,-2.49,,,,
2382,-782,-188.18,-142.45,236.01,-2.49,,,,
2383,-568,-187.85,-142.07,235.52,-2.49,,,,
2384,-580,-187.38,-141.87,235.03,-2.49,,,,
2385,-816,-186.78,-141.94,234.59,-2.49,,,,
2386,-1171,-186.23,-142.44,234.46,-2.49,,,,
2387,-1531,-186.11,-143.32,234.9,-2.49,,,,
2388,-1729,-186.63,-144.11,235.79,-2.48,,,,
2389,-1723,-187.55,-144.35,236.66,-2.49,,,,
2390,-1500,-188.32,-143.97,237.05,-2.49,,,,
2391,-1143,-188.63,-143.3,236.88,-2.49,,,,
2392,-782,-188.51,-142.71,236.44,-2.49,,,,
2393,-569,-188.18,-142.34,235.95,-2.49,,,,
2394,-580,-187.72,-142.13,235.46,-2.49,,,,
2395,-814,-187.11,-142.2,235.02,-2.49,,,,
2396,-1173,-186.56,-142.71,234.89,-2.49,,,,
2397,-1531,-186.44,-143.58,235.32,-2.49,,,,
2398,-1729,-186.97,-144.37,236.22,-2.48,,,,
2399,-1723,-187.88,-144.61,237.09,-2.49,,,,
2400,-1499,-188.65,-144.23,237.47,-2.49,,,,
2401,-1145,-188.96,-143.56,237.31,-2.49,,,,
2402,-783,-188.84,-142.98,236.86,-2.49,,,,
2403,-567,-188.51,-142.6,236.37,-2.49,,,,
2404,-583,-188.05,-142.4,235.88,-2.49,,,,
2405,-814,-187.44,-142.47,235.44,-2.49,,,,
2406,-1171,-186.89,-142.97,235.31,-2.49,,,,
2407,-1531,-186.77,-143.84,235.74,-2.49,,,,
2408,-1729,-187.29,-144.63,236.64,-2.48,,,,
2409,-1723,-188.21,-144.87,237.51,-2.49,,,,
2410,-1499,-188.98,-144.49,237.89,-2.49,,,,
2411,-1142,-189.29,-143.82,237.73,-2.49,,,,
2412,-782,-189.17,-143.24,237.28,-2.49,,,,
2413,-568,-188.84,-142.86,236.79,-2.49,,,,
2414,-581,-188.37,-142.66,236.3,-2.49,,,,
2415,-813,-187.77,-142.73,235.86,-2.49,,,,
2416,-1170,-187.22,-143.23,235.73,-2.49,,,,
2417,-1533,-187.1,-144.11,236.16,-2.49,,,,
2418,-1730,-187.62,-144.89,237.06,-2.48,,,,
2419,-1723,-188.53,-145.14,237.93,-2.49,,,,
2420,-1499,-189.31,-144.75,238.31,-2.49,,,,
2421,-1145,-189.62,-144.08,238.15,-2.49,,,,
2422,-783,-189.5,-143.5,237.7,-2.49,,,,
2423,-568,-189.17,-143.12,237.21,-2.49,,,,
2424,-582,-188.7,-142.92,236.71,-2.49,,,,
2425,-816,-188.1,-142.99,236.27,-2.49,,,,
2426,-1172,-187.54,-143.49,236.14,-2.49,,,,
2427,-1531,-187.43,-144.36,236.58,-2.49,,,,
2428,-1728,-187.95,-145.15,237.47,-2.48,,,,
2429,-1722,-188.86,-145.39,238.34,-2.49,,,,
2430,-1498,-189.63,-145.01,238.72,-2.49,,,,
2431,-1144,-189.94,-144.34,238.56,-2.49,,,,
2432,-782,-189.82,-143.76,238.11,-2.49,,,,
2433,-569,-189.49,-143.38,237.62,-2.49,,,,
2434,-583,-189.02,-143.18,237.12,-2.49,,,,
2435,-814,-188.42,-143.24,236.68,-2.49,,,,
2436,-1172,-187.87,-143.75,236.55,-2.49,,,,
2437,-1532,-187.75,-144.62,236.99,-2.49,,,,
2438,-1731,-188.27,-145.41,237.88,-2.48,,,,
2439,-1724,-189.18,-145.65,238.75,-2.49,,,,
2440,-1499,-189.96,-145.27,239.14,-2.49,,,,
2441,-1144,-190.26,-144.6,238.97,-2.49,,,,
2442,-784,-190.14,-144.01,238.52,-2.49,,,,
2443,-567,-189.81,-143.64,238.03,-2.49,,,,
2444,-582,-189.34,-143.43,237.54,-2.49,,,,
2445,-814,-188.74,-143.5,237.1,-2.49,,,,
2446,-1173,-188.19,-144.01,236.97,-2.49,,,,
2447,-1529,-188.07,-144.88,237.4,-2.49,,,,
2448,-1730,-188.59,-145.66,238.29,-2.48,,,,
2449,-1725,-189.5,-145.91,239.17,-2.49,,,,
2450,-1499,-190.28,-145.53,239.55,-2.49,,,,
2451,-1144,-190.58,-144.85,239.38,-2.49,,,,
2452,-783,-190.46,-144.27,238.93,-2.49,,,,
2453,-567,-190.13,-143.89,238.44,-2.49,,,,
2454,-582,-189.67,-143.69,237.95,-2.49,,,,
2455,-815,-189.06,-143.76,237.51,-2.49,,,,
2456,-1171,-188.51,-144.26,237.37,-2.49,,,,
2457,-1532,-188.39,-145.13,237.81,-2.49,,,,
2458,-1731,-188.91,-145.92,238.71,-2.48,,,,
2459,-1723,-189.82,-146.16,239.57,-2.49,,,,
2460,-1499,-190.6,-145.78,239.96,-2.49,,,,
2461,-1144,-190.9,-145.11,239.79,-2.49,,,,
2462,-783,-190.78,-144.52,239.34,-2.49,,,,
2463,-569,-190.45,-144.14,238.85,-2.49,,,,
2464,-582,-189.98,-143.94,238.35,-2.49,,,,
2465,-815,-189.38,-144.01,237.91,-2.49,,,,
2466,-1173,-188.83,-144.51,237.78,-2.49,,,,
2467,-1532,-188.71,-145.39,238.22,-2.49,,,,
2468,-1731,-189.23,-146.17,239.11,-2.48,,,,
2469,-1724,-190.14,-146.42,239.98,-2.49,,,,
2470,-1499,-190.91,-146.03,240.36,-2.49,,,,
2471,-1146,-191.22,-145.36,240.2,-2.49,,,,
2472,-782,-191.1,-144.78,239.75,-2.49,,,,
2473,-569,-190.77,-144.4,239.25,-2.49,,,,
2474,-583,-190.3,-144.19,238.76,-2.49,,,,
2475,-815,-189.69,-144.26,238.32,-2.49,,,,
2476,-1173,-189.14,-144.77,238.18,-2.49,,,,
2477,-1532,-189.02,-145.64,238.62,-2.49,,,,
2478,-1730,-189.54,-146.43,239.51,-2.48,,,,
2479,-1724,-190.45,-146.67,240.38,-2.49,,,,
2480,-1498,-191.23,-146.29,240.76,-2.49,,,,
2481,-1145,-191.53,-145.61,240.6,-2.49,,,,
2482,-783,-191.41,-145.03,240.15,-2.49,,,,
2483,-568,-191.08,-144.65,239.66,-2.49,,,,
2484,-583,-190.61,-144.44,239.16,-2.49,,,,
2485,-815,-190.01,-144.51,238.72,-2.49,,,,
2486,-1172,-189.45,-145.02,238.58,-2.49,,,,
2487,-1531,-189.33,-145.89,239.02,-2.49,,,,
2488,-1731,-189.85,-146.68,239.91,-2.48,,,,
2489,-1724,-190.77,-146.92,240.78,-2.49,,,,
2490,-1500,-191.54,-146.53,241.16,-2.49,,,,
2491,-1144,-191.84,-145.86,241,-2.49,,,,
2492,-784,-191.72,-145.28,240.55,-2.49,,,,
2493,-568,-191.39,-144.9,240.05,-2.49,,,,
2494,-582,-190.92,-144.69,239.56,-2.49,,,,
2495,-815,-190.32,-144.76,239.12,-2.49,,,,
2496,-1172,-189.77,-145.27,238.98,-2.49,,,,
2497,-1531,-189.65,-146.14,239.42,-2.49,,,,
2498,-1729,-190.17,-146.92,240.31,-2.48,,,,
2499,-1722,-191.08,-147.16,241.18,-2.49,,,,
2500,-1499,-191.85,-146.78,241.56,-2.49,,,,
2501,-1143,-192.15,-146.11,241.39,-2.49,,,,
2502,-782,-192.03,-145.53,240.94,-2.49,,,,
2503,-569,-191.7,-145.14,240.45,-2.49,,,,
2504,-581,-191.23,-144.94,239.95,-2.49,,,,
2505,-814,-190.63,-145.01,239.51,-2.49,,,,
2506,-1172,-190.07,-145.51,239.38,-2.49,,,,
2507,-1531,-189.95,-146.38,239.81,-2.49,,,,
2508,-1730,-190.47,-147.17,240.71,-2.48,,,,
2509,-1723,-191.38,-147.41,241.57,-2.49,,,,
2510,-1498,-192.16,-147.03,241.95,-2.49,,,,
2511,-1145,-192.46,-146.35,241.79,-2.49,,,,
2512,-784,-192.34,-145.77,241.34,-2.49,,,,
2513,-569,-192.01,-145.39,240.84,-2.49,,,,
2514,-583,-191.54,-145.18,240.35,-2.49,,,,
2515,-815,-190.93,-145.25,239.9,-2.49,,,,
2516,-1174,-190.38,-145.76,239.77,-2.49,,,,
2517,-1530,-190.26,-146.63,240.2,-2.48,,,,
2518,-1729,-190.78,-147.41,241.1,-2.48,,,,
2519,-1724,-191.69,-147.65,241.96,-2.49,,,,
2520,-1499,-192.46,-147.27,242.35,-2.49,,,,
2521,-1143,-192.77,-146.6,242.18,-2.49,,,,
2522,-782,-192.64,-146.01,241.73,-2.49,,,,
2523,-568,-192.31,-145.63,241.23,-2.49,,,,
2524,-583,-191.84,-145.43,240.74,-2.49,,,,
2525,-814,-191.24,-145.5,240.29,-2.49,,,,
2526,-1173,-190.68,-146,240.16,-2.49,,,,
2527,-1531,-190.56,-146.87,240.59,-2.48,,,,
2528,-1730,-191.08,-147.66,241.49,-2.48,,,,
2529,-1723,-191.99,-147.9,242.35,-2.49,,,,
2530,-1499,-192.77,-147.52,242.73,-2.49,,,,
2531,-1144,-193.07,-146.84,242.57,-2.49,,,,
2532,-783,-192.95,-146.26,242.12,-2.49,,,,
2533,-568,-192.62,-145.88,241.62,-2.49,,,,
2534,-580,-192.15,-145.67,241.13,-2.49,,,,
2535,-815,-191.54,-145.74,240.68,-2.49,,,,
2536,-1172,-190.99,-146.24,240.55,-2.49,,,,
2537,-1531,-190.87,-147.11,240.98,-2.48,,,,
2538,-1729,-191.39,-147.9,241.87,-2.48,,,,
2539,-1723,-192.3,-148.14,242.74,-2.49,,,,
2540,-1500,-193.07,-147.76,243.12,-2.49,,,,
2541,-1143,-193.37,-147.08,242.95,-2.49,,,,
2542,-781,-193.25,-146.5,242.5,-2.49,,,,
2543,-569,-192.92,-146.12,242.01,-2.49,,,,
2544,-582,-192.45,-145.91,241.51,-2.49,,,,
2545,-815,-191.84,-145.98,241.07,-2.49,,,,
2546,-1173,-191.29,-146.48,240.93,-2.49,,,,
2547,-1530,-191.17,-147.35,241.37,-2.48,,,,
2548,-1731,-191.69,-148.14,242.26,-2.48,,,,
2549,-1724,-192.6,-148.38,243.13,-2.49,,,,
2550,-1498,-193.37,-148,243.51,-2.49,,,,
2551,-1143,-193.67,-147.32,243.34,-2.49,,,,
2552,-782,-193.55,-146.74,242.89,-2.49,,,,
2553,-568,-193.22,-146.36,242.39,-2.49,,,,
2554,-581,-192.75,-146.16,241.9,-2.49,,,,
2555,-813,-192.14,-146.22,241.45,-2.49,,,,
2556,-1173,-191.59,-146.73,241.32,-2.49,,,,
2557,-1531,-191.47,-147.6,241.75,-2.48,,,,
2558,-1729,-191.99,-148.38,242.64,-2.48,,,,
2559,-1723,-192.9,-148.62,243.51,-2.49,,,,
2560,-1499,-193.67,-148.24,243.89,-2.49,,,,
2561,-1144,-193.97,-147.56,243.72,-2.49,,,,
2562,-781,-193.85,-146.98,243.27,-2.49,,,,
2563,-565,-193.52,-146.6,242.78,-2.49,,,,
2564,-583,-193.05,-146.4,242.28,-2.49,,,,
2565,-814,-192.44,-146.46,241.84,-2.49,,,,
2566,-1172,-191.89,-146.97,241.7,-2.49,,,,
2567,-1532,-191.77,-147.84,242.14,-2.48,,,,
2568,-1729,-192.29,-148.62,243.03,-2.48,,,,
2569,-1724,-193.2,-148.86,243.89,-2.49,,,,
2570,-1498,-193.97,-148.48,244.27,-2.49,,,,
2571,-1143,-194.27,-147.8,244.1,-2.49,,,,
2572,-782,-194.15,-147.22,243.65,-2.49,,,,
2573,-569,-193.81,-146.84,243.16,-2.49,,,,
2574,-582,-193.35,-146.63,242.66,-2.49,,,,
2575,-814,-192.74,-146.7,242.22,-2.49,,,,
2576,-1172,-192.18,-147.2,242.08,-2.49,,,,
2577,-1532,-192.06,-148.07,242.52,-2.48,,,,
2578,-1730,-192.58,-148.86,243.41,-2.48,,,,
2579,-1722,-193.49,-149.1,244.27,-2.49,,,,
2580,-1498,-194.26,-148.71,244.65,-2.49,,,,
2581,-1143,-194.56,-148.04,244.48,-2.49,,,,
2582,-782,-194.44,-147.46,244.03,-2.49,,,,
2583,-567,-194.11,-147.08,243.53,-2.49,,,,
2584,-581,-193.64,-146.87,243.04,-2.49,,,,
2585,-814,-193.03,-146.94,242.59,-2.49,,,,
2586,-1171,-192.48,-147.44,242.46,-2.49,,,,
