Samp,Signal,I,Q,R,Phi
5300,-879,137.24,-26.23,139.72,-0.19
5301,-951,136.8,-25.73,139.2,-0.19
5302,-1119,136.72,-25.01,138.99,-0.18
5303,-1297,137.11,-24.33,139.25,-0.18
5304,-1415,137.87,-24.05,139.95,-0.17
5305,-1450,138.65,-24.31,140.76,-0.17
5306,-1375,139.07,-24.99,141.3,-0.18
5307,-1218,138.98,-25.74,141.35,-0.18
5308,-1039,138.51,-26.26,140.98,-0.19
5309,-901,137.89,-26.41,140.39,-0.19
5310,-879,137.27,-26.23,139.76,-0.19
5311,-951,136.84,-25.73,139.23,-0.19
5312,-1115,136.75,-25.01,139.02,-0.18
5313,-1297,137.14,-24.34,139.29,-0.18
5314,-1414,137.9,-24.05,139.98,-0.17
5315,-1450,138.68,-24.31,140.8,-0.17
5316,-1374,139.1,-25,141.33,-0.18
5317,-1217,139.01,-25.74,141.38,-0.18
5318,-1041,138.54,-26.26,141.01,-0.19
5319,-902,137.92,-26.42,140.42,-0.19
5320,-879,137.3,-26.23,139.79,-0.19
5321,-951,136.87,-25.73,139.26,-0.19
5322,-1118,136.78,-25.01,139.05,-0.18
5323,-1297,137.17,-24.34,139.32,-0.18
5324,-1417,137.93,-24.05,140.02,-0.17
5325,-1450,138.71,-24.31,140.83,-0.17
5326,-1374,139.13,-24.99,141.36,-0.18
5327,-1214,139.05,-25.74,141.41,-0.18
5328,-1039,138.58,-26.25,141.04,-0.19
5329,-902,137.95,-26.41,140.46,-0.19
5330,-880,137.34,-26.22,139.82,-0.19
5331,-951,136.9,-25.72,139.3,-0.19
5332,-1116,136.81,-25.01,139.08,-0.18
5333,-1296,137.21,-24.33,139.35,-0.18
5334,-1416,137.97,-24.04,140.05,-0.17
5335,-1450,138.75,-24.31,140.86,-0.17
5336,-1375,139.17,-24.99,141.39,-0.18
5337,-1216,139.08,-25.74,141.44,-0.18
5338,-1041,138.61,-26.25,141.07,-0.19
5339,-902,137.98,-26.41,140.49,-0.19
5340,-881,137.37,-26.23,139.85,-0.19
5341,-951,136.93,-25.73,139.33,-0.19
5342,-1116,136.85,-25.01,139.11,-0.18
5343,-1297,137.24,-24.33,139.38,-0.18
5344,-1413,138,-24.04,140.08,-0.17
5345,-1448,138.77,-24.31,140.89,-0.17
5346,-1375,139.2,-24.99,141.42,-0.18
5347,-1216,139.11,-25.74,141.47,-0.18
5348,-1041,138.64,-26.25,141.1,-0.19
5349,-900,138.01,-26.41,140.52,-0.19
5350,-878,137.4,-26.23,139.88,-0.19
5351,-952,136.96,-25.73,139.36,-0.19
5352,-1115,136.88,-25.01,139.14,-0.18
5353,-1297,137.27,-24.33,139.41,-0.18
5354,-1416,138.03,-24.04,140.11,-0.17
5355,-1450,138.81,-24.31,140.92,-0.17
5356,-1374,139.23,-24.99,141.45,-0.18
5357,-1216,139.14,-25.74,141.5,-0.18
5358,-1041,138.67,-26.25,141.13,-0.19
5359,-901,138.04,-26.41,140.55,-0.19
5360,-879,137.43,-26.23,139.91,-0.19
5361,-951,136.99,-25.73,139.39,-0.19
5362,-1116,136.91,-25.01,139.17,-0.18
5363,-1298,137.3,-24.33,139.44,-0.18
5364,-1416,138.06,-24.04,140.14,-0.17
5365,-1449,138.84,-24.31,140.95,-0.17
5366,-1373,139.26,-24.99,141.48,-0.18
5367,-1217,139.17,-25.74,141.53,-0.18
5368,-1039,138.7,-26.25,141.16,-0.19
5369,-901,138.08,-26.41,140.58,-0.19
5370,-881,137.46,-26.22,139.94,-0.19
5371,-950,137.03,-25.72,139.42,-0.19
5372,-1117,136.94,-25.01,139.2,-0.18
5373,-1296,137.33,-24.33,139.47,-0.18
5374,-1415,138.09,-24.04,140.17,-0.17
5375,-1452,138.87,-24.31,140.98,-0.17
5376,-1375,139.29,-24.99,141.52,-0.18
5377,-1217,139.2,-25.74,141.56,-0.18
5378,-1038,138.73,-26.25,141.2,-0.19
5379,-903,138.11,-26.41,140.61,-0.19
5380,-882,137.49,-26.22,139.97,-0.19
5381,-951,137.06,-25.72,139.45,-0.19
5382,-1116,136.97,-25.01,139.23,-0.18
5383,-1298,137.36,-24.33,139.5,-0.18
5384,-1415,138.12,-24.04,140.2,-0.17
5385,-1451,138.9,-24.31,141.01,-0.17
5386,-1374,139.32,-24.99,141.55,-0.18
5387,-1217,139.24,-25.74,141.59,-0.18
5388,-1041,138.76,-26.25,141.22,-0.19
5389,-901,138.14,-26.41,140.64,-0.19
5390,-880,137.53,-26.22,140,-0.19
5391,-952,137.09,-25.72,139.48,-0.19
5392,-1115,137,-25.01,139.27,-0.18
5393,-1297,137.39,-24.33,139.53,-0.18
5394,-1415,138.15,-24.04,140.23,-0.17
5395,-1449,138.93,-24.31,141.04,-0.17
5396,-1376,139.35,-24.99,141.58,-0.18
5397,-1216,139.27,-25.74,141.62,-0.18
5398,-1040,138.79,-26.25,141.25,-0.19
5399,-902,138.17,-26.41,140.67,-0.19
5400,-881,137.55,-26.22,140.03,-0.19
5401,-952,137.12,-25.72,139.51,-0.19
5402,-1116,137.03,-25.01,139.29,-0.18
5403,-1298,137.42,-24.33,139.56,-0.18
5404,-1416,138.18,-24.04,140.26,-0.17
5405,-1450,138.96,-24.31,141.07,-0.17
5406,-1374,139.38,-24.99,141.61,-0.18
5407,-1217,139.3,-25.74,141.65,-0.18
5408,-1040,138.82,-26.25,141.28,-0.19
5409,-900,138.2,-26.41,140.7,-0.19
5410,-880,137.59,-26.22,140.06,-0.19
5411,-949,137.15,-25.72,139.54,-0.19
5412,-1119,137.06,-25,139.33,-0.18
5413,-1296,137.46,-24.33,139.59,-0.18
5414,-1415,138.22,-24.04,140.29,-0.17
5415,-1450,138.99,-24.31,141.1,-0.17
5416,-1373,139.41,-24.99,141.64,-0.18
5417,-1217,139.33,-25.74,141.68,-0.18
5418,-1040,138.85,-26.25,141.31,-0.19
5419,-902,138.23,-26.41,140.73,-0.19
5420,-881,137.62,-26.22,140.09,-0.19
5421,-951,137.18,-25.72,139.57,-0.19
5422,-1115,137.09,-25,139.35,-0.18
5423,-1296,137.48,-24.33,139.62,-0.18
5424,-1416,138.24,-24.04,140.32,-0.17
5425,-1450,139.02,-24.31,141.13,-0.17
5426,-1375,139.44,-24.99,141.67,-0.18
5427,-1217,139.36,-25.74,141.71,-0.18
5428,-1041,138.88,-26.25,141.34,-0.19
5429,-902,138.26,-26.41,140.76,-0.19
5430,-880,137.65,-26.22,140.12,-0.19
5431,-951,137.21,-25.72,139.6,-0.19
5432,-1117,137.12,-25.01,139.38,-0.18
5433,-1297,137.51,-24.33,139.65,-0.18
5434,-1415,138.27,-24.04,140.35,-0.17
5435,-1451,139.05,-24.31,141.16,-0.17
5436,-1377,139.47,-24.99,141.7,-0.18
5437,-1217,139.39,-25.74,141.74,-0.18
5438,-1039,138.92,-26.25,141.37,-0.19
5439,-902,138.29,-26.41,140.79,-0.19
5440,-880,137.68,-26.22,140.15,-0.19
5441,-951,137.24,-25.72,139.63,-0.19
5442,-1116,137.15,-25.01,139.41,-0.18
5443,-1296,137.55,-24.33,139.68,-0.18
5444,-1416,138.31,-24.04,140.38,-0.17
5445,-1450,139.08,-24.31,141.19,-0.17
5446,-1374,139.5,-24.99,141.73,-0.18
5447,-1216,139.42,-25.74,141.77,-0.18
5448,-1040,138.95,-26.25,141.4,-0.19
5449,-901,138.32,-26.41,140.82,-0.19
5450,-880,137.71,-26.22,140.18,-0.19
5451,-949,137.27,-25.72,139.66,-0.19
5452,-1115,137.18,-25.01,139.44,-0.18
5453,-1297,137.58,-24.33,139.71,-0.18
5454,-1415,138.34,-24.04,140.41,-0.17
5455,-1450,139.12,-24.31,141.22,-0.17
5456,-1375,139.54,-24.99,141.76,-0.18
5457,-1218,139.45,-25.74,141.8,-0.18
5458,-1039,138.98,-26.25,141.43,-0.19
5459,-899,138.35,-26.41,140.85,-0.19
5460,-882,137.74,-26.22,140.21,-0.19
5461,-953,137.3,-25.72,139.69,-0.19
5462,-1117,137.21,-25.01,139.47,-0.18
5463,-1297,137.61,-24.33,139.74,-0.18
5464,-1415,138.37,-24.04,140.44,-0.17
5465,-1451,139.15,-24.31,141.25,-0.17
5466,-1375,139.57,-24.99,141.79,-0.18
5467,-1216,139.48,-25.74,141.83,-0.18
5468,-1042,139.01,-26.25,141.46,-0.19
5469,-902,138.38,-26.41,140.88,-0.19
5470,-881,137.77,-26.22,140.24,-0.19
5471,-952,137.33,-25.72,139.72,-0.19
5472,-1115,137.24,-25.01,139.5,-0.18
5473,-1298,137.63,-24.33,139.77,-0.17
5474,-1414,138.39,-24.04,140.47,-0.17
5475,-1450,139.17,-24.31,141.28,-0.17
5476,-1374,139.59,-24.99,141.81,-0.18
5477,-1217,139.5,-25.74,141.86,-0.18
5478,-1040,139.03,-26.25,141.49,-0.19
5479,-901,138.41,-26.41,140.9,-0.19
5480,-879,137.8,-26.22,140.27,-0.19
5481,-952,137.36,-25.72,139.74,-0.19
5482,-1115,137.27,-25.01,139.53,-0.18
5483,-1295,137.66,-24.33,139.8,-0.17
5484,-1415,138.42,-24.04,140.49,-0.17
5485,-1451,139.2,-24.31,141.31,-0.17
5486,-1375,139.62,-24.99,141.84,-0.18
5487,-1216,139.53,-25.74,141.89,-0.18
5488,-1041,139.06,-26.25,141.52,-0.19
5489,-903,138.44,-26.41,140.93,-0.19
5490,-880,137.82,-26.23,140.3,-0.19
5491,-949,137.39,-25.73,139.77,-0.19
5492,-1115,137.3,-25.01,139.56,-0.18
5493,-1297,137.69,-24.34,139.83,-0.17
5494,-1416,138.45,-24.04,140.52,-0.17
5495,-1449,139.23,-24.31,141.34,-0.17
5496,-1375,139.65,-24.99,141.87,-0.18
5497,-1218,139.56,-25.74,141.92,-0.18
5498,-1040,139.09,-26.26,141.55,-0.19
5499,-900,138.47,-26.41,140.96,-0.19
5500,-880,137.85,-26.23,140.33,-0.19
5501,-951,137.42,-25.73,139.8,-0.19
5502,-1116,137.33,-25.01,139.59,-0.18
5503,-1296,137.72,-24.34,139.85,-0.17
5504,-1413,138.48,-24.05,140.55,-0.17
5505,-1452,139.26,-24.31,141.37,-0.17
5506,-1375,139.68,-25,141.9,-0.18
5507,-1217,139.59,-25.75,141.95,-0.18
5508,-1041,139.12,-26.26,141.58,-0.19
5509,-901,138.49,-26.42,140.99,-0.19
5510,-880,137.88,-26.23,140.35,-0.19
5511,-950,137.44,-25.73,139.83,-0.19
5512,-1114,137.36,-25.01,139.62,-0.18
5513,-1296,137.75,-24.34,139.88,-0.17
5514,-1416,138.51,-24.05,140.58,-0.17
5515,-1449,139.29,-24.32,141.39,-0.17
5516,-1374,139.71,-25,141.93,-0.18
5517,-1218,139.62,-25.75,141.97,-0.18
5518,-1041,139.15,-26.26,141.6,-0.19
5519,-900,138.52,-26.42,141.02,-0.19
5520,-877,137.91,-26.23,140.38,-0.19
5521,-950,137.47,-25.73,139.86,-0.19
5522,-1116,137.39,-25.02,139.65,-0.18
5523,-1296,137.78,-24.34,139.91,-0.17
5524,-1415,138.54,-24.05,140.61,-0.17
5525,-1451,139.32,-24.32,141.43,-0.17
5526,-1374,139.74,-25,141.96,-0.18
5527,-1216,139.65,-25.75,142,-0.18
5528,-1038,139.18,-26.26,141.64,-0.19
5529,-902,138.55,-26.42,141.05,-0.19
5530,-881,137.94,-26.23,140.41,-0.19
5531,-950,137.5,-25.73,139.89,-0.19
5532,-1118,137.42,-25.01,139.67,-0.18
5533,-1298,137.81,-24.34,139.94,-0.17
5534,-1416,138.57,-24.05,140.64,-0.17
5535,-1449,139.35,-24.31,141.45,-0.17
5536,-1373,139.77,-25,141.98,-0.18
5537,-1216,139.68,-25.75,142.03,-0.18
5538,-1040,139.21,-26.26,141.66,-0.19
5539,-901,138.58,-26.42,141.08,-0.19
5540,-880,137.97,-26.23,140.44,-0.19
5541,-951,137.53,-25.73,139.92,-0.18
5542,-1117,137.44,-25.01,139.7,-0.18
5543,-1297,137.84,-24.34,139.97,-0.17
5544,-1414,138.6,-24.05,140.67,-0.17
5545,-1451,139.38,-24.31,141.48,-0.17
5546,-1375,139.8,-25,142.01,-0.18
5547,-1216,139.71,-25.74,142.06,-0.18
5548,-1040,139.24,-26.26,141.69,-0.19
5549,-901,138.61,-26.42,141.1,-0.19
5550,-880,138,-26.23,140.47,-0.19
5551,-951,137.56,-25.73,139.94,-0.18
5552,-1117,137.47,-25.01,139.73,-0.18
5553,-1299,137.87,-24.33,140,-0.17
5554,-1417,138.63,-24.04,140.7,-0.17
5555,-1440,139.4,-24.31,141.5,-0.17
5556,-1379,139.82,-24.99,142.04,-0.18
5557,-1219,139.73,-25.74,142.08,-0.18
5558,-1042,139.26,-26.26,141.71,-0.19
5559,-903,138.63,-26.42,141.13,-0.19
5560,-880,138.02,-26.23,140.49,-0.19
5561,-944,137.59,-25.73,139.97,-0.18
5562,-1119,137.5,-25.01,139.76,-0.18
5563,-1291,137.89,-24.34,140.02,-0.17
5564,-1409,138.64,-24.05,140.72,-0.17
5565,-1454,139.43,-24.32,141.53,-0.17
5566,-1378,139.85,-25.01,142.07,-0.18
5567,-1219,139.76,-25.76,142.11,-0.18
5568,-1040,139.29,-26.27,141.74,-0.19
5569,-903,138.66,-26.43,141.16,-0.19
5570,-881,138.05,-26.24,140.52,-0.19
5571,-953,137.61,-25.74,140,-0.18
5572,-1116,137.52,-25.02,139.78,-0.18
5573,-1296,137.91,-24.35,140.05,-0.17
5574,-1416,138.67,-24.06,140.75,-0.17
5575,-1450,139.45,-24.32,141.56,-0.17
5576,-1373,139.87,-25.01,142.09,-0.18
5577,-1217,139.78,-25.75,142.14,-0.18
5578,-1041,139.31,-26.27,141.77,-0.19
5579,-901,138.69,-26.43,141.18,-0.19
5580,-880,138.07,-26.24,140.54,-0.19
5581,-950,137.64,-25.74,140.02,-0.18
5582,-1118,137.55,-25.02,139.81,-0.18
5583,-1299,137.94,-24.34,140.07,-0.17
5584,-1415,138.7,-24.05,140.77,-0.17
5585,-1451,139.48,-24.32,141.59,-0.17
5586,-1375,139.9,-25,142.12,-0.18
5587,-1216,139.81,-25.75,142.17,-0.18
5588,-1040,139.34,-26.27,141.8,-0.19
5589,-901,138.72,-26.42,141.21,-0.19
5590,-881,138.1,-26.24,140.57,-0.19
5591,-952,137.66,-25.74,140.05,-0.18
5592,-1116,137.58,-25.02,139.83,-0.18
5593,-1297,137.97,-24.34,140.1,-0.17
5594,-1415,138.73,-24.05,140.8,-0.17
5595,-1450,139.51,-24.32,141.61,-0.17
5596,-1375,139.93,-25,142.14,-0.18
5597,-1216,139.84,-25.75,142.19,-0.18
5598,-1039,139.37,-26.26,141.82,-0.19
5599,-903,138.74,-26.42,141.23,-0.19
5600,-880,138.13,-26.23,140.6,-0.19
5601,-952,137.69,-25.73,140.07,-0.18
5602,-1117,137.6,-25.02,139.86,-0.18
5603,-1298,138,-24.34,140.13,-0.17
5604,-1417,138.76,-24.05,140.83,-0.17
5605,-1450,139.54,-24.32,141.64,-0.17
5606,-1374,139.96,-25,142.17,-0.18
5607,-1217,139.87,-25.75,142.22,-0.18
5608,-1039,139.4,-26.26,141.85,-0.19
5609,-900,138.77,-26.42,141.26,-0.19
5610,-879,138.16,-26.23,140.63,-0.19
5611,-950,137.72,-25.73,140.1,-0.18
5612,-1116,137.63,-25.02,139.89,-0.18
5613,-1296,138.03,-24.34,140.16,-0.17
5614,-1416,138.79,-24.05,140.85,-0.17
5615,-1451,139.57,-24.32,141.67,-0.17
5616,-1375,139.99,-25,142.2,-0.18
5617,-1216,139.9,-25.75,142.25,-0.18
5618,-1039,139.43,-26.26,141.88,-0.19
5619,-903,138.8,-26.42,141.29,-0.19
5620,-882,138.18,-26.23,140.65,-0.19
5621,-952,137.75,-25.73,140.13,-0.18
5622,-1116,137.66,-25.01,139.91,-0.18
5623,-1299,138.05,-24.34,140.18,-0.17
5624,-1413,138.81,-24.05,140.88,-0.17
5625,-1449,139.59,-24.32,141.69,-0.17
5626,-1374,140.01,-25,142.22,-0.18
5627,-1216,139.92,-25.75,142.27,-0.18
5628,-1040,139.45,-26.26,141.9,-0.19
5629,-901,138.82,-26.42,141.31,-0.19
5630,-879,138.21,-26.23,140.68,-0.19
5631,-952,137.77,-25.73,140.15,-0.18
5632,-1116,137.69,-25.01,139.94,-0.18
5633,-1297,138.08,-24.34,140.21,-0.17
5634,-1414,138.84,-24.05,140.9,-0.17
5635,-1449,139.61,-24.31,141.72,-0.17
5636,-1374,140.03,-25,142.25,-0.18
5637,-1217,139.95,-25.75,142.29,-0.18
5638,-1039,139.47,-26.26,141.92,-0.19
5639,-902,138.85,-26.42,141.34,-0.19
5640,-880,138.24,-26.23,140.7,-0.19
5641,-950,137.8,-25.73,140.18,-0.18
5642,-1117,137.71,-25.01,139.96,-0.18
5643,-1297,138.1,-24.34,140.23,-0.17
5644,-1415,138.86,-24.05,140.93,-0.17
5645,-1448,139.64,-24.31,141.74,-0.17
5646,-1374,140.06,-25,142.27,-0.18
5647,-1218,139.97,-25.75,142.32,-0.18
5648,-1039,139.5,-26.26,141.95,-0.19
5649,-902,138.87,-26.42,141.36,-0.19
5650,-879,138.26,-26.23,140.73,-0.19
5651,-952,137.82,-25.73,140.2,-0.18
5652,-1118,137.74,-25.01,139.99,-0.18
5653,-1296,138.13,-24.34,140.26,-0.17
5654,-1414,138.89,-24.05,140.95,-0.17
5655,-1449,139.66,-24.31,141.76,-0.17
5656,-1375,140.08,-25,142.3,-0.18
5657,-1216,140,-25.74,142.34,-0.18
5658,-1040,139.52,-26.26,141.97,-0.19
5659,-901,138.9,-26.41,141.39,-0.19
5660,-881,138.28,-26.23,140.75,-0.19
5661,-949,137.85,-25.73,140.23,-0.18
5662,-1115,137.76,-25.01,140.01,-0.18
5663,-1297,138.15,-24.34,140.28,-0.17
5664,-1416,138.91,-24.05,140.98,-0.17
5665,-1451,139.69,-24.31,141.79,-0.17
5666,-1374,140.11,-25,142.32,-0.18
5667,-1216,140.02,-25.74,142.37,-0.18
5668,-1040,139.55,-26.26,142,-0.19
5669,-900,138.93,-26.42,141.42,-0.19
5670,-879,138.31,-26.23,140.78,-0.19
5671,-951,137.88,-25.73,140.26,-0.18
5672,-1118,137.79,-25.01,140.04,-0.18
5673,-1297,138.18,-24.34,140.31,-0.17
5674,-1414,138.94,-24.05,141.01,-0.17
5675,-1450,139.72,-24.31,141.82,-0.17
5676,-1375,140.14,-25,142.35,-0.18
5677,-1216,140.05,-25.74,142.4,-0.18
5678,-1038,139.58,-26.25,142.03,-0.19
5679,-902,138.95,-26.41,141.44,-0.19
5680,-880,138.34,-26.23,140.8,-0.19
5681,-950,137.9,-25.73,140.28,-0.18
5682,-1115,137.82,-25.01,140.07,-0.18
5683,-1296,138.21,-24.34,140.33,-0.17
5684,-1418,138.97,-24.05,141.03,-0.17
5685,-1450,139.75,-24.31,141.85,-0.17
5686,-1375,140.17,-25,142.38,-0.18
5687,-1217,140.08,-25.74,142.42,-0.18
5688,-1041,139.61,-26.26,142.05,-0.19
5689,-901,138.98,-26.42,141.47,-0.19
5690,-880,138.37,-26.23,140.83,-0.19
5691,-950,137.93,-25.73,140.31,-0.18
5692,-1117,137.84,-25.01,140.09,-0.18
5693,-1297,138.24,-24.34,140.36,-0.17
5694,-1415,138.99,-24.05,141.06,-0.17
5695,-1450,139.77,-24.31,141.87,-0.17
5696,-1374,140.19,-25,142.4,-0.18
5697,-1217,140.1,-25.74,142.45,-0.18
5698,-1039,139.63,-26.26,142.08,-0.19
5699,-900,139.01,-26.41,141.49,-0.19
5700,-881,138.39,-26.23,140.86,-0.19
5701,-951,137.96,-25.73,140.33,-0.18
5702,-1115,137.87,-25.01,140.12,-0.18
5703,-1297,138.26,-24.34,140.39,-0.17
5704,-1415,139.02,-24.05,141.08,-0.17
5705,-1450,139.8,-24.31,141.9,-0.17
5706,-1374,140.22,-24.99,142.43,-0.18
5707,-1216,140.13,-25.74,142.47,-0.18
5708,-1042,139.66,-26.26,142.1,-0.19
5709,-901,139.03,-26.41,141.52,-0.19
5710,-880,138.42,-26.23,140.88,-0.19
5711,-950,137.98,-25.73,140.36,-0.18
5712,-1117,137.89,-25.01,140.14,-0.18
5713,-1298,138.29,-24.33,140.41,-0.17
5714,-1415,139.04,-24.05,141.11,-0.17
5715,-1449,139.82,-24.31,141.92,-0.17
5716,-1376,140.24,-25,142.45,-0.18
5717,-1217,140.15,-25.74,142.5,-0.18
5718,-1039,139.68,-26.26,142.13,-0.19
5719,-901,139.06,-26.41,141.54,-0.19
5720,-880,138.44,-26.23,140.91,-0.19
5721,-951,138.01,-25.73,140.38,-0.18
5722,-1116,137.92,-25.01,140.17,-0.18
5723,-1295,138.31,-24.34,140.44,-0.17
5724,-1415,139.07,-24.05,141.13,-0.17
5725,-1449,139.85,-24.31,141.95,-0.17
5726,-1372,140.27,-24.99,142.48,-0.18
5727,-1217,140.18,-25.74,142.52,-0.18
5728,-1039,139.71,-26.25,142.15,-0.19
5729,-903,139.08,-26.41,141.57,-0.19
5730,-880,138.47,-26.23,140.93,-0.19
5731,-952,138.03,-25.73,140.4,-0.18
5732,-1118,137.94,-25.01,140.19,-0.18
5733,-1297,138.33,-24.33,140.46,-0.17
5734,-1416,139.09,-24.04,141.16,-0.17
5735,-1451,139.87,-24.31,141.97,-0.17
5736,-1374,140.29,-24.99,142.5,-0.18
5737,-1218,140.2,-25.74,142.55,-0.18
5738,-1040,139.73,-26.25,142.18,-0.19
5739,-901,139.11,-26.41,141.59,-0.19
5740,-881,138.49,-26.22,140.95,-0.19
5741,-951,138.05,-25.72,140.43,-0.18
5742,-1116,137.97,-25.01,140.21,-0.18
5743,-1298,138.36,-24.33,140.48,-0.17
5744,-1415,139.12,-24.04,141.18,-0.17
5745,-1450,139.9,-24.31,141.99,-0.17
5746,-1374,140.32,-24.99,142.52,-0.18
5747,-1214,140.23,-25.74,142.57,-0.18
5748,-1041,139.76,-26.25,142.2,-0.19
5749,-900,139.13,-26.41,141.61,-0.19
5750,-880,138.52,-26.22,140.98,-0.19
5751,-952,138.08,-25.72,140.45,-0.18
5752,-1115,137.99,-25.01,140.24,-0.18
5753,-1298,138.38,-24.33,140.51,-0.17
5754,-1415,139.14,-24.04,141.2,-0.17
5755,-1450,139.92,-24.31,142.02,-0.17
5756,-1375,140.34,-24.99,142.55,-0.18
5757,-1216,140.25,-25.74,142.6,-0.18
5758,-1040,139.78,-26.25,142.22,-0.19
5759,-901,139.15,-26.41,141.64,-0.19
5760,-879,138.54,-26.22,141,-0.19
5761,-952,138.1,-25.72,140.48,-0.18
5762,-1117,138.02,-25,140.26,-0.18
5763,-1296,138.41,-24.33,140.53,-0.17
5764,-1415,139.17,-24.04,141.23,-0.17
5765,-1450,139.95,-24.31,142.04,-0.17
5766,-1374,140.37,-24.99,142.57,-0.18
5767,-1217,140.28,-25.74,142.62,-0.18
5768,-1039,139.81,-26.25,142.25,-0.19
5769,-902,139.18,-26.41,141.66,-0.19
5770,-881,138.57,-26.22,141.02,-0.19
5771,-950,138.13,-25.72,140.5,-0.18
5772,-1117,138.04,-25,140.29,-0.18
5773,-1299,138.43,-24.33,140.55,-0.17
5774,-1415,139.19,-24.04,141.25,-0.17
5775,-1451,139.97,-24.3,142.07,-0.17
5776,-1375,140.39,-24.99,142.6,-0.18
5777,-1217,140.3,-25.74,142.64,-0.18
5778,-1039,139.83,-26.25,142.27,-0.19
5779,-901,139.2,-26.41,141.69,-0.19
5780,-883,138.59,-26.22,141.05,-0.19
5781,-953,138.15,-25.72,140.52,-0.18
5782,-1119,138.06,-25,140.31,-0.18
5783,-1298,138.46,-24.32,140.58,-0.17
5784,-1415,139.22,-24.03,141.27,-0.17
5785,-1452,140,-24.3,142.09,-0.17
5786,-1375,140.41,-24.98,142.62,-0.18
5787,-1217,140.33,-25.73,142.67,-0.18
5788,-1039,139.85,-26.24,142.3,-0.19
5789,-903,139.23,-26.4,141.71,-0.19
5790,-880,138.61,-26.22,141.07,-0.19
5791,-953,138.18,-25.72,140.55,-0.18
5792,-1117,138.09,-25,140.33,-0.18
5793,-1298,138.48,-24.32,140.6,-0.17
5794,-1417,139.24,-24.03,141.3,-0.17
5795,-1449,140.02,-24.3,142.11,-0.17
5796,-1374,140.44,-24.98,142.64,-0.18
5797,-1215,140.35,-25.73,142.69,-0.18
5798,-1040,139.88,-26.24,142.32,-0.19
5799,-902,139.25,-26.4,141.73,-0.19
5800,-880,138.64,-26.21,141.09,-0.19
5801,-953,138.2,-25.71,140.57,-0.18
5802,-1119,138.11,-24.99,140.36,-0.18
5803,-1298,138.5,-24.32,140.62,-0.17
5804,-1415,139.26,-24.03,141.32,-0.17
5805,-1449,140.04,-24.29,142.13,-0.17
5806,-1374,140.46,-24.98,142.66,-0.18
5807,-1217,140.37,-25.73,142.71,-0.18
5808,-1039,139.9,-26.24,142.34,-0.19
5809,-902,139.27,-26.4,141.75,-0.19
5810,-881,138.66,-26.21,141.11,-0.19
5811,-951,138.22,-25.71,140.59,-0.18
5812,-1117,138.13,-24.99,140.38,-0.18
5813,-1296,138.53,-24.32,140.64,-0.17
5814,-1416,139.29,-24.03,141.34,-0.17
5815,-1448,140.06,-24.29,142.15,-0.17
5816,-1371,140.48,-24.97,142.68,-0.18
5817,-1218,140.39,-25.72,142.73,-0.18
5818,-1041,139.92,-26.24,142.36,-0.19
5819,-901,139.29,-26.39,141.77,-0.19
5820,-881,138.68,-26.21,141.13,-0.19
5821,-952,138.24,-25.71,140.61,-0.18
5822,-1118,138.16,-24.99,140.4,-0.18
5823,-1296,138.55,-24.31,140.66,-0.17
5824,-1414,139.3,-24.02,141.36,-0.17
5825,-1449,140.08,-24.29,142.17,-0.17
5826,-1373,140.5,-24.97,142.7,-0.18
5827,-1217,140.41,-25.72,142.75,-0.18
5828,-1039,139.94,-26.23,142.38,-0.19
5829,-900,139.32,-26.39,141.79,-0.19
5830,-881,138.7,-26.2,141.16,-0.19
5831,-952,138.26,-25.7,140.63,-0.18
5832,-1115,138.18,-24.99,140.42,-0.18
5833,-1296,138.57,-24.31,140.69,-0.17
5834,-1416,139.33,-24.02,141.38,-0.17
5835,-1450,140.11,-24.29,142.2,-0.17
5836,-1374,140.53,-24.97,142.73,-0.18
5837,-1217,140.44,-25.72,142.77,-0.18
5838,-1039,139.96,-26.23,142.4,-0.19
5839,-902,139.34,-26.39,141.82,-0.19
5840,-879,138.73,-26.2,141.18,-0.19
5841,-951,138.29,-25.7,140.66,-0.18
5842,-1116,138.2,-24.99,140.44,-0.18
5843,-1296,138.59,-24.31,140.71,-0.17
5844,-1416,139.35,-24.02,141.41,-0.17
5845,-1449,140.13,-24.29,142.22,-0.17
5846,-1373,140.55,-24.97,142.75,-0.18
5847,-1216,140.46,-25.72,142.8,-0.18
5848,-1039,139.99,-26.23,142.42,-0.19
5849,-901,139.36,-26.39,141.84,-0.19
5850,-879,138.75,-26.2,141.2,-0.19
5851,-953,138.31,-25.7,140.68,-0.18
5852,-1118,138.22,-24.98,140.46,-0.18
5853,-1297,138.62,-24.31,140.73,-0.17
5854,-1415,139.37,-24.02,141.43,-0.17
5855,-1451,140.15,-24.29,142.24,-0.17
5856,-1373,140.57,-24.97,142.77,-0.18
5857,-1216,140.48,-25.72,142.82,-0.18
5858,-1041,140.01,-26.23,142.45,-0.19
5859,-900,139.39,-26.39,141.86,-0.19
5860,-880,138.77,-26.2,141.22,-0.19
5861,-951,138.33,-25.7,140.7,-0.18
5862,-1115,138.25,-24.98,140.49,-0.18
5863,-1299,138.64,-24.31,140.75,-0.17
5864,-1415,139.4,-24.02,141.45,-0.17
5865,-1449,140.18,-24.28,142.26,-0.17
5866,-1374,140.6,-24.97,142.79,-0.18
5867,-1216,140.51,-25.72,142.84,-0.18
5868,-1041,140.03,-26.23,142.47,-0.19
