Samp,Signal,I,Q,R,Phi
2485,-1504,276.2,389.85,477.78,0.95
2486,-741,276.3,389.23,477.33,0.95
2487,-129,276.13,388.91,476.97,0.95
2488,31,275.97,388.68,476.68,0.95
2489,-165,275.7,388.4,476.3,0.95
2490,-789,275.05,388.31,475.86,0.95
2491,-1526,274.32,388.84,475.86,0.96
2492,-2124,274.14,389.93,476.66,0.96
2493,-2345,274.84,390.88,477.83,0.96
2494,-2108,275.92,391.04,478.59,0.96
2495,-1503,276.65,390.5,478.57,0.95
2496,-742,276.75,389.88,478.12,0.95
2497,-128,276.58,389.56,477.75,0.95
2498,30,276.41,389.33,477.47,0.95
2499,-165,276.14,389.05,477.09,0.95
2500,-790,275.5,388.96,476.64,0.95
2501,-1527,274.76,389.49,476.65,0.96
2502,-2124,274.59,390.58,477.44,0.96
2503,-2345,275.28,391.53,478.61,0.96
2504,-2106,276.36,391.69,479.37,0.96
2505,-1504,277.09,391.15,479.35,0.95
2506,-743,277.19,390.53,478.9,0.95
2507,-130,277.02,390.2,478.53,0.95
2508,31,276.85,389.97,478.25,0.95
2509,-165,276.58,389.7,477.87,0.95
2510,-790,275.93,389.6,477.42,0.95
2511,-1527,275.2,390.13,477.43,0.96
2512,-2124,275.02,391.22,478.22,0.96
2513,-2345,275.72,392.17,479.39,0.96
2514,-2108,276.8,392.33,480.15,0.96
2515,-1504,277.53,391.79,480.13,0.95
2516,-742,277.63,391.17,479.68,0.95
2517,-130,277.45,390.84,479.31,0.95
2518,30,277.29,390.61,479.03,0.95
2519,-165,277.02,390.34,478.65,0.95
2520,-790,276.37,390.24,478.2,0.95
2521,-1526,275.64,390.77,478.2,0.96
2522,-2124,275.46,391.86,478.99,0.96
2523,-2345,276.15,392.81,480.17,0.96
2524,-2107,277.24,392.97,480.92,0.96
2525,-1503,277.96,392.43,480.9,0.95
2526,-742,278.06,391.81,480.45,0.95
2527,-129,277.89,391.48,480.08,0.95
2528,30,277.72,391.25,479.8,0.95
2529,-165,277.45,390.97,479.42,0.95
2530,-792,276.8,390.88,478.97,0.95
2531,-1527,276.07,391.41,478.97,0.96
2532,-2124,275.89,392.5,479.76,0.96
2533,-2345,276.59,393.45,480.94,0.96
2534,-2107,277.67,393.61,481.69,0.96
2535,-1502,278.39,393.07,481.67,0.95
2536,-741,278.49,392.44,481.22,0.95
2537,-131,278.32,392.12,480.85,0.95
2538,29,278.15,391.88,480.57,0.95
2539,-165,277.88,391.61,480.18,0.95
2540,-790,277.23,391.51,479.73,0.95
2541,-1528,276.5,392.04,479.74,0.96
2542,-2124,276.32,393.13,480.53,0.96
2543,-2345,277.01,394.08,481.7,0.96
2544,-2106,278.1,394.24,482.45,0.96
2545,-1501,278.82,393.7,482.43,0.95
2546,-744,278.92,393.07,481.98,0.95
2547,-132,278.74,392.74,481.61,0.95
2548,28,278.58,392.51,481.32,0.95
2549,-166,278.31,392.23,480.94,0.95
2550,-792,277.66,392.14,480.49,0.95
2551,-1529,276.92,392.67,480.49,0.96
2552,-2126,276.75,393.76,481.28,0.96
2553,-2345,277.44,394.7,482.45,0.96
2554,-2107,278.52,394.86,483.21,0.96
2555,-1502,279.24,394.32,483.19,0.95
2556,-742,279.34,393.7,482.73,0.95
2557,-128,279.17,393.37,482.37,0.95
2558,30,279,393.14,482.08,0.95
2559,-166,278.73,392.86,481.69,0.95
2560,-790,278.08,392.77,481.24,0.95
2561,-1526,277.34,393.3,481.25,0.96
2562,-2124,277.17,394.38,482.04,0.96
2563,-2346,277.86,395.33,483.21,0.96
2564,-2107,278.95,395.49,483.96,0.96
2565,-1502,279.67,394.95,483.94,0.95
2566,-741,279.77,394.32,483.49,0.95
2567,-131,279.59,393.99,483.12,0.95
2568,29,279.42,393.76,482.83,0.95
2569,-166,279.15,393.48,482.44,0.95
2570,-791,278.5,393.39,481.99,0.95
2571,-1527,277.76,393.92,482,0.96
2572,-2124,277.59,395,482.79,0.96
2573,-2344,278.28,395.95,483.96,0.96
2574,-2106,279.36,396.11,484.71,0.96
2575,-1502,280.09,395.57,484.69,0.95
2576,-742,280.18,394.94,484.23,0.95
2577,-129,280.01,394.61,483.86,0.95
2578,31,279.84,394.38,483.58,0.95
2579,-164,279.57,394.1,483.19,0.95
2580,-789,278.92,394.01,482.74,0.95
2581,-1526,278.18,394.53,482.75,0.96
2582,-2124,278.01,395.62,483.53,0.96
2583,-2345,278.7,396.56,484.7,0.96
2584,-2106,279.78,396.72,485.46,0.96
2585,-1501,280.5,396.18,485.43,0.95
2586,-743,280.6,395.56,484.98,0.95
2587,-129,280.43,395.23,484.61,0.95
2588,30,280.26,394.99,484.32,0.95
2589,-165,279.99,394.71,483.93,0.95
2590,-790,279.34,394.62,483.48,0.95
2591,-1527,278.6,395.15,483.49,0.96
2592,-2124,278.42,396.23,484.27,0.96
2593,-2343,279.11,397.17,485.44,0.96
2594,-2107,280.2,397.33,486.19,0.96
2595,-1502,280.92,396.79,486.17,0.95
2596,-743,281.02,396.17,485.71,0.95
2597,-132,280.84,395.83,485.34,0.95
2598,28,280.67,395.6,485.05,0.95
2599,-168,280.4,395.32,484.66,0.95
2600,-791,279.75,395.22,484.21,0.95
2601,-1526,279.01,395.75,484.22,0.96
2602,-2124,278.83,396.84,485,0.96
2603,-2344,279.53,397.78,486.17,0.96
2604,-2107,280.61,397.94,486.92,0.96
2605,-1502,281.33,397.4,486.9,0.95
2606,-742,281.43,396.77,486.44,0.95
2607,-132,281.25,396.44,486.07,0.95
2608,29,281.08,396.2,485.78,0.95
2609,-166,280.81,395.92,485.39,0.95
2610,-791,280.16,395.83,484.94,0.95
2611,-1527,279.42,396.35,484.95,0.96
2612,-2125,279.24,397.44,485.73,0.96
2613,-2345,279.93,398.38,486.9,0.96
2614,-2106,281.02,398.54,487.65,0.96
2615,-1503,281.74,398,487.63,0.95
2616,-742,281.83,397.37,487.17,0.95
2617,-128,281.66,397.04,486.8,0.95
2618,30,281.49,396.81,486.51,0.95
2619,-166,281.22,396.53,486.12,0.95
2620,-790,280.57,396.43,485.67,0.95
2621,-1527,279.83,396.96,485.67,0.96
2622,-2124,279.65,398.04,486.46,0.96
2623,-2345,280.34,398.98,487.63,0.96
2624,-2108,281.43,399.14,488.38,0.96
2625,-1503,282.15,398.6,488.35,0.95
2626,-742,282.24,397.97,487.9,0.95
2627,-129,282.07,397.64,487.52,0.95
2628,31,281.9,397.41,487.24,0.95
2629,-165,281.62,397.13,486.85,0.95
2630,-789,280.98,397.03,486.39,0.95
2631,-1527,280.24,397.56,486.4,0.96
2632,-2125,280.06,398.64,487.18,0.96
2633,-2343,280.75,399.58,488.35,0.96
2634,-2107,281.83,399.74,489.1,0.96
2635,-1501,282.55,399.2,489.07,0.95
2636,-742,282.65,398.57,488.62,0.95
2637,-131,282.47,398.24,488.24,0.95
2638,29,282.3,398,487.95,0.95
2639,-167,282.03,397.72,487.56,0.95
2640,-792,281.38,397.62,487.11,0.95
2641,-1528,280.64,398.15,487.11,0.96
2642,-2126,280.46,399.23,487.9,0.96
2643,-2345,281.15,400.17,489.06,0.96
2644,-2107,282.23,400.33,489.82,0.96
2645,-1502,282.95,399.79,489.79,0.95
2646,-742,283.05,399.16,489.33,0.95
2647,-128,282.87,398.83,488.96,0.95
2648,29,282.7,398.59,488.67,0.95
2649,-165,282.43,398.31,488.28,0.95
2650,-791,281.78,398.22,487.82,0.95
2651,-1528,281.03,398.74,487.83,0.96
2652,-2124,280.86,399.83,488.61,0.96
2653,-2345,281.55,400.77,489.78,0.96
2654,-2106,282.63,400.92,490.53,0.96
2655,-1503,283.35,400.38,490.5,0.95
2656,-742,283.45,399.75,490.04,0.95
2657,-129,283.27,399.42,489.67,0.95
2658,30,283.1,399.18,489.38,0.95
2659,-166,282.82,398.9,488.99,0.95
2660,-792,282.17,398.8,488.53,0.96
2661,-1528,281.43,399.33,488.54,0.96
2662,-2124,281.25,400.41,489.32,0.96
2663,-2345,281.94,401.35,490.49,0.96
2664,-2108,283.03,401.51,491.24,0.96
2665,-1502,283.75,400.97,491.21,0.95
2666,-743,283.84,400.34,490.75,0.95
2667,-131,283.66,400,490.37,0.95
2668,30,283.5,399.77,490.09,0.95
2669,-165,283.22,399.48,489.69,0.95
2670,-791,282.57,399.39,489.24,0.96
2671,-1529,281.83,399.91,489.24,0.96
2672,-2127,281.65,401,490.03,0.96
2673,-2344,282.34,401.94,491.19,0.96
2674,-2107,283.42,402.09,491.94,0.96
2675,-1501,284.14,401.55,491.91,0.95
2676,-743,284.23,400.92,491.45,0.95
2677,-129,284.06,400.59,491.08,0.95
2678,30,283.89,400.35,490.79,0.95
2679,-166,283.61,400.07,490.4,0.95
2680,-791,282.96,399.97,489.94,0.96
2681,-1527,282.22,400.49,489.94,0.96
2682,-2125,282.04,401.58,490.73,0.96
2683,-2343,282.73,402.51,491.89,0.96
2684,-2106,283.81,402.67,492.64,0.96
2685,-1501,284.53,402.13,492.61,0.96
2686,-742,284.62,401.5,492.15,0.95
2687,-121,284.45,401.17,491.78,0.95
2688,32,284.28,400.93,491.49,0.95
2689,-167,284,400.65,491.1,0.95
2690,-792,283.35,400.55,490.64,0.96
2691,-1529,282.61,401.08,490.64,0.96
2692,-2126,282.43,402.16,491.42,0.96
2693,-2346,283.12,403.1,492.59,0.96
2694,-2107,284.2,403.25,493.34,0.96
2695,-1501,284.92,402.71,493.31,0.96
2696,-739,285.01,402.08,492.85,0.95
2697,-131,284.83,401.75,492.47,0.95
2698,28,284.66,401.51,492.18,0.95
2699,-166,284.38,401.22,491.79,0.95
2700,-792,283.73,401.13,491.33,0.96
2701,-1530,282.99,401.65,491.33,0.96
2702,-2125,282.81,402.73,492.12,0.96
2703,-2345,283.5,403.67,493.28,0.96
2704,-2107,284.58,403.83,494.03,0.96
2705,-1501,285.3,403.28,494,0.96
2706,-742,285.39,402.65,493.54,0.95
2707,-131,285.21,402.32,493.16,0.95
2708,29,285.05,402.08,492.87,0.95
2709,-167,284.77,401.79,492.47,0.95
2710,-791,284.12,401.7,492.02,0.96
2711,-1528,283.37,402.22,492.02,0.96
2712,-2124,283.2,403.3,492.8,0.96
2713,-2345,283.88,404.24,493.96,0.96
2714,-2107,284.96,404.39,494.71,0.96
2715,-1501,285.68,403.85,494.68,0.96
2716,-743,285.78,403.22,494.22,0.95
2717,-130,285.6,402.88,493.84,0.95
2718,29,285.43,402.64,493.55,0.95
2719,-165,285.15,402.36,493.16,0.95
2720,-792,284.5,402.26,492.7,0.96
2721,-1529,283.75,402.78,492.7,0.96
2722,-2125,283.58,403.87,493.48,0.96
2723,-2344,284.26,404.8,494.64,0.96
2724,-2106,285.34,404.96,495.39,0.96
2725,-1502,286.06,404.41,495.36,0.96
2726,-741,286.16,403.78,494.9,0.95
2727,-131,285.98,403.45,494.52,0.95
2728,30,285.81,403.21,494.23,0.95
2729,-166,285.53,402.92,493.83,0.95
2730,-791,284.88,402.82,493.38,0.96
2731,-1528,284.13,403.35,493.38,0.96
2732,-2126,283.96,404.43,494.16,0.96
2733,-2345,284.64,405.37,495.32,0.96
2734,-2107,285.72,405.52,496.07,0.96
2735,-1502,286.44,404.97,496.04,0.96
2736,-743,286.53,404.34,495.57,0.95
2737,-132,286.35,404.01,495.2,0.95
2738,28,286.19,403.77,494.9,0.95
2739,-166,285.91,403.48,494.51,0.95
2740,-791,285.25,403.38,494.05,0.96
2741,-1529,284.51,403.9,494.05,0.96
2742,-2126,284.33,404.99,494.83,0.96
2743,-2344,285.02,405.92,495.99,0.96
2744,-2106,286.1,406.08,496.74,0.96
2745,-1500,286.81,405.53,496.71,0.96
2746,-742,286.91,404.9,496.24,0.95
2747,-129,286.73,404.56,495.87,0.95
2748,31,286.56,404.32,495.57,0.95
2749,-167,286.28,404.04,495.18,0.95
2750,-792,285.63,403.94,494.72,0.96
2751,-1528,284.88,404.46,494.72,0.96
2752,-2125,284.7,405.54,495.5,0.96
2753,-2344,285.39,406.48,496.66,0.96
2754,-2107,286.47,406.63,497.41,0.96
2755,-1500,287.19,406.08,497.37,0.96
2756,-742,287.28,405.45,496.91,0.95
2757,-130,287.1,405.12,496.53,0.95
2758,30,286.93,404.88,496.24,0.95
2759,-166,286.65,404.59,495.84,0.95
2760,-792,286,404.49,495.39,0.96
2761,-1529,285.25,405.01,495.38,0.96
2762,-2125,285.07,406.09,496.16,0.96
2763,-2342,285.76,407.03,497.32,0.96
2764,-2105,286.84,407.18,498.07,0.96
2765,-1502,287.55,406.63,498.03,0.96
2766,-741,287.65,406,497.57,0.95
2767,-131,287.47,405.66,497.19,0.95
2768,30,287.3,405.42,496.9,0.95
2769,-167,287.02,405.14,496.5,0.95
2770,-793,286.36,405.04,496.04,0.96
2771,-1527,285.62,405.56,496.04,0.96
2772,-2124,285.44,406.64,496.82,0.96
2773,-2345,286.13,407.57,497.98,0.96
2774,-2107,287.21,407.73,498.73,0.96
2775,-1501,287.92,407.18,498.69,0.96
2776,-741,288.01,406.55,498.23,0.95
2777,-129,287.83,406.21,497.85,0.95
2778,29,287.66,405.97,497.56,0.95
2779,-166,287.38,405.68,497.16,0.95
2780,-790,286.73,405.58,496.7,0.96
2781,-1527,285.99,406.1,496.7,0.96
2782,-2126,285.81,407.18,497.48,0.96
2783,-2344,286.49,408.12,498.64,0.96
2784,-2107,287.57,408.27,499.38,0.96
2785,-1502,288.29,407.72,499.35,0.96
2786,-744,288.38,407.09,498.89,0.95
2787,-130,288.2,406.75,498.51,0.95
2788,30,288.03,406.51,498.21,0.95
2789,-167,287.75,406.22,497.81,0.95
2790,-791,287.1,406.12,497.35,0.96
2791,-1528,286.35,406.64,497.35,0.96
2792,-2126,286.17,407.72,498.13,0.96
2793,-2343,286.86,408.66,499.29,0.96
2794,-2108,287.94,408.81,500.03,0.96
2795,-1502,288.65,408.26,500,0.96
2796,-742,288.75,407.63,499.54,0.95
2797,-130,288.57,407.29,499.16,0.95
2798,30,288.4,407.05,498.86,0.95
2799,-166,288.12,406.76,498.46,0.95
2800,-792,287.46,406.66,498,0.96
2801,-1528,286.72,407.18,498,0.96
2802,-2127,286.54,408.26,498.78,0.96
2803,-2345,287.22,409.2,499.94,0.96
2804,-2106,288.3,409.35,500.68,0.96
2805,-1501,289.02,408.8,500.65,0.96
2806,-740,289.11,408.17,500.18,0.95
2807,-129,288.93,407.83,499.8,0.95
2808,33,288.76,407.59,499.51,0.95
2809,-159,288.48,407.3,499.12,0.95
2810,-792,287.83,407.2,498.66,0.96
2811,-1533,287.08,407.72,498.65,0.96
2812,-2128,286.9,408.81,499.43,0.96
2813,-2349,287.59,409.74,500.59,0.96
2814,-2108,288.66,409.89,501.34,0.96
2815,-1503,289.38,409.34,501.3,0.96
2816,-739,289.47,408.71,500.84,0.95
2817,-123,289.29,408.38,500.46,0.95
2818,26,289.12,408.13,500.16,0.95
2819,-171,288.83,407.85,499.76,0.95
2820,-793,288.18,407.74,499.3,0.96
2821,-1530,287.43,408.26,499.3,0.96
2822,-2126,287.25,409.34,500.08,0.96
2823,-2345,287.94,410.28,501.23,0.96
2824,-2105,289.02,410.43,501.98,0.96
2825,-1499,289.73,409.88,501.94,0.96
2826,-742,289.82,409.25,501.48,0.95
2827,-130,289.64,408.91,501.09,0.95
2828,30,289.47,408.67,500.8,0.95
2829,-166,289.19,408.38,500.4,0.95
2830,-792,288.53,408.27,499.94,0.96
2831,-1530,287.79,408.79,499.93,0.96
2832,-2126,287.61,409.87,500.71,0.96
2833,-2345,288.29,410.81,501.87,0.96
2834,-2107,289.37,410.96,502.61,0.96
2835,-1502,290.08,410.41,502.58,0.96
2836,-742,290.18,409.77,502.11,0.95
2837,-129,289.99,409.44,501.73,0.95
2838,31,289.82,409.19,501.43,0.95
2839,-167,289.54,408.9,501.04,0.95
2840,-792,288.89,408.8,500.57,0.96
2841,-1527,288.14,409.32,500.57,0.96
2842,-2126,287.96,410.4,501.35,0.96
2843,-2345,288.64,411.33,502.5,0.96
2844,-2104,289.72,411.48,503.25,0.96
2845,-1501,290.43,410.93,503.21,0.96
2846,-741,290.53,410.3,502.74,0.95
2847,-131,290.34,409.96,502.36,0.95
2848,30,290.17,409.72,502.06,0.95
2849,-166,289.89,409.43,501.66,0.95
2850,-794,289.23,409.32,501.2,0.96
2851,-1530,288.49,409.84,501.2,0.96
2852,-2125,288.31,410.92,501.97,0.96
2853,-2344,288.99,411.85,503.13,0.96
2854,-2105,290.07,412,503.87,0.96
2855,-1500,290.78,411.45,503.83,0.96
2856,-741,290.87,410.82,503.37,0.95
2857,-129,290.69,410.48,502.98,0.95
2858,30,290.52,410.24,502.69,0.95
2859,-167,290.24,409.95,502.29,0.95
2860,-791,289.58,409.84,501.82,0.96
2861,-1529,288.83,410.36,501.82,0.96
2862,-2126,288.65,411.44,502.6,0.96
2863,-2345,289.34,412.37,503.75,0.96
2864,-2107,290.41,412.52,504.5,0.96
2865,-1500,291.13,411.97,504.46,0.96
2866,-742,291.22,411.34,503.99,0.95
2867,-130,291.04,411,503.61,0.95
2868,29,290.86,410.75,503.31,0.95
2869,-167,290.58,410.46,502.91,0.95
2870,-792,289.93,410.36,502.45,0.96
2871,-1530,289.18,410.88,502.44,0.96
2872,-2126,289,411.96,503.22,0.96
2873,-2343,289.68,412.89,504.37,0.96
2874,-2107,290.76,413.04,505.11,0.96
2875,-1503,291.47,412.49,505.08,0.96
2876,-739,291.56,411.85,504.61,0.95
2877,-130,291.38,411.51,504.23,0.95
2878,30,291.21,411.27,503.93,0.95
2879,-167,290.93,410.98,503.53,0.95
2880,-793,290.27,410.87,503.06,0.96
2881,-1527,289.52,411.39,503.06,0.96
2882,-2125,289.34,412.47,503.83,0.96
2883,-2343,290.02,413.4,504.99,0.96
2884,-2105,291.1,413.55,505.73,0.96
2885,-1500,291.81,413,505.69,0.96
2886,-740,291.9,412.36,505.22,0.95
2887,-131,291.72,412.02,504.84,0.95
2888,29,291.55,411.78,504.54,0.95
2889,-165,291.26,411.49,504.14,0.95
2890,-790,290.61,411.38,503.67,0.96
2891,-1529,289.86,411.9,503.67,0.96
2892,-2125,289.68,412.97,504.44,0.96
2893,-2343,290.36,413.91,505.6,0.96
2894,-2106,291.44,414.05,506.34,0.96
2895,-1502,292.15,413.5,506.3,0.96
2896,-743,292.24,412.87,505.83,0.95
2897,-130,292.06,412.52,505.45,0.95
2898,30,291.89,412.28,505.15,0.95
2899,-167,291.61,411.99,504.75,0.95
2900,-792,290.95,411.88,504.28,0.96
2901,-1528,290.2,412.4,504.28,0.96
2902,-2125,290.02,413.48,505.05,0.96
2903,-2344,290.7,414.41,506.21,0.96
2904,-2106,291.78,414.56,506.95,0.96
2905,-1499,292.49,414.01,506.9,0.96
2906,-741,292.58,413.37,506.44,0.95
2907,-131,292.4,413.03,506.05,0.95
2908,30,292.22,412.78,505.75,0.95
2909,-166,291.94,412.49,505.35,0.95
2910,-792,291.29,412.39,504.89,0.96
2911,-1529,290.54,412.9,504.88,0.96
2912,-2126,290.36,413.98,505.65,0.96
2913,-2344,291.04,414.91,506.81,0.96
2914,-2106,292.11,415.06,507.55,0.96
2915,-1499,292.83,414.51,507.51,0.96
2916,-741,292.92,413.87,507.04,0.95
2917,-129,292.73,413.53,506.66,0.95
2918,30,292.56,413.29,506.36,0.95
2919,-167,292.28,412.99,505.95,0.95
2920,-794,291.62,412.89,505.49,0.96
2921,-1528,290.87,413.41,505.48,0.96
2922,-2125,290.69,414.48,506.25,0.96
2923,-2343,291.37,415.41,507.41,0.96
2924,-2105,292.44,415.56,508.15,0.96
2925,-1499,293.16,415.01,508.11,0.96
2926,-740,293.25,414.37,507.64,0.95
2927,-129,293.06,414.03,507.25,0.95
2928,30,292.89,413.78,506.95,0.95
2929,-167,292.6,413.49,506.55,0.95
2930,-792,291.95,413.39,506.08,0.96
2931,-1531,291.2,413.9,506.08,0.96
2932,-2127,291.02,414.98,506.85,0.96
2933,-2344,291.7,415.91,508.01,0.96
2934,-2104,292.77,416.06,508.74,0.96
2935,-1501,293.49,415.5,508.7,0.96
2936,-741,293.57,414.87,508.23,0.95
2937,-130,293.39,414.52,507.85,0.95
2938,30,293.22,414.28,507.55,0.95
2939,-166,292.93,413.99,507.14,0.95
2940,-794,292.28,413.88,506.68,0.96
2941,-1530,291.53,414.4,506.67,0.96
2942,-2124,291.34,415.47,507.44,0.96
2943,-2345,292.03,416.4,508.6,0.96
2944,-2106,293.1,416.55,509.34,0.96
2945,-1499,293.81,416,509.29,0.96
2946,-741,293.9,415.36,508.82,0.95
2947,-131,293.72,415.02,508.44,0.95
2948,30,293.54,414.77,508.14,0.95
2949,-167,293.26,414.48,507.73,0.96
2950,-791,292.6,414.37,507.27,0.96
2951,-1530,291.85,414.89,507.26,0.96
2952,-2127,291.67,415.96,508.03,0.96
2953,-2345,292.35,416.89,509.19,0.96
2954,-2106,293.43,417.04,509.93,0.96
2955,-1499,294.14,416.49,509.88,0.96
2956,-739,294.23,415.85,509.41,0.96
2957,-130,294.04,415.51,509.03,0.95
2958,31,293.87,415.26,508.73,0.95
2959,-167,293.58,414.97,508.32,0.96
2960,-794,292.93,414.86,507.86,0.96
2961,-1529,292.18,415.38,507.85,0.96
2962,-2126,291.99,416.45,508.62,0.96
2963,-2344,292.68,417.38,509.77,0.96
2964,-2105,293.75,417.53,510.51,0.96
2965,-1499,294.46,416.98,510.47,0.96
2966,-740,294.55,416.34,510,0.96
2967,-129,294.36,416,509.61,0.95
2968,29,294.19,415.75,509.31,0.95
2969,-167,293.91,415.46,508.91,0.96
2970,-793,293.25,415.35,508.44,0.96
2971,-1528,292.5,415.87,508.43,0.96
2972,-2125,292.32,416.94,509.2,0.96
2973,-2343,293,417.87,510.35,0.96
2974,-2106,294.07,418.01,511.09,0.96
2975,-1501,294.78,417.46,511.05,0.96
2976,-741,294.87,416.82,510.58,0.96
2977,-131,294.69,416.48,510.19,0.96
2978,29,294.51,416.23,509.89,0.96
2979,-167,294.23,415.94,509.48,0.96
2980,-794,293.57,415.83,509.01,0.96
2981,-1531,292.82,416.35,509.01,0.96
2982,-2127,292.63,417.42,509.78,0.96
2983,-2344,293.32,418.35,510.93,0.96
2984,-2106,294.39,418.5,511.67,0.96
2985,-1500,295.1,417.94,511.62,0.96
2986,-741,295.19,417.3,511.15,0.96
2987,-129,295,416.96,510.77,0.96
2988,31,294.83,416.71,510.46,0.96
2989,-167,294.54,416.42,510.06,0.96
2990,-792,293.89,416.31,509.59,0.96
2991,-1528,293.14,416.83,509.58,0.96
2992,-2125,292.95,417.9,510.35,0.96
2993,-2343,293.63,418.83,511.5,0.96
2994,-2107,294.71,418.97,512.24,0.96
2995,-1500,295.42,418.42,512.2,0.96
2996,-741,295.51,417.78,511.73,0.96
2997,-129,295.32,417.44,511.34,0.96
2998,30,295.15,417.19,511.04,0.96
2999,-166,294.86,416.89,510.63,0.96
3000,-793,294.2,416.79,510.16,0.96
3001,-1529,293.46,417.3,510.15,0.96
3002,-2127,293.27,418.38,510.93,0.96
3003,-2343,293.95,419.3,512.08,0.96
3004,-2104,295.02,419.45,512.81,0.96
3005,-1502,295.74,418.89,512.77,0.96
3006,-740,295.82,418.25,512.3,0.96
3007,-121,295.64,417.92,511.91,0.96
3008,32,295.46,417.67,511.61,0.96
3009,-167,295.18,417.37,511.21,0.96
3010,-796,294.52,417.27,510.74,0.96
3011,-1530,293.77,417.78,510.73,0.96
3012,-2126,293.58,418.85,511.5,0.96
3013,-2345,294.26,419.78,512.65,0.96
3014,-2106,295.34,419.93,513.39,0.96
3015,-1499,296.05,419.37,513.34,0.96
3016,-735,296.13,418.74,512.87,0.96
3017,-132,295.95,418.39,512.48,0.96
3018,29,295.77,418.14,512.18,0.96
3019,-168,295.49,417.85,511.77,0.96
3020,-793,294.83,417.74,511.3,0.96
3021,-1529,294.08,418.25,511.29,0.96
3022,-2127,293.89,419.33,512.06,0.96
3023,-2345,294.57,420.26,513.21,0.96
3024,-2105,295.65,420.4,513.95,0.96
3025,-1499,296.36,419.84,513.9,0.96
3026,-741,296.44,419.2,513.43,0.96
3027,-130,296.26,418.86,513.04,0.96
3028,30,296.08,418.61,512.74,0.96
3029,-169,295.8,418.32,512.33,0.96
3030,-794,295.14,418.21,511.86,0.96
3031,-1529,294.39,418.72,511.85,0.96
3032,-2126,294.2,419.79,512.62,0.96
3033,-2344,294.88,420.72,513.77,0.96
3034,-2106,295.95,420.87,514.51,0.96
3035,-1499,296.66,420.31,514.46,0.96
3036,-739,296.75,419.67,513.99,0.96
3037,-129,296.56,419.33,513.6,0.96
3038,30,296.39,419.08,513.3,0.96
3039,-168,296.1,418.78,512.89,0.96
3040,-792,295.44,418.67,512.42,0.96
3041,-1530,294.69,419.19,512.41,0.96
3042,-2128,294.51,420.26,513.18,0.96
3043,-2344,295.19,421.19,514.33,0.96
3044,-2104,296.26,421.33,515.06,0.96
3045,-1502,296.97,420.78,515.02,0.96
3046,-739,297.06,420.14,514.55,0.96
3047,-129,296.87,419.79,514.16,0.96
3048,30,296.69,419.54,513.85,0.96
3049,-166,296.41,419.25,513.45,0.96
3050,-793,295.75,419.14,512.98,0.96
3051,-1530,295,419.65,512.96,0.96
3052,-2125,294.81,420.72,513.73,0.96
3053,-2343,295.49,421.65,514.88,0.96
3054,-2106,296.57,421.79,515.62,0.96
3055,-1499,297.28,421.24,515.57,0.96
3056,-739,297.36,420.6,515.1,0.96
3057,-128,297.17,420.25,514.71,0.96
3058,29,297,420,514.4,0.96
3059,-168,296.71,419.71,514,0.96
3060,-793,296.05,419.6,513.52,0.96
3061,-1530,295.3,420.11,513.51,0.96
3062,-2125,295.12,421.18,514.28,0.96
3063,-2343,295.8,422.11,515.43,0.96
3064,-2105,296.87,422.25,516.16,0.96
3065,-1498,297.58,421.69,516.12,0.96
3066,-741,297.66,421.05,515.64,0.96
3067,-129,297.47,420.71,515.25,0.96
3068,30,297.3,420.46,514.95,0.96
3069,-167,297.01,420.16,514.54,0.96
3070,-794,296.35,420.05,514.07,0.96
3071,-1530,295.6,420.57,514.06,0.96
3072,-2125,295.42,421.64,514.83,0.96
3073,-2343,296.09,422.56,515.98,0.96
3074,-2107,297.17,422.71,516.71,0.96
3075,-1501,297.88,422.15,516.66,0.96
3076,-740,297.96,421.51,516.19,0.96
3077,-131,297.78,421.16,515.8,0.96
3078,30,297.6,420.91,515.49,0.96
3079,-168,297.31,420.61,515.08,0.96
3080,-793,296.65,420.5,514.61,0.96
3081,-1529,295.9,421.02,514.6,0.96
3082,-2126,295.72,422.09,515.37,0.96
3083,-2345,296.4,423.01,516.52,0.96
3084,-2104,297.47,423.16,517.25,0.96
3085,-1499,298.18,422.6,517.2,0.96
3086,-739,298.26,421.96,516.73,0.96
3087,-130,298.07,421.61,516.34,0.96
3088,30,297.9,421.36,516.03,0.96
3089,-167,297.61,421.07,515.62,0.96
3090,-794,296.95,420.96,515.15,0.96
3091,-1531,296.2,421.47,515.14,0.96
3092,-2125,296.01,422.54,515.91,0.96
3093,-2343,296.69,423.46,517.06,0.96
3094,-2106,297.76,423.61,517.79,0.96
3095,-1500,298.47,423.05,517.74,0.96
3096,-741,298.56,422.41,517.27,0.96
3097,-128,298.37,422.06,516.88,0.96
3098,30,298.19,421.81,516.57,0.96
3099,-167,297.91,421.51,516.16,0.96
3100,-793,297.25,421.4,515.69,0.96
3101,-1530,296.49,421.92,515.68,0.96
3102,-2125,296.31,422.99,516.45,0.96
3103,-2345,296.99,423.91,517.59,0.96
3104,-2105,298.06,424.05,518.33,0.96
3105,-1498,298.77,423.5,518.28,0.96
3106,-741,298.85,422.85,517.8,0.96
3107,-129,298.66,422.51,517.41,0.96
3108,30,298.49,422.26,517.1,0.96
3109,-167,298.2,421.96,516.7,0.96
3110,-793,297.54,421.85,516.22,0.96
